,fire_id,fire_size,fire_cause,latitude,longitude,state,state_no,discovery_month,discovery_month_no,year,putout_time,Temp_pre_30,Temp_pre_15,Temp_pre_7,Wind_pre_30,Wind_pre_15,Wind_pre_7,Hum_pre_30,Hum_pre_15,Hum_pre_7,fire_size_bin,fire_size_bin_no,medium_plus
2316,11283,3.0,Debris Burning,45.05,-107.584,MT,23,Mar,3,1999,0,3.529500756,5.697749196,7.168067227000001,3.188502269,2.737942122,1.590756303,48.38939394,47.94193548,40.01680672,Teacup,1,0
2317,11284,3.0,Debris Burning,37.85804,-82.97884,KY,14,Feb,2,2011,0,0.721789883,1.709832636,8.430813953,2.009046693,2.160669456,2.971511628,71.34727626,64.78870293,49.04069767,Teacup,1,0
2318,11287,1.0,Arson,48.0208,-99.0175,ND,25,Apr,4,2008,0,1.025139665,3.535880708,5.82,5.12953271,5.167134831,5.8964,62.06775701,52.35018727,46.952,Teacup,1,0
2319,11297,17.0,Debris Burning,34.5949,-79.30828333,NC,24,Nov,11,2013,0,14.18560847,13.09639279,11.82251309,2.301060445,2.104016064,2.448167539,73.39620081,70.8908046,65.90184049,Mini,3,0
2320,11306,2.0,Accidental,48.3178,-105.6961,MT,23,Sep,9,1998,0,23.03846154,22.34090909,21.94736842,2.793589744,3.4181818180000003,2.547368421,58.19444444,56.45454545,51.26315789,Teacup,1,0
2321,11311,15.0,Debris Burning,43.3403,-102.4935,SD,37,Feb,2,2000,0,-2.603988604,-2.566091954,-0.155279503,2.789413448,2.693063584,2.325625,73.38350217,76.12721893,72.65131579,Mini,3,0
2322,11318,271.0,Utilities,40.4544,-108.3128,CO,6,Jun,6,2006,2,17.45532129,18.553125,18.95377778,3.054572864,3.2920833330000003,2.535555556,39.73567839,34.87916667,34.16,Medium,4,1
2323,11322,10.0,Arson,34.9755,-98.5289,OK,32,Mar,3,2011,0,8.098171239,11.81357798,12.06096257,5.336325852,4.887889908,5.495187166,59.80253432,55.56091954,51.39572193,Mini,3,0
2324,11327,7.0,Accidental,34.29135582,-88.20424789,MS,22,Dec,12,1999,0,7.524878641,4.604675325,3.259770115,3.419781553,2.702077922,3.140229885,70.54782609,65.02088773,60.27011494,Toy,2,0
2325,11328,500.0,Lightning,40.6222,-116.0578,NV,29,Sep,9,2011,1,17.29657534,16.37878788,17.3251497,1.903150685,1.766942149,1.716167665,36.86164384,40.77134986,33.02994012,Medium,4,1
2326,11331,1.0,Debris Burning,34.384075,-79.991112,SC,36,Mar,3,2013,0,7.884328357999999,7.732093022999999,7.527054108,1.809421642,2.085116279,2.245691383,58.03204353,55.59576837,50.73146293,Teacup,1,0
2327,11340,2.85,Utilities,30.9839,-82.1382,GA,8,May,5,2002,0,22.77968397,20.91261468,20.0822335,3.592663657,3.741972477,3.27715736,73.17861206,72.00229358,70.55837563,Teacup,1,0
2328,11343,35.0,Utilities,32.18583333,-97.85666667,TX,39,Feb,2,2009,0,10.85032437,13.97680891,10.7202381,3.569694161,4.185064935,3.2954365080000003,58.0695162,60.10204082,58.79960317,Mini,3,0
2329,11351,1.0,Utilities,42.73025201,-74.04757401,NY,30,Aug,8,2002,0,26.21195652,27.08421053,28.87234043,2.593888889,2.009677419,1.310869565,63.20231214,57.15730337,55.28888889,Teacup,1,0
2330,11355,0.67,Lightning,34.51626389,-84.04054722,GA,8,Nov,11,2014,0,14.2042654,11.6505102,12.48777778,2.9882283,2.893333333,2.85698324,69.61144219,64.76923077,65.43575419,Teacup,1,0
2331,11365,22.0,Lightning,43.59888889,-122.2905556,OR,33,Aug,8,2014,20,22.94823529,24.36565097,23.47440476,2.298944591,2.1117977530000003,2.165454545,53.37730871,48.27808989,48.04242424,Mini,3,0
2332,11370,6.0,Utilities,37.40843679,-81.66554862,WV,44,Apr,4,1997,0,8.298113208,9.180076628,9.467741935,3.373584906,3.342145594,3.238709677,54.36520076,54.8359375,49.19512195,Toy,2,0
2333,11374,8.0,Utilities,30.32335,-94.3984,TX,39,Dec,12,2010,0,12.80241748,10.04388422,9.735353535,2.158670386,1.995611578,2.365454545,71.57624481,64.66701461,64.51454139,Toy,2,0
2334,11375,14.99,Debris Burning,32.11615707,-81.8537847,GA,8,Feb,2,2011,0,12.0185271,14.09444444,16.85714286,1.7849004169999998,1.708796296,1.917857143,69.35870384,66.32307692,72.36927224,Mini,3,0
2335,11379,1.0,Debris Burning,31.414143900000003,-89.75555689,MS,22,Aug,8,1999,0,28.29166667,28.40104167,28.84883721,1.027994792,0.997395833,1.179069767,69.99728997,68.8490566,64.95930233,Teacup,1,0
2336,11389,18.0,Arson,31.41835365,-89.71608483,MS,22,Mar,3,1992,0,14.3416129,15.41554054,13.175,2.61516129,2.168243243,2.376785714,74.19032258,73.97972973,72.26785714,Mini,3,0
2337,11390,30.0,Arson,34.5875,-94.85611111,OK,32,Mar,3,2012,0,15.20397287,17.27761486,14.67627494,2.58376938,2.150537634,1.59578714,65.12158055,74.57801047,75.86445013,Mini,3,0
2338,11399,10.06,Arson,33.8996085,-85.38418355,GA,8,Feb,2,2011,0,5.600557362000001,5.917363045,9.761904762,2.178588017,2.042061281,1.688888889,64.65014409,62.38218715,55.69294606,Mini,3,0
2339,11406,30.0,Arson,34.88565,-95.04768,OK,32,Feb,2,2014,0,3.392422825,5.235902256,11.70286885,2.364078578,2.0272556390000003,2.618032787,65.66557198,70.16684724,65.27212389,Mini,3,0
2340,11408,4.0,Utilities,39.60974946,-80.09033002,WV,44,Nov,11,1999,0,9.263795424,8.857549857999999,6.441860465,2.482724719,2.6873493980000003,2.732941176,68.23358779,64.76993865,66.98170732,Teacup,1,0
2341,11410,24.0,Debris Burning,34.729069,-80.001274,SC,36,Apr,4,2015,0,12.61105948,12.08744186,11.058,2.427387052,2.262697674,2.636,55.77875587,59.85136742,52.52045455,Mini,3,0
2342,11414,2.0,Arson,31.16360363,-89.57207195,MS,22,Mar,3,1992,0,14.17196262,15.86242775,14.00769231,2.5925233640000003,2.283815029,2.276923077,74.77570093,74.78612717,77.27472527,Teacup,1,0
2343,11418,0.8,Debris Burning,32.67368633,-81.9846403,GA,8,Sep,9,2011,0,27.82059801,27.32713755,27.51689861,1.808637874,1.782806691,1.74612326,62.74106583,63.27478043,60.14357683,Teacup,1,0
2344,11419,11.0,Utilities,48.65410716,-94.75444188,MN,20,Apr,4,2012,0,4.463888889,5.136111111,6.041666667,4.06271422,4.056163113999999,4.090873016000001,66.27757183,67.13160334,68.125,Mini,3,0
2345,11427,1.5,Lightning,37.92905,-119.78054,CA,5,Jun,6,1992,3,27.46926287,27.79694444,28.01964286,3.632684284,3.896666667,3.880357143,81.08368201,79.40555556,77.10119048,Teacup,1,0
2346,11448,1.13,Lightning,32.77722391,-83.15715251,GA,8,Jun,6,2011,0,27.36067102,29.15162791,28.94047619,1.7968779119999998,1.929767442,1.936309524,54.0030785,52.506917,50.31223629,Teacup,1,0
2347,11452,6.0,Arson,37.37,-84.04166667,KY,14,Oct,10,1994,0,15.68267898,15.17318182,14.16,2.898383372,2.533181818,2.1180000000000003,65.67321867,66.39512195,63.41111111,Toy,2,0
2348,11463,90.0,Debris Burning,38.18948,-82.63157,KY,14,Mar,3,2007,0,2.16033195,5.426022305,6.229361702,3.021601334,3.180337079,2.069827586,65.07542373,57.47940075,52.24568966,Medium,4,1
2349,11464,2.0,Debris Burning,34.237849,-86.367005,AL,2,Mar,3,2009,0,10.64472456,14.64882629,14.11860941,3.3518207280000003,3.044507042,2.282208589,58.46397097,62.84143763,59.28571429,Teacup,1,0
2350,11466,0.9,Arson,25.61628,-80.5264,FL,7,Mar,3,2012,0,22.86193059,22.78634259,23.43235294,4.805639913,4.470138888999999,4.777941176000001,74.54915254,73.57553957,70.65284974,Teacup,1,0
2351,11475,10.0,Debris Burning,38.2641,-91.92775,MO,21,Mar,3,2014,0,-1.4396181380000002,-2.206888361,0.037912088,3.244152745,3.312589074,2.548351648,60.23178017,56.97624703,56.45054945,Mini,3,0
2352,11478,4.0,Arson,45.08,-107.3437,MT,23,Jul,7,1999,0,21.95486601,23.39316239,23.91566265,3.424400564,3.149002849,3.052409639,40.24011299,38.37321937,41.01807229,Teacup,1,0
2353,11490,0.57,Arson,30.93020278,-84.62723333,GA,8,Mar,3,2013,0,12.57534884,11.9505597,14.49404762,2.738,2.874440299,3.625198413,71.35461741,68.75406284,72.06937799,Teacup,1,0
2354,11494,1.5,Debris Burning,34.912491,-82.134499,SC,36,Mar,3,2015,0,13.0755329,13.86851852,12.23015873,2.181927711,2.043611111,2.335912698,51.53940568,49.54447115,54.03422983,Teacup,1,0
2355,11496,20.0,Arson,31.67048886,-89.89199965,MS,22,Feb,2,1994,0,6.504950495,6.989518414,10.24424242,2.463366337,2.590651558,2.71030303,66.89533239,64.39376771,75.1030303,Mini,3,0
2356,11498,1.0,Arson,33.62,-85.655,AL,2,Oct,10,1999,1,20.51938073,19.16548673,17.42524272,2.298269896,2.14295302,2.167156863,69.43853428,75.15296804,75.39795918,Teacup,1,0
2357,11504,18.42,Arson,34.276,-85.3989,GA,8,Apr,4,1992,0,6.005042017,7.627777778,10.275,1.866086957,2.0,1.675,67.0,67.61111111,57.25,Mini,3,0
2358,11512,158.0,Lightning,43.071000000000005,-115.24366,ID,10,Jul,7,2005,2,20.69767442,22.83105023,26.57627119,3.086627907,3.085844749,2.710169492,41.2145749,40.88292683,30.3220339,Medium,4,1
2359,11520,1.0,Arson,35.77777778,-93.67361111,AR,3,Mar,3,2008,0,7.892434988,10.86018957,9.150289017,4.025680473,4.070616114,4.405780347,66.47341772,61.96382429,56.75739645,Teacup,1,0
2360,11524,1.0,Accidental,34.50055556,-112.3708333,AZ,4,Oct,10,2003,0,20.57163121,21.01424501,21.0239521,2.98141844,2.804843305,3.279640719,42.25106383,37.44729345,37.55688623,Teacup,1,0
2361,11536,1.0,Debris Burning,40.74790573,-98.01504517,NE,26,Nov,11,2011,0,6.782476636,5.107612782,5.384146341,4.589953271000001,5.201973684,4.644918699,57.78949858,57.59238095,51.25609756,Teacup,1,0
2362,11539,1.0,Debris Burning,33.03008611,-82.62818611,GA,8,Aug,8,2014,0,25.91666667,25.4374169,26.07184265,1.037742088,1.045801527,0.916492693,76.25935162,77.82909091,78.28252788,Teacup,1,0
2363,11544,2.0,Debris Burning,39.43217672,-80.14533678,WV,44,Feb,2,2011,0,-0.8735955059999999,-0.177684211,3.560227273,3.023523899,3.4308016880000003,3.980571429,72.71792453,65.54140127,50.30857143,Teacup,1,0
2364,11545,50.0,Lightning,36.7036,-114.0622,NV,29,Jun,6,2006,1,31.16643836,32.53563536,34.76686391,3.5921917810000004,3.825414365,2.766863905,13.0630137,11.39779006,10.76331361,Medium,4,1
2365,11547,5.0,Arson,34.10244594,-89.96013549,MS,22,Sep,9,1999,0,25.0630847,23.6046798,21.73815029,2.157395702,2.063054187,2.562427746,68.07605634,68.61864407,61.46470588,Toy,2,0
2366,11551,1.0,Accidental,46.25,-100.6337,ND,25,Sep,9,1994,0,17.40986111,17.87444444,15.69880952,4.308333333,4.276666667,3.514880952,66.23209169,66.34375,64.14371257,Teacup,1,0
2367,11553,6314.0,Lightning,47.51944444,-113.2844444,MT,23,Aug,8,2011,60,19.74041332,20.96329412,21.619,2.434375,2.263744076,2.4467336680000003,49.30046404,45.01895735,46.96984925,Large,5,1
2368,11558,5.0,Accidental,40.9088,-117.7665,NV,29,Aug,8,1996,0,23.81639344,22.88406593,22.73529412,3.528961749,3.39478022,3.681764706,27.97540984,27.89285714,29.68235294,Toy,2,0
2369,11560,1.0,Debris Burning,32.89544995,-89.21296459,MS,22,Feb,2,1995,0,9.493472222,8.551388889,10.1702381,3.820555556,3.745277778,4.053571429,70.71748252,66.91061453,69.8253012,Teacup,1,0
2370,11561,3.0,Arson,37.35882234,-81.38935639,WV,44,Nov,11,2000,0,14.38003953,14.94648438,13.55714286,2.1521865890000003,1.985393258,2.127777778,54.76291793,55.36904762,45.14772727,Teacup,1,0
2371,11563,2.0,Arson,46.81666596,-67.84999999,ME,18,May,5,1993,0,7.73375,10.52361111,8.770238095,4.431528046,4.153333333,3.742016807,60.66994106,55.51807229,58.94690265,Teacup,1,0
2372,11565,10.0,Debris Burning,31.57963202,-89.85143084,MS,22,Jun,6,2012,0,25.24515824,25.11393597,25.27911647,2.277246925,2.512830189,2.208853119,58.37322611,60.78018868,58.29376258,Mini,3,0
2373,11568,40.0,Lightning,44.88527778,-111.14305559999998,MT,23,Sep,9,2008,13,15.45,13.54794521,9.285714286,3.493571429,3.652054795,2.677142857,39.0,41.24657534,48.17142857,Mini,3,0
2374,11569,2.3,Lightning,44.44281,-108.99236,WY,45,Jul,7,2009,0,19.99132653,21.19478099,21.3935743,2.651632653,2.6687791240000003,2.785542169,45.03163265,40.78751165,43.69477912,Teacup,1,0
2375,11570,31.0,Arson,34.43333333,-93.3,AR,3,Feb,2,1993,0,8.413163065,10.16744186,10.58373984,3.570333988,3.3267441860000004,3.456910569,58.27868852,54.29761905,64.34188034,Mini,3,0
2376,11572,36.0,Arson,35.8708,-96.2653,OK,32,Nov,11,2006,0,12.39392523,12.17723881,13.4055666,3.382336449,3.512966418,2.784095427,66.6787592,61.70423992,73.10776942,Mini,3,0
2377,11574,8.0,Arson,34.912165,-87.998847,AL,2,Mar,3,2006,0,11.79429251,11.60194384,7.473529412,4.032818074,4.263714903,4.079831933,60.34128878,64.51521739,68.48085106,Toy,2,0
2378,11579,2.0,Arson,36.38616667,-94.83700002,OK,32,Apr,4,2010,0,13.91865358,18.61012184,17.23684211,3.807807387,4.485192127,2.936234818,65.96254682,61.29607843,58.4731405,Teacup,1,0
2379,11584,2.5,Accidental,34.805645,-82.504242,SC,36,Apr,4,2011,0,11.86819923,11.51347068,11.7630662,2.987586207,3.006180666,3.065156794,56.58739496,60.09500805,55.25631769,Teacup,1,0
2380,11586,1.0,Arson,42.1031,-78.796,NY,30,May,5,2014,94,11.73117484,12.96198347,13.42878229,3.154823748,2.629139073,2.720664207,72.4851577,76.86920529999999,76.30996309999999,Teacup,1,0
2381,11588,6.0,Accidental,34.777344,-80.69270300000001,SC,36,Feb,2,2011,0,7.431523306,10.28277154,11.47695391,1.555021624,1.737265918,2.018837675,59.18188011,56.56017998,58.93995381,Toy,2,0
2382,11589,1.0,Debris Burning,34.20605,-92.24899,AR,3,Jul,7,2011,0,27.90962241,27.29700461,26.68214286,3.128501827,2.468894009,1.424553571,66.4993895,70.58101852,73.57207207,Teacup,1,0
2383,11601,7.3,Arson,43.1794,-78.9278,NY,30,Apr,4,2014,0,5.678653846,7.130339321,7.881451612999999,5.244444444,5.046572581,4.930452675,69.71732817,66.63306452,65.27160494,Toy,2,0
2384,11604,1.0,Arson,31.37333333,-88.70833333,MS,22,Feb,2,1994,0,9.429131653,11.82166667,8.791071429,1.929691877,1.897222222,1.5761904759999998,66.30812325,69.73055556,60.33333333,Teacup,1,0
2385,11618,12.0,Arson,33.262101,-86.388374,AL,2,Mar,3,2007,0,8.652532391,12.13127753,12.79086294,2.868904594,3.0997797360000003,3.027411168,58.74303797,57.64285714,53.75132275,Mini,3,0
2386,11637,1.0,Lightning,33.8867,-110.1073,AZ,4,Jul,7,1999,0,23.47428571,21.44578313,22.28571429,3.704571429,3.24939759,3.1,50.03428571,59.09638554,55.45238095,Teacup,1,0
2387,11639,50.0,Debris Burning,35.705,-84.8533333,TN,38,Feb,2,2005,0,3.181835032,5.172857143,5.9387850470000005,2.9609823910000004,2.97,3.352336449,74.69085174,76.98767967,74.82938389,Medium,4,1
2388,11641,0.7,Lightning,36.6072,-83.6703,KY,14,Jun,6,2007,5,21.32572227,21.78212291,21.27091633,0.744200187,0.926074766,0.7033932140000001,68.19734345,71.7659372,71.56441718,Teacup,1,0
2389,11642,29.0,Arson,30.975561,-88.149527,AL,2,Mar,3,2006,1,12.34859813,13.56036036,14.1907489,3.978037383,3.703423423,3.710572687,68.69771863,69.78308824,63.21076233,Mini,3,0
2390,11646,20.0,Arson,34.58366666,-79.49733333,NC,24,May,5,2014,0,19.54156881,22.84090909,24.41614907,2.529779239,2.014583333,1.711180124,47.41767068,51.1518797,47.34304207,Mini,3,0
2391,11648,1.0,Utilities,33.100905,-85.30801,AL,2,Aug,8,2009,0,24.73977695,25.31343284,25.35785288,1.4748953969999998,1.3997940269999998,1.052455357,66.07942584,68.53104925,70.05825243,Teacup,1,0
2392,11649,2.0,Debris Burning,43.56583333,-85.85166667,MI,19,May,5,2002,0,10.41359223,10.5453668,12.80942623,3.401650485,3.238899614,3.015778689,59.76444876,57.28667954,53.62909836,Teacup,1,0
2393,11652,37.0,Arson,34.95073215,-88.30289716,MS,22,Nov,11,2012,1,9.669651272,8.278873239,7.967280164,2.215221489,1.959530516,1.119222904,67.52773687,67.4375,66.85806452,Mini,3,0
2394,11655,525.0,Debris Burning,37.48764,-83.42435,KY,14,Apr,4,2010,1,11.19169329,12.80962801,20.62790698,1.807356077,2.074617068,2.04244186,65.21260684,60.4043956,36.14534884,Medium,4,1
2395,11659,3.14,Debris Burning,31.77756111,-82.33418611,GA,8,Oct,10,2012,4,20.18941606,18.95641548,19.00619048,1.317791971,1.551527495,2.17952381,80.06152344,76.09033613,73.92195122,Teacup,1,0
2396,11662,2.7,Utilities,44.85768563,-89.1508807,WI,43,May,5,1992,0,11.6640625,13.83432836,22.31176471,6.685826772,7.343939393999999,7.985294118,57.184,48.50769231,30.38235294,Teacup,1,0
2397,11665,38.0,Lightning,45.93972222,-114.9733333,ID,10,Aug,8,2007,70,23.03273543,22.67938719,21.31785714,0.626158445,0.6504178270000001,0.674404762,61.78419453,57.49303621,54.85714286,Mini,3,0
2398,11682,1.0,Accidental,39.62712948,-79.87716847,WV,44,Mar,3,1995,0,6.467895878999999,8.786697248,14.05833333,2.43,2.151152074,1.892708333,59.35949367,58.07602339,39.42253521,Teacup,1,0
2399,11683,14.0,Lightning,35.4459,-94.88425001,OK,32,Aug,8,2011,0,32.36230469,33.25510204,34.61309524,2.334897361,2.1816326530000003,2.427579365,47.32942326,44.80612245,39.66071429,Mini,3,0
2400,11686,1.5,Lightning,43.96166667,-103.4266667,SD,37,Sep,9,2000,1,19.75872093,19.38505747,18.33962264,3.188921283,3.0175792510000004,3.352830189,48.69162996,50.01461988,53.59235669,Teacup,1,0
2401,11697,5.0,Debris Burning,36.134317,-87.586283,TN,38,Mar,3,2010,0,0.668601036,2.621190476,1.996315789,3.234300518,3.192142857,3.5621052630000003,73.5267666,67.18660287,65.45789474,Toy,2,0
2402,11699,1.7,Lightning,43.25178,-116.17812,ID,10,Aug,8,2007,0,25.30604982,24.27906137,24.08939394,4.319039146000001,4.2566787,5.1984848480000005,31.06939502,29.29963899,35.68939394,Teacup,1,0
2403,11710,1.5,Lightning,35.06916667,-108.20305559999998,NM,28,Jul,7,2007,11,23.52733333,23.19760638,23.68826816,3.629333333,3.537765957,3.210614525,30.328000000000003,39.96542553,38.79888268,Teacup,1,0
2404,11711,1.2,Debris Burning,40.58528,-75.30528000000001,PA,34,Apr,4,2013,0,4.1153,4.71987041,5.360714286,3.782613065,3.5763043480000003,3.607589286,60.11490683,54.97954545,48.61764706,Teacup,1,0
2405,11727,1.2,Lightning,32.54935237,-84.26930731,GA,8,Jun,6,2011,0,28.43686502,27.65861027,27.18052257,1.860909531,2.211077543,1.852019002,66.06365915,71.47510823,75.34351145,Teacup,1,0
2406,11732,5.0,Accidental,37.79022,-82.99274,KY,14,Apr,4,2009,0,9.906131261,11.13180077,10.44834711,1.791968912,2.13697318,2.69338843,71.34139785,66.8970297,66.74895397,Toy,2,0
2407,11735,1.0,Debris Burning,47.975,-98.9712,ND,25,Aug,8,1999,0,19.92643392,19.05660377,19.73,4.235660848,4.317924528,3.443,64.47008547,70.39855072,70.87301587,Teacup,1,0
2408,11737,1.0,Accidental,35.0889,-98.585,OK,32,Jul,7,2005,0,26.31837709,28.41662269,28.79839572,6.2880668260000006,6.144327177,6.609090909,61.30585424,50.99472296,49.42245989,Teacup,1,0
2409,11738,4.0,Arson,32.50941665,-94.88520021,TX,39,Oct,10,2010,0,23.9116061,20.37289474,18.11130952,0.981946073,0.996842105,0.636309524,68.01811594,57.25925926,48.66071429,Teacup,1,0
2410,11740,2000.0,Lightning,33.10583333,-109.1477778,AZ,4,Jul,7,2003,10,30.04606241,31.07331378,32.90909091,4.764136905,4.892082111000001,5.482424242,19.74107143,19.60117302,21.83636364,Large,5,1
2411,11743,1.0,Debris Burning,47.8522,-95.145,MN,20,Sep,9,2007,0,16.53396675,16.56128405,14.85915493,3.383847981,3.473735409,3.449899396,69.04690522,70.86053412,75.29012346,Teacup,1,0
2412,11750,2.2,Debris Burning,34.95642222,-84.14568611,GA,8,Mar,3,2015,0,3.834860652,9.298649952,11.99116379,1.446055739,1.297782064,0.852586207,75.43522655,77.54610951,78.49606299,Teacup,1,0
2413,11755,2.0,Debris Burning,32.772490999999995,-80.470345,SC,36,Feb,2,2013,0,11.44659735,9.002824859,8.676891616,2.416115312,2.734463277,2.790593047,61.54932073,58.73340358,56.96460177,Teacup,1,0
2414,11758,5.0,Arson,36.81805556,-118.8833333,CA,5,Jul,7,2009,0,24.13474495,26.45,28.57539683,2.683301251,2.445648148,2.231547619,46.51924928,42.625,43.43253968,Toy,2,0
2415,11760,0.6,Arson,46.823640000000005,-92.59116,MN,20,May,5,2008,0,3.851817335,4.621521336,6.165338645,4.412540793,4.152089136,4.775249501,64.98803659,62.89583333,61.85117493,Teacup,1,0
2416,11764,1.96,Debris Burning,32.6128,-83.8326,GA,8,Mar,3,1994,0,14.06833333,15.56972222,19.14702381,3.5336111110000004,3.276388889,2.85952381,57.41246291,56.34682081,63.33548387,Teacup,1,0
2417,11771,1.48,Accidental,41.1158,-74.1222,NY,30,Apr,4,2013,0,4.485764294,5.8160949870000005,6.23258427,3.813652275,3.921899736,4.203370787,61.42449465,51.86756757,46.90532544,Teacup,1,0
2418,11775,20.0,Lightning,43.640440000000005,-101.2639,SD,37,Aug,8,2012,0,23.41325137,22.69421488,25.15406977,4.027459016,3.489256198,3.611046512,46.76775956,42.49035813,39.75,Mini,3,0
2419,11800,1.0,Utilities,31.0166667,-93.125,LA,15,Apr,4,2010,0,17.584503899999998,19.13959391,19.9026738,3.251004464,2.9256345180000003,2.664171123,69.05294118,65.70229008,67.6827957,Teacup,1,0
2420,11805,2.5,Lightning,34.56626,-106.53931,NM,28,Jul,7,2012,0,26.64005602,27.93258427,28.95951417,3.4084033610000004,3.658333333,3.153238866,19.05464736,21.3670412,20.17813765,Teacup,1,0
2421,11806,2.0,Utilities,40.92440796,-98.07203674,NE,26,Oct,10,2011,0,14.97445425,14.55988858,16.00795229,2.864328843,2.937418756,3.44612326,62.47967061,56.07751196,50.35785288,Teacup,1,0
2422,11810,11.0,Arson,34.15345,-94.56915,OK,32,Sep,9,2013,0,24.32761998,25.41466667,24.88445378,1.080530973,1.077246654,0.85021097,74.39952438,74.26174497,75.24651163,Mini,3,0
2423,11812,5.0,Debris Burning,45.5225,-96.9229,SD,37,Nov,11,1994,0,2.879702048,1.200743494,-2.124409449,5.8059590320000005,6.867657993,5.359055118000001,70.77644711,72.61924686,70.89189189,Toy,2,0
2424,11816,2.48,Arson,32.6302,-84.7461,GA,8,Nov,11,2001,0,16.88395062,16.49861496,16.20833333,2.074688797,2.150555556,2.8684523810000004,54.50484094,51.75,50.07738095,Teacup,1,0
2425,11817,0.8,Lightning,34.0517,-109.9009,AZ,4,Aug,8,2004,0,24.33333333,24.29487179,24.1025641,4.833333333,4.870512821,4.9461538460000005,39.71333333,37.98717949,41.8974359,Teacup,1,0
2426,11819,17.0,Debris Burning,34.71715702,-88.55099268,MS,22,Nov,11,1998,0,12.64600715,12.57762557,12.70833333,1.972943981,1.543607306,1.4885416669999998,71.16467066,69.08099688,72.62420382,Mini,3,0
2427,11825,6.0,Arson,38.0268,-93.83755,MO,21,Feb,2,2014,0,-3.304205607,-3.277570093,3.315151515,3.537359837,2.8959808610000004,3.403838384,63.17581247,71.08546169,71.61157025,Toy,2,0
2428,11836,4.0,Arson,32.84531684,-89.94530098,MS,22,Oct,10,1997,0,23.31395909,22.7855643,24.75176471,2.041997593,2.1913385830000003,2.830588235,71.34770515,70.48870056,69.89411765,Teacup,1,0
2429,11845,3.0,Debris Burning,28.1941,-81.3588,FL,7,Dec,12,2013,0,20.93111111,20.9086758,21.13207547,3.152183908,2.871980676,2.737623762,69.96268657,67.54404145,66.45555556,Teacup,1,0
2430,11846,2.0,Arson,34.664608,-79.519997,SC,36,Sep,9,2015,0,25.18650875,24.59169884,23.15795918,2.266814159,2.319379845,2.326122449,74.69579646,77.32170543,77.46938776,Teacup,1,0
2431,11848,1.0,Accidental,38.01144291,-81.65491321,WV,44,Jul,7,1995,0,19.8519774,20.9011236,21.02380952,2.166101695,2.256179775,2.0928571430000003,75.36981132,76.54511278,71.53174603,Teacup,1,0
2432,11849,7.0,Arson,31.09054528,-88.81773639,MS,22,Aug,8,1998,0,27.55152395,27.64264264,28.47337278,1.125979681,1.066066066,1.047337278,61.91582003,62.23123123,56.78698225,Toy,2,0
2433,11851,3.6,Accidental,47.8458,-118.1056,WA,42,Jul,7,2014,20,16.58142023,19.99354839,24.31979167,3.679552093,3.4683189660000004,3.429166667,58.61821904,54.14565217,37.88541667,Teacup,1,0
2434,11858,17.0,Arson,35.5756,-92.09075,AR,3,Jul,7,2011,0,26.91210846,27.56348471,27.81510934,0.927255727,0.6908248379999999,0.424652087,69.39765458,70.25574113,71.39789474,Mini,3,0
2435,11860,1.4,Utilities,40.34539,-76.00824,PA,34,Apr,4,2012,0,11.87310268,10.46275395,9.600943396,2.822879464,3.321896163,3.224528302,62.54908676,58.05152225,57.64593301,Teacup,1,0
2436,11866,1.82,Utilities,32.3388,-84.7844,GA,8,Jun,6,1995,0,24.95498812,24.65279642,24.70314136,2.918052257,3.077628635,3.059685864,69.09885932,74.14250614,67.67391304,Teacup,1,0
2437,11867,3.0,Lightning,39.34916667,-105.2138889,CO,6,Jun,6,2006,3,18.94025157,18.37325905,18.01796407,2.1411949690000003,2.24735376,2.019161677,62.03616352,57.51810585,56.96407186,Teacup,1,0
2438,11869,35.0,Arson,35.6664,-94.5594,OK,32,Aug,8,2010,0,29.0222332,29.4530095,30.48247978,1.470306324,1.5038014780000002,1.419137466,67.14241803,66.11700975,60.56603774,Mini,3,0
2439,11880,681.0,Lightning,46.84361111,-115.5272222,ID,10,Sep,9,1999,43,12.23769339,11.05382436,13.57407407,2.790436006,2.83286119,2.524074074,50.95714286,47.06515581,36.61728395,Medium,4,1
2440,11882,1.3,Arson,40.658669,-122.795719,CA,5,Apr,4,1998,0,11.00278422,13.16903553,15.82526316,2.9805104410000003,2.734771574,3.148947368,70.55946602,63.56770833,61.55801105,Teacup,1,0
2441,11883,5.36,Accidental,32.12776718,-82.6604066,GA,8,Jun,6,2011,0,24.72747647,26.47482639,26.84493042,2.098296728,2.024739583,2.169980119,62.09653233,64.59890611,60.91078838,Toy,2,0
2442,11888,2.0,Accidental,48.112,-105.1705,MT,23,Apr,4,1997,0,-0.80952381,4.914285714,4.25,5.44047619,5.1828571430000006,6.725,74.275,69.51428571,67.05,Teacup,1,0
2443,11893,0.8,Accidental,31.41881642,-82.72114765,GA,8,Aug,8,2011,0,29.53689095,29.57182576,29.06746032,1.67424594,1.854124189,1.55,68.81883365,66.61329588,63.84412955,Teacup,1,0
2444,11901,2.0,Arson,34.4929,-95.9311,OK,32,Nov,11,2005,0,16.43135705,14.81953728,17.33684211,2.971146245,3.615424165,4.361403509,59.56688742,56.81136951,53.67836257,Teacup,1,0
