,fire_index,Temp_pre_7,Wind_pre_7,Hum_pre_7
0,3,18.1425641,3.671282051,35.35384615
1,24,15.60479042,1.775903614,59.61445783
2,31,-4.273833671,6.65862069,71.17311609
3,35,18.18867925,2.211428571,60.32857143
4,36,34.89333333,3.695833333,18.20833333
5,48,11.73579545,2.940116279,40.64534884
6,54,24.40402299,2.821511628,37.62209302
7,56,2.911842105,2.128193833,85.36936937
8,57,10.72222222,0.799509804,68.28723404
9,59,6.332934132,3.089221557,53.1257485
10,75,1.84,9.32,78.2
11,78,28.49940476,2.769642857,49.0
12,86,8.807539683,3.027380952,76.53301887
13,87,19.63333333,3.566666667,43.66666667
14,94,14.73988764,1.988202247,64.69662921
15,95,8.01547619,2.370833333,62.28686327
16,97,16.46974359,2.281538462,66.01025641
17,98,20.58231707,0.513414634,59.5
18,102,14.57678571,4.010119048,69.81927711
19,111,8.141935484,4.412962963,67.18055556
20,114,-10.43478261,3.891304348,62.87681159
21,119,6.604060914,3.873857868,35.34010152
22,124,34.41666667,3.982142857,36.39880952
23,125,28.92278481,4.007594937,66.16883117
24,126,17.91666667,4.4226190480000005,55.44444444
25,130,-2.034069401,1.700630915,88.90733591
26,131,27.86300578,4.902312139,20.53179191
27,142,26.08510638,5.017021277,24.44680851
28,146,-0.05988024,4.186144578,70.06289308
29,148,10.03777336,2.676143141,67.94379391
30,157,26.05645161,2.93959596,73.06289308
31,165,12.16666667,3.145454545,52.72727273
32,170,17.02094241,3.713612565,62.62303665
33,175,10.19047619,2.124404762,46.70238095
34,187,25.51436782,3.047126437,40.27011494
35,192,15.78106509,1.11035503,58.56089744
36,193,8.580912863,1.846058091,70.85279188
37,197,10.53571429,3.469642857,59.16071429
38,199,3.549494949,3.756060606,43.13131313
39,204,9.272,5.5334,69.118
40,206,25.23060109,2.142076503,76.35928144
41,217,14.90191388,2.959090909,68.04032258
42,220,7.799603175,1.818452381,67.85513078
43,221,6.834355828,5.726993865,71.43037975
44,222,12.27435388,2.222266402,68.21428571
45,227,8.305555556,4.527777778,46.87698413
46,230,28.04398148,2.301869159,71.71495327
47,232,25.728125,1.74984326,80.19242902
48,237,16.4,6.3875,22.725
49,251,11.37323944,3.5300469480000003,74.15243902
50,261,15.2327044,1.526205451,61.81341719
51,266,8.09047619,5.335714286,64.56741573
52,276,9.990963855,1.873493976,50.25903614
53,280,-16.89863014,3.997260274,73.94117647
54,284,16.13772455,2.535542169,65.90361446
55,286,17.09090909,5.270909091,35.43838384
56,290,23.05882353,2.347058824,49.76470588
57,297,12.69115044,3.714159292,29.625
58,313,2.457943925,6.230841121,55.09813084
59,315,6.852356021,4.251308901,65.08376963
60,318,16.20193237,3.985436893,55.99029126
61,323,13.71446809,5.46893617,61.06382979
62,324,10.02983425,3.350276243,60.24309392
63,328,17.47183099,3.118439716,68.84745763
64,338,26.0,3.1,28.0
65,343,9.317391304,3.425465839,66.92546584
66,344,6.705882353,3.036898396,52.27807487
67,347,19.90887097,0.727419355,69.63114754
68,357,17.51143451,1.063617464,53.87982833
69,360,2.676969697,3.819393939,71.08484848
70,361,26.67259036,1.985240964,78.5
71,368,5.42173913,4.075982533,49.6069869
72,374,21.53367769,2.1148760330000003,24.60743802
73,377,7.514285714,0.451190476,62.80238095
74,382,20.79759519,0.705410822,55.85520362
75,384,1.777777778,4.204166667,63.35795455
76,385,6.06468254,4.668253968,63.68452381
77,389,10.86403162,3.141463415,64.34934498
78,396,9.848906561,3.274051896,48.43712575
79,399,12.82797619,4.18452381,51.83832335
80,401,29.03448276,4.739285714,33.0
81,407,28.31707317,2.139837398,70.23870968
82,421,5.5975609760000005,1.993902439,55.96
83,424,28.74404762,4.243055556,38.73015873
84,439,4.8111332010000005,1.803386454,74.33755274
85,440,6.879225352000001,3.801056338,68.08243728
86,441,12.07871287,1.088613861,58.14285714
87,445,12.02472325,2.699630996,59.13475177
88,448,11.35375,4.37375,54.125
89,464,-1.735059761,5.2156,57.604
90,470,11.83786982,3.0112426039999995,59.31360947
91,479,26.67021277,2.379787234,74.02150538
92,482,28.9,7.2,18.0
93,484,19.49230769,3.523668639,68.72189349
94,486,28.0,2.020240964,53.47710843
95,489,11.62828283,2.028888889,82.52040816
96,494,21.63817097,3.539960239,58.33466135
97,501,25.83266932,2.303984064,67.91341991
98,504,16.59722222,2.989880952,44.06352941
99,507,10.89940828,3.1775147930000003,52.16969697
100,513,23.77142857,3.198148148,73.60377358
101,524,16.75151515,2.502626263,65.64537445
102,525,4.163021869,4.177534791,65.68058968
103,528,14.65302326,5.603271027999999,63.60747664
104,532,21.89814815,2.222222222,50.79439252
105,538,4.470167064,3.684725537,76.22716049
106,542,10.45546559,2.173481781,57.35421166
107,545,14.67857143,0.394642857,67.88599349
108,547,2.959760956,2.915568862,56.34773663
109,552,31.30769231,6.678106509,59.52380952
110,553,7.716875,3.429375,57.5375
111,555,21.08023952,1.389820359,58.68862275
112,564,20.64361702,0.89893617,71.85549133
113,565,25.78372093,2.37627907,80.25870647
114,566,20.59081836,3.865868263,59.01234568
115,576,15.81162791,3.331976744,42.61046512
116,589,23.45793651,5.311111111000001,26.63492063
117,595,9.282738095,2.29047619,25.07142857
118,599,-0.121808511,3.683870968,62.88172043
119,606,12.28061224,2.219897959,60.95419847
120,608,20.11973392,2.066740576,28.64523282
121,613,10.73869048,3.883928571,51.23780488
122,614,13.28795987,2.7488294310000003,74.04562738
123,621,16.63925926,1.148148148,78.88780488
124,627,19.40526316,2.884705882,52.97058824
125,630,7.175595238,3.471428571,56.11278195
126,632,9.152777778,1.996620278,62.20905172
127,633,27.43372781,2.595857988,36.36686391
128,636,24.95191257,2.667759563,34.19125683
129,642,8.296296296,3.081987578,65.06206897
130,646,21.25754527,2.162575453,47.68666667
131,654,10.69871795,4.180769231,39.52564103
132,655,29.16588235,2.149411765,60.68235294
133,661,24.88502994,1.371257485,63.34730539
134,665,17.62363636,3.907272727,32.08181818
135,670,14.41396226,1.97245283,57.48490566
136,671,25.66555556,2.920555556,61.76666667
137,676,19.52287582,1.321568627,56.91304348
138,680,3.0351190480000003,6.056547619,63.9939759
139,685,3.0421052630000003,3.863186813,62.54857143
140,695,13.86441718,2.654601227,67.16666667
141,708,10.5025641,6.913675214,65.94642857
142,710,26.27647059,1.766470588,67.41566265
143,711,23.69081081,3.769189189,37.51351351
144,714,30.73737575,3.313518887,56.550898200000006
145,721,4.382938389,6.093838862999999,47.55502392
146,722,21.45119048,2.007142857,37.0
147,730,22.49786325,3.064316239,61.39400428
148,744,10.42857143,3.514285714,28.71428571
149,745,6.235294118,2.9779411760000003,76.12389381
150,755,16.85667752,3.806614786,67.68669528
151,763,4.086904762,3.414285714,68.95238095
152,769,18.60206718,0.396640827,72.41436464
153,773,7.918489066,1.837574553,60.23777778
154,775,18.49152542,3.930322581,71.55199999999999
155,778,25.3,1.109418838,60.77955912
