,fire_index,Temp_pre_15,Wind_pre_15,Hum_pre_15
366,1835,27.99916667,3.5480555560000004,77.98055556
367,1837,26.9040107,4.410427807,44.69786096
368,1855,22.23452158,1.388273921,49.90131579
369,1856,17.76858513,0.795913462,60.2962963
370,1861,27.63006993,3.41381733,27.2412178
371,1864,24.94854369,1.342579075,73.36616162
372,1878,9.840315107,2.296941613,68.74879692
373,1881,26.82402464,2.822933884,77.09297521
374,1886,11.57648283,2.12289282,61.46276596
375,1898,7.792687747,2.271230159,73.39849624
376,1906,8.6625,3.41216458,79.64663024
377,1909,11.68692946,4.340041493999999,69.77593361
378,1913,28.38276182,2.579240037,60.84873096
379,1920,17.84356223,3.4628755360000003,77.07371007
380,1923,26.46194226,2.528346457,23.83157895
381,1924,32.00868421,1.710263158,55.70526316
382,1926,15.89106145,3.2388268160000004,68.09169054
383,1932,17.14817927,1.949859944,77.16806723
384,1942,17.03527778,2.494722222,62.25977654
385,1945,8.63538874,4.856836461,57.95185185
386,1953,24.49774011,3.179096045,70.05681818
387,1955,4.650047037,4.090216369,64.69904963
388,1971,24.58154706,2.611556384,41.4277726
389,1977,26.99805556,3.622777778,59.11944444
390,1985,0.100871249,2.645088409,83.56367226
391,1988,24.00120337,2.686987952,59.78313253
392,1989,14.78476563,2.4921875,67.19512195
393,1997,8.291448931,4.325415677,74.96226415
394,1999,27.04118756,2.413195099,58.77002828
395,2000,25.69473684,4.145263158000001,37.41052632
396,2002,9.559344262,2.584868421,55.14900662
397,2005,9.293518519,4.096574073999999,43.7953271
398,2012,21.41769743,3.013346044,45.05268199
399,2015,5.902777778,3.631481481,71.73611111
400,2019,0.846180556,6.031423611,71.49907579
401,2023,9.853359684,2.44501992,52.87848606
402,2026,-1.303641457,3.823529412,70.59383754
403,2027,12.94736842,2.686703601,37.07202216
404,2032,14.30962343,1.5167364019999998,70.06832298
405,2041,17.02777778,1.850704225,70.92957746
406,2043,15.62645503,4.175331565,60.54858934
407,2056,9.498148148,3.60037037,64.20372184
408,2059,8.56066482,3.418836565,47.89415042
409,2062,28.72277778,3.852222222,29.55
410,2066,6.66,3.986585366,66.22597403
411,2070,9.356697819,2.601557632,64.80163934
412,2084,10.04404873,1.958215962,71.09028571
413,2089,17.37922438,3.230833333,54.93611111
414,2100,-1.325842697,5.224859551000001,76.74355301
415,2101,4.707616708,2.239408867,72.45812808
416,2108,14.10749129,4.230191972,69.78909091
417,2116,23.43786408,2.068737864,30.74368932
418,2118,18.17428571,2.325714286,46.75290698
419,2119,19.67048711,4.049529781,26.99059561
420,2122,22.08539945,1.566391185,48.71900826
421,2124,29.32853026,4.157925072,37.45427729
422,2125,17.47463127,3.383775811,45.31858407
423,2128,26.80020325,2.853455285,79.36041667
424,2133,12.32964824,2.7241206030000003,68.04282116
425,2135,2.9404651160000004,5.887627907000001,60.01435407
426,2138,21.38591549,3.598591549,19.90985915
427,2143,-4.050605327,2.671912833,71.26150121
428,2144,8.121973929,2.121973929,65.07941484
429,2148,6.997359155,3.928697183,58.55809859
430,2157,11.19668246,2.642890995,69.37100737
431,2164,10.48367347,4.284210526,63.24464832
432,2168,14.04588608,2.420508744,86.66612903
433,2180,9.968791946,1.4409395969999998,63.67785235
434,2188,1.077607789,2.434770515,77.21835883
435,2189,15.97002801,1.629971989,78.45658263
436,2195,23.47797357,4.139207048,23.36123348
437,2201,10.80048077,2.324759615,58.66933333
438,2202,28.02860759,1.937974684,65.26835443
439,2203,8.865814696000001,3.116932907,68.31418919
440,2205,21.16886792,2.242924528,56.6232687
441,2215,27.11501901,2.098188751,66.08673978
442,2223,14.31049724,6.173756906,72.60897436
443,2231,23.92045455,1.818706294,42.07867133
444,2232,0.8113744079999999,4.008815166000001,66.8277512
445,2235,3.534777651,1.688812785,59.51118963
446,2238,10.4444668,3.367203219,71.37096774
447,2242,10.29733333,2.020190476,69.96952381
448,2261,9.216578947,4.100526316,51.10298103
449,2268,21.465,2.851944444,42.38333333
450,2273,23.04735376,4.509253731,33.04790419
451,2286,-0.005540166,2.033379501,68.61990949999999
452,2292,2.712290503,3.239944134,51.20448179
453,2300,13.38912214,3.846755725,85.36016949
454,2301,28.03,3.357683742,71.99331849
455,2302,14.78151261,1.077247191,69.96541787
456,2304,11.81020942,1.994240838,63.44985673
457,2308,6.561521253,3.287248322,61.58072917
458,2311,13.19176755,3.875302663,66.51941748
459,2314,15.0749543,2.682449726,76.11643836
460,2317,31.36947368,2.490526316,24.71578947
461,2326,26.97239583,5.955874674,50.92689295
462,2328,0.702803738,4.142509363,70.78326996
463,2329,14.81190798,1.124627876,59.13667118
464,2346,19.37709497,2.753724395,53.67329193
465,2348,15.90643478,1.437234043,68.42830882
466,2355,30.65240642,5.459893048,68.96256684
467,2356,11.68808511,3.577446809,63.35897436
468,2357,4.803755869,2.617658168,58.98787879
469,2360,10.62593284,2.771921642,68.16609393
470,2362,18.52722063,1.869627507,74.18911175
471,2363,2.68258427,0.988356808,68.281
472,2368,26.42686567,3.950447761,27.22686567
473,2371,20.9536,1.7744,31.76
474,2378,27.91748527,1.562770138,70.98790809999998
475,2382,5.016969697,2.863393939,65.12484848
476,2385,16.77352941,0.968778281,64.89786223
477,2397,25.28571429,3.885164835,30.46978022
478,2398,1.7156716419999998,2.875186567,69.79850746
479,2405,21.78666667,3.130555556,77.28205128
480,2407,22.19555144,2.422150139,49.7386469
481,2415,12.79573864,4.469886364,68.03703704
482,2416,17.56861111,4.2175,75.36389685
483,2420,8.968523677,1.84902507,64.99442897
484,2421,27.00611621,1.164220183,72.86544343
485,2428,10.72212581,4.031019523,64.44859813
486,2435,21.96408163,5.070612245,31.63265306
487,2436,23.93150685,3.676438356,35.64383562
488,2440,17.57309942,4.693859649,65.88011696
489,2443,3.443160377,3.971698113,57.52245863
490,2445,23.93201133,2.324929178,68.90030211
491,2453,6.728070175,3.804137931,58.66171004
492,2456,10.42180294,3.501886792,73.3173516
493,2468,11.13180077,2.13697318,66.8970297
494,2469,10.75558659,2.630726257,65.52513966
495,2471,12.28743961,2.466507177,56.76555024
496,2473,5.071641791,4.407131012,71.09957627
497,2474,19.57673267,4.567079208,38.31683168
498,2477,18.71818182,3.047720365,70.50877193
499,2478,6.358450704,2.21056338,62.47461929
500,2488,13.52738318,3.745607477,53.36926361
501,2492,22.0899729,4.684823848,57.20491803
502,2497,5.293809523999999,3.4878571430000003,61.53809524
503,2499,29.14990689,3.918435754,38.76141659
504,2500,11.95180723,0.610565338,68.71149675
505,2501,19.4241573,1.289325843,56.41011236
506,2513,7.148292682999999,1.998731707,58.89267803
507,2516,5.706944444,4.634351145,63.76538462
508,2521,16.8,0.833333333,75.0
509,2525,19.08536585,3.393902439,53.5
510,2527,15.18259669,2.612430939,36.87988827
511,2533,17.88659218,3.868555241,54.39204545
512,2534,22.2403393,4.867672008,55.5509434
513,2547,4.256825076,2.303842265,74.62361624
514,2553,7.791052632,4.601846966,58.42547425
515,2560,5.704679802999999,5.263793103,56.01492537
516,2569,13.37678571,2.289030612,60.53608247
517,2570,7.646398305,2.734957627,62.04100228
518,2571,19.7277937,2.598567335,36.61891117
519,2572,6.854126679,3.367082534,71.83013436
520,2578,23.01117318,1.4550279330000002,64.55865922
521,2579,26.36085343,2.742486085,42.50742115
522,2583,19.70100756,4.032741117,63.78385417
523,2595,24.03129771,3.893384224,34.82188295
524,2598,14.23760684,1.912535613,63.27065527
525,2605,24.34545455,1.100443459,69.71755725
526,2607,6.857184751,2.611470588,60.59467456
527,2611,13.98044693,3.391340782,71.69855072
528,2613,6.629526462,1.649210771,64.33836858
529,2615,20.13253012,3.043504532,46.19033233
530,2621,6.252631579,5.351578947,53.9862259
531,2630,22.75022727,3.4563636360000003,59.80227273
532,2648,4.274414063,2.082519531,63.02920962
533,2650,20.19166667,1.736134454,44.01123596
534,2654,17.62452107,2.63591954,55.0014556
535,2657,24.6966759,2.096056338,47.63380282
536,2659,5.596100279,3.266016713,48.48746518
537,2660,23.81481481,3.05,29.35849057
538,2661,5.326987448,3.722175732,69.15598291
539,2665,15.10649087,3.385801217,64.27551020000001
540,2667,15.19606481,3.729906542,55.06775701
541,2674,12.64191176,3.115931373,54.12396694
542,2679,9.48635936,3.049858357,61.37110482
543,2682,25.44075829,1.342042755,74.3765586
544,2687,24.14545455,0.3930303029999999,33.85276074
545,2692,17.60336763,2.178765201,64.47969783
546,2693,19.8658147,1.514391144,50.61254613
547,2712,27.05802048,0.969624573,61.10140406
548,2714,-0.4504201679999999,3.959103641000001,70.13445378
549,2715,8.967857143,4.202040816,64.90425532
550,2722,5.834532374,4.131122448999999,55.52303523
551,2725,23.75324675,3.537739872,23.83688699
552,2736,13.38881579,1.774065934,73.05298013
553,2740,25.71615599,3.0211699160000003,25.24860335
554,2746,14.78559557,2.222160665,70.51910828
555,2747,6.171830986,2.502253521,54.71549296
556,2749,12.86431227,1.460780669,55.80223464
557,2750,7.496666667,4.624166667,67.64391691
558,2751,24.87684729,1.980788177,63.40302267
559,2753,27.72830189,2.471698113,76.53396226
560,2757,31.92330827,2.469774436,45.8
561,2766,5.96875,3.521191406,59.21875
562,2769,21.39325513,2.568235294,67.67352941
563,2774,13.16218721,2.24981378,70.8359739
564,2781,28.12603878,2.915235457,67.6
565,2786,22.83820459,0.676200418,73.42703863
566,2788,22.49945504,4.302724796000001,17.84741144
567,2793,10.69054726,2.263681592,69.34871795
568,2795,28.77027027,1.982572227,62.58061510000001
569,2802,7.285630499,3.819061584,61.91495601
570,2809,5.228003783999999,3.866603595,71.88740245
571,2816,12.28844622,1.794422311,80.28450106
572,2823,8.324271845,3.868446602,58.15825243
573,2830,13.38628571,2.696571429,63.15428571
574,2832,2.126356589,4.460465116,75.97286822
575,2833,24.99378882,3.846232877,58.58823529
576,2837,29.82066116,4.300550964,17.60330579
577,2866,22.96,2.072,47.92
578,2872,27.69371859,2.033919598,66.84109589
579,2878,2.309056956,4.362091503,67.30552546
580,2887,20.66832151,3.969503546,47.11519608
581,2905,27.86407767,2.945631068,32.86407767
582,2919,8.592041522,4.453979239,61.57538995
583,2924,27.80444444,5.410833332999999,72.93333333
584,2932,20.43140496,2.819559229,42.32506887
585,2934,12.84184309,3.431572327,55.54499366
586,2940,20.6102439,2.612682927,64.90615836
587,2948,-0.977348066,4.604604052,73.12333966
588,2951,33.17207977,2.767806268,22.93732194
589,2960,3.756097561,2.568292683,64.04878049
590,2966,27.975,2.1453125,65.63185379
591,2968,15.92927536,2.874418605,68.91369048
592,2970,22.90179949,3.588174807,63.94587629
593,2971,20.88036364,3.834909091,69.50566038
594,2976,22.32611111,1.531111111,66.24444444
595,2979,30.16430595,3.109348442,64.18965517
596,2984,27.05675676,3.355555556,38.29810298
597,2985,0.531111111,6.078888889,68.01944444
598,2986,22.84120879,3.305769231,41.28846154
599,2994,24.49101796,4.617365269,47.79640719
600,3007,27.96600567,2.969602273,66.71306818
601,3009,22.76271186,3.092251816,46.43583535
