fire_id,state_no,discovery_month_no,Temp_pre_30,Wind_pre_30,Hum_pre_30,fire_size_bin_no,medium_plus
614,5,10,12.81408451,2.936384977,79.90661831,1,0
621,22,10,18.72245763,1.300849618,80.59679144,1,0
627,23,5,11.24903581,4.035972222,62.0,1,0
630,23,3,0.8973611109999999,2.961929825,61.27768014,1,0
632,14,3,2.476367006,1.61387422,66.53265766,2,0
633,23,7,25.58618331,3.46128591,38.36525308,5,1
636,29,8,24.23876765,2.84801027,29.6084724,3,0
642,14,4,9.024425287,2.436690647,59.71268058,1,0
646,4,9,23.35781544,1.850659134,47.67981791,1,0
654,13,10,12.19047619,4.969083969,49.28625954,5,1
655,8,6,26.93021807,2.1239875390000003,60.55451713,1,0
661,22,5,21.68095238,1.760084034,65.34873950000001,1,0
665,37,10,19.4526096,4.574058577,39.10504202,4,1
670,1,7,13.75043365,2.133637153,63.46863958,2,0
671,3,6,23.95272727,2.821818182,63.31688312,4,1
676,10,7,18.76642336,1.734452555,51.60895522,1,0
680,2,3,0.585892116,4.583921016000001,66.71301775,3,0
685,44,3,3.64939759,3.329826733,66.47865459,3,0
695,22,3,11.59184549,3.088968481,67.52941176,1,0
708,26,5,5.740729783,6.917357002,71.82883817,2,0
710,22,8,27.73314993,1.700412655,64.95159059,2,0
711,10,7,21.81686122,4.244747082,38.36569149,3,0
714,39,7,30.25891616,4.106113942,57.38341602,2,0
721,28,4,6.245499382999999,4.773859433,43.92450495,4,1
722,5,6,15.5336,2.9769333330000003,47.816,2,0
730,20,7,20.5701581,2.956768775,68.16287129,1,0
744,43,4,6.0,4.613793103,53.79310345,1,0
745,30,4,5.741605839,3.736934307,74.13256956,1,0
755,39,1,18.75618945,3.896736726,67.37198986,3,0
763,23,4,4.937777778,2.708888889,66.1448468,1,0
769,38,10,20.11576194,0.416285154,73.98430034,3,0
773,36,2,7.823155838,1.841035662,66.21269841,3,0
775,8,2,10.49365303,4.142172523999999,62.41923775,1,0
778,22,6,23.35417639,1.335620915,69.46847721,1,0
779,7,8,28.58130435,2.714782609,80.65699874,1,0
782,30,8,21.10706422,2.860733945,78.13176471,1,0
788,39,8,29.9369238,3.933113829,64.55549975,1,0
801,20,5,7.245180425,3.50479723,66.49224405,1,0
804,8,7,28.82204577,1.913404951,70.59041804,1,0
811,39,2,-4.464861111,4.748328691,74.64306785,4,1
817,10,8,24.98748261,4.396258993,36.95683453,2,0
818,5,7,21.00421941,2.954439252,40.08411215,1,0
826,8,11,12.962,1.625578231,63.98480243,1,0
834,38,4,13.88186874,1.552968037,65.82526564,4,1
842,36,3,10.74233983,2.9685873610000004,78.39775909999999,1,0
848,10,8,22.54532578,1.023087819,58.03835227,3,0
856,22,2,6.921052632,2.688620199,68.80085349,1,0
858,3,4,9.984333333,2.927,61.12918108,3,0
860,5,9,15.26635514,2.248405253,42.98915606,1,0
864,2,7,26.83289037,2.618383167,65.6013289,1,0
873,28,6,28.30062112,4.452173913,39.77888199,1,0
874,22,10,21.7015625,2.111169102,67.24425887,1,0
885,19,5,4.308039216,4.059487179,77.45646438,1,0
888,4,6,23.00983146,4.043539326,25.01685393,1,0
890,29,7,33.89450549,3.364148352,8.872077029,3,0
892,19,3,3.314919169,3.960214529,76.37787567,3,0
897,22,7,26.68032015,2.377609825,57.42324043,1,0
898,42,4,8.79620915,2.999736842,61.19894598,3,0
904,6,4,3.950965825,3.312481426,58.55981595,3,0
905,8,3,6.171270718,0.957222222,72.3,1,0
909,4,6,26.70670038,3.870535714,21.50446999,4,1
919,32,2,6.28120145,2.956181015,59.50442478,4,1
920,26,8,23.45052265,3.998835856,62.40606768,1,0
925,5,5,19.94515235,3.376144244,50.52843273,2,0
929,22,2,6.637416481,3.459688196,59.8891455,2,0
932,28,7,20.63549921,3.842472266,29.78095238,1,0
933,24,8,26.04566428,2.399759036,78.07130872,1,0
937,28,7,29.2421875,4.141903409,36.94460227,4,1
938,22,2,7.067083332999999,3.312638889,69.98976608,4,1
947,43,5,8.897452524,4.248679944,71.71142578,4,1
956,8,2,8.75,3.944219653,58.91428571,1,0
959,2,3,12.05249406,2.469678954,66.06405229,4,1
963,21,3,0.575502571,3.446888361,65.12481716,4,1
970,24,4,7.120521172999999,2.3011204480000003,53.76137566,1,0
974,42,7,22.19988138,3.070344009,46.05812574,3,0
984,43,9,16.65091837,2.0541836730000003,70.25264271,1,0
988,32,8,28.73324022,0.222890443,67.48091225,4,1
1002,14,3,8.435238095,3.021190476,72.63262599,1,0
1003,22,9,26.38739946,1.454899329,68.63434903,1,0
1010,37,7,19.15417256,5.877227723,63.98684211,1,0
1013,32,4,9.443837357,5.203049555,56.98495212,4,1
1014,30,5,7.567328917999999,4.172486188,66.22762431,1,0
1016,28,8,20.90042076,2.9109396910000003,33.76619718,3,0
1018,42,6,20.19478261,3.664968944,41.50870647,1,0
1023,22,9,25.24266418,1.504291845,68.53836398,1,0
1031,38,11,7.057581967000001,2.856584362,70.12551440000001,1,0
1040,7,7,27.90990991,4.09,72.83486239,1,0
1041,23,7,21.86486486,3.598648649,40.6236413,3,0
1045,2,2,5.272451791,2.619944598,77.41414141,1,0
1062,23,4,3.701975309,5.768888888999999,66.79900744,1,0
1077,2,1,4.2020531960000005,2.51129258,70.41907357,3,0
1079,22,3,9.840407674,5.016446579,71.81336696,2,0
1082,2,2,9.76305793,2.980076263,72.79101358,3,0
1083,4,7,21.72376238,3.40779703,34.7699005,1,0
1085,32,2,5.709,3.119906323,69.15175097,2,0
1086,24,2,1.605764761,1.427894003,60.63580247,1,0
1087,23,4,2.366666667,4.347916667,71.55789474,1,0
1089,44,7,24.0525641,2.451153846,60.43974359,2,0
1097,38,3,4.918458781,3.484767025,63.17737557,1,0
1099,37,8,24.53325183,4.428728606,46.26566416,4,1
1101,20,4,4.4914232730000005,4.171892393,69.60603248,4,1
1103,3,9,23.33846154,0.847668998,73.91321244,1,0
1104,21,4,12.45777778,4.493303571,53.37659033,1,0
1105,22,3,10.3825,4.063194444,61.56189152,4,1
1122,23,8,25.03559322,3.483233533,33.22477522,4,1
1136,8,6,26.07484076,3.386942675,67.74834437,1,0
1151,37,4,5.180392157,5.740784314,61.12648221,1,0
1152,22,3,10.26680614,2.471269177,65.28172943,1,0
1153,33,7,15.09700428,0.998002853,62.6073132,1,0
1182,42,8,24.51089109,3.619006211,31.13664596,1,0
1183,22,9,26.65502646,2.650661376,60.86908078,4,1
1199,28,8,22.96373494,3.0313253010000003,42.49036145,1,0
1207,19,7,21.10502092,4.205020921,80.69456067,3,0
1210,45,8,19.74028133,4.115473146,54.81841432,2,0
1211,7,2,14.90472279,3.504825462,77.48606061,1,0
1212,44,4,11.11578947,3.24122807,54.25856698,4,1
1213,7,8,20.87555556,2.7973611110000003,73.67275281,4,1
1214,8,4,17.49793282,4.161408451000001,58.00378788,1,0
1216,2,5,19.29787234,3.594400896,75.51549296,1,0
1224,36,3,14.82483781,2.86187384,77.41366224,3,0
1235,1,6,11.18407386,2.900983227,51.80277617,4,1
1236,44,11,10.88351921,2.264764268,72.14143921,1,0
1244,36,6,22.62626263,1.986363636,64.50546117,3,0
1245,22,8,26.34352256,1.807917889,75.69558359999999,2,0
1260,4,7,36.173013700000006,3.840833333,15.74444444,3,0
1268,22,8,25.65138122,1.149447514,80.14345404,3,0
1271,40,7,26.25797101,2.624271845,25.64878049,4,1
1276,39,7,26.7984552,2.655555556,76.16441207,3,0
1277,5,10,18.90054496,2.556070941,51.41609823,1,0
1280,8,9,23.22383025,2.274646355,77.64266667,3,0
1285,18,7,22.69,3.766666667,66.04027778,1,0
1291,14,10,16.69176801,1.097613477,77.36340598,3,0
1294,23,9,22.42778523,4.884026846,37.05779570000001,1,0
1297,8,8,28.7732342,1.693361657,67.39466292,1,0
1298,14,4,12.14161426,1.919832109,61.03477345,3,0
1301,38,4,7.830011722999999,3.20961313,68.96102314,2,0
1304,32,3,7.747117517,3.426526082,69.87791343,5,1
1309,42,6,14.56732026,2.527815468,57.82993197,1,0
1310,19,5,8.702816901,2.667042254,64.39886039999999,1,0
1311,22,3,9.015555556,4.295138889,64.54114365,3,0
1312,20,4,0.07474275,3.921515435,70.13816425,1,0
1323,37,6,19.02191235,4.552788845,54.47887324,1,0
1327,4,7,27.38269135,1.575337669,42.10660661,1,0
1328,28,5,16.09089027,4.800414938,41.65344468,3,0
1335,22,3,12.99589652,3.691696429,75.25547445,2,0
1336,39,8,32.40751174,2.560704225,49.79624413,1,0
1344,30,5,11.60763723,2.893421053,65.63151365,1,0
1348,8,4,18.80657439,3.64106113,74.47665848,2,0
1357,34,3,-0.580921053,2.277682686,67.77845684,1,0
1366,22,9,26.06695761,1.85,75.37890625,1,0
1368,8,3,11.26151698,2.966914844,56.11064842,1,0
1369,4,6,22.204,2.597142857,36.32571429,2,0
1370,22,2,9.673976608,2.030983847,67.15281899,1,0
1375,39,8,27.18981748,3.2325648410000003,40.11287224,4,1
1376,2,11,13.21479514,2.14908953,77.81610247,1,0
1386,22,2,9.719471488,1.998470097,71.11682893,3,0
1393,10,8,21.44814616,1.901666667,47.80207197,5,1
1396,32,2,9.856859972,3.556435644,63.03834808,1,0
1399,6,3,1.912206047,3.1404063210000004,59.73364486,1,0
1407,22,5,23.2875576,3.861290323,59.53917051,1,0
1423,20,5,6.963888889,3.41349096,69.37102473,3,0
1430,28,7,17.9637883,3.863091922,30.7915506,2,0
1432,8,3,8.166052632000001,2.622663139,76.54325581,1,0
1436,39,8,28.321,2.313888889,75.74494382,1,0
1437,8,7,27.18601997,1.497857143,75.07981221,2,0
1443,8,7,28.13030769,1.513384615,62.66666667,1,0
1451,30,4,1.708286039,2.691600454,66.56334563,1,0
1454,10,7,23.9744186,3.968946648,40.26164384,2,0
1455,25,5,8.763472222,4.978412256,63.93871866,3,0
1459,7,8,26.90282916,1.865141612,78.29812981,2,0
1466,32,7,25.97928731,3.42760181,72.32805429999999,3,0
1474,28,7,22.49909366,4.063842663,33.45440729,1,0
1489,14,3,6.440629471,2.900429799,59.6312769,1,0
1490,43,4,4.91875,4.223194444,65.65343511,3,0
1494,22,8,27.3438152,1.513023952,73.82784431,1,0
1496,20,4,2.264003897,3.041305407,66.87989276,1,0
1504,3,8,30.39187817,1.960609911,63.21601017,3,0
1509,22,3,14.20335821,3.905970149,67.84615385,1,0
1512,39,3,11.98100665,2.244940618,62.43264124,1,0
1518,5,6,10.6433584,2.345488722,53.80276382,2,0
1519,4,6,33.93305439,4.270711297,13.53556485,1,0
1522,44,6,21.47347704,1.75267104,72.50952381,1,0
1527,20,4,1.899026426,4.1107093180000005,57.16991643,1,0
1528,24,4,17.37406367,1.688202247,69.34233199,4,1
1531,28,5,15.0472,3.8836,22.24533333,1,0
1536,23,8,19.93895349,3.2239825580000003,58.0,4,1
1539,24,2,-6.845833333,4.543194444,83.11251981,1,0
1542,4,8,24.0,4.664942529,41.85057471,1,0
1543,39,2,8.734643848,2.353077279,76.39696525,1,0
1545,36,4,11.67384615,3.4314491260000004,52.78964942,2,0
1554,3,6,23.75902689,2.493589744,65.34117647,1,0
1564,4,8,31.31587302,1.568253968,35.26984127,1,0
1566,29,5,9.72135785,3.828712871,40.15134371,4,1
1568,2,5,19.84400806,2.504531722,71.84274194,2,0
1582,22,5,19.62206506,2.073263889,71.43799603,1,0
1585,8,11,18.48390107,2.3390107330000003,69.35994051,1,0
1593,23,3,-0.260927152,3.97530454,66.55099778,2,0
1596,14,4,10.33709677,2.4073853990000003,71.80052038,1,0
1597,36,10,18.08497653,1.819483568,62.28563084,2,0
1608,7,2,14.69289694,3.083426184,80.47075209,3,0
1613,24,2,6.93268338,1.75538533,54.82472204,1,0
1620,32,3,3.740671642,2.8773787310000003,71.33018422,2,0
1624,6,7,24.02727273,4.972323232,37.0,5,1
1627,20,4,2.284854099,3.145825603,60.11147388,4,1
1628,22,3,10.496703300000002,3.452380952,61.43667297,1,0
1629,23,8,19.62956927,2.441128085,46.65099882,5,1
1633,32,9,26.52528978,3.15060622,61.10701107,3,0
1634,28,6,20.17888837,3.963708547,39.66382576,2,0
1635,22,2,6.467260579,3.427171492,60.71593533,1,0
1639,13,9,24.87593633,5.527928772,49.19400187,1,0
1642,8,5,23.40492794,2.240399814,65.08011869,2,0
1643,40,8,23.73879195,2.222476447,39.01358696,3,0
1650,22,3,9.100699301,3.2309090910000005,69.47084548,1,0
1664,30,7,23.58134593,3.993860685,71.94451004,1,0
1669,4,7,24.66647399,3.584971098,43.11560694,1,0
1673,22,2,8.403098592000001,2.432676056,64.57323944,3,0
1677,5,8,25.9410828,2.091082803,59.09369952,4,1
1688,20,4,10.28167053,4.027331787,48.25314685,1,0
1694,24,7,25.37447208,1.925809479,82.54012201,1,0
1707,10,8,27.75638889,4.207222222,28.93741307,1,0
1710,29,10,12.6351227,1.683282209,52.13713405,3,0
1711,24,4,12.3042247,1.689229341,68.05146364,1,0
1713,44,4,11.04538198,2.481185861,66.16469194,1,0
1714,38,3,3.044476465,3.316330451,73.11175899,1,0
1717,44,4,8.571723426,2.551913133,71.95254237,1,0
1718,28,6,16.77321429,4.010714286,37.01785714,1,0
1719,28,4,26.20013889,4.027916667,69.85277778,4,1
1731,22,3,10.70571827,2.050906555,64.23988842,1,0
1737,20,4,-2.140772128,3.217710787,56.21573245,1,0
1754,30,5,13.5852187,4.187732341999999,50.24427481,1,0
1755,23,6,13.37630058,4.114017341,56.98265896,1,0
1761,8,3,9.87856142,2.511816908,66.98287888,1,0
1772,45,8,18.38235294,5.205392157,50.67171717,1,0
1776,38,3,7.61657754,2.797112299,66.56363636,2,0
1791,25,10,7.052932761,5.410364963999999,62.34579439,4,1
1792,8,3,9.513663733,1.943492358,64.35900339999999,3,0
1794,8,8,28.66748406,1.63737126,72.40776183,1,0
1795,39,6,27.31606557,5.768852459,77.27364865,1,0
1797,39,6,29.73902672,2.8133877160000003,59.63676471,3,0
1801,22,2,6.672275335,3.797416268,74.13365385,3,0
1802,8,7,26.54958333,2.650209205,66.08976157,1,0
1818,29,7,25.15930556,3.862527716,16.42793792,4,1
1821,2,12,3.305980529,3.157162726,78.23291492,3,0
1834,36,2,7.549015747999999,3.280078895,54.26564496,1,0
1835,1,6,27.53833333,3.583194444,76.54722222,3,0
1837,37,8,27.61209239,4.27826087,41.21467391,1,0
1855,10,8,23.02020677,1.387288136,45.57149599,6,1
1856,14,10,19.45180442,0.791025641,65.36330935,4,1
1861,40,7,26.76798603,3.597183099,29.43544601,4,1
1864,3,9,25.53653618,2.005112961,74.63980464,1,0
1878,15,2,9.663311688,2.106679035,69.50901804,2,0
1881,7,7,27.14753927,2.657127772,75.79281184,1,0
1886,36,2,11.7674144,2.132054309,66.3597561,2,0
1898,14,11,10.49160369,2.609587889,71.52409639,4,1
1906,7,2,9.060546875,3.0937438910000004,77.82604374,3,0
1909,32,4,11.47486157,4.217607973,68.16297118,4,1
1913,32,8,30.73886827,2.454128015,52.66796875,2,0
1920,8,3,13.70409042,3.196124865,74.2434128,1,0
1923,29,7,24.26769852,2.57100271,21.7734057,4,1
1924,3,8,31.19853529,1.836351531,59.17310253,2,0
1926,7,3,15.27629734,2.621598878,69.75539568,3,0
1932,22,11,17.52073343,1.785472496,76.64456982,1,0
1942,8,5,15.65083333,2.235833333,61.11938202,1,0
1945,25,4,6.90978399,4.848538755,61.10561798,1,0
1953,8,9,25.60093458,2.915576324,71.0,2,0
1955,20,3,-1.024265049,3.959122725,72.13816127,1,0
1971,39,10,25.31357909,3.100933271,40.26271582,3,0
1977,22,9,27.25375171,3.224283765,64.31659693,1,0
1985,42,5,-0.539130435,2.790211433,83.91811024,1,0
1988,8,5,24.00120337,2.686987952,59.78313253,1,0
1989,5,5,14.97763713,2.534915612,64.9826087,2,0
1997,14,3,8.241395349,4.084069767,74.38328912,1,0
1999,39,7,26.30427679,2.177259615,66.10331384,2,0
2000,4,8,24.6,3.895,44.47777778,1,0
2002,8,3,8.674782609,2.16010453,59.43782837,1,0
2005,28,5,9.925857275,4.006403712,40.53062179,2,0
2012,28,7,22.25298805,3.50558325,38.66092245,1,0
2015,20,4,5.8003705420000005,3.4146827230000003,64.52987494,1,0
2019,13,2,3.2475051980000003,5.405197505,65.32901834,1,0
2023,44,4,6.479612546,3.096930233,59.30139535,2,0
2026,20,3,-6.040336134,4.154481793,67.89775909999999,1,0
2027,23,10,12.41596639,3.064145658,42.81372549,4,1
2032,8,2,11.48170732,1.644740854,66.23145401,3,0
2041,5,10,17.02777778,1.850704225,70.92957746,1,0
2043,42,7,10.44383819,4.439736347,70.07386364,1,0
2056,32,3,9.810185185,3.1983333330000003,64.28466077,2,0
2059,45,4,3.913176144,3.07073509,54.42458101,1,0
2062,10,8,27.65,3.971388889,27.90416667,1,0
2066,30,4,3.23962704,4.490675991,70.31319359,1,0
2070,36,11,11.2796282,2.291092177,63.38265712,1,0
2084,14,11,10.03844351,1.790357479,66.63010632,2,0
2089,40,8,18.01566986,3.1546107780000003,56.73381295,5,1
2100,30,3,-2.724491334,5.053956292,75.20015279,2,0
2101,42,2,3.126208178,1.808093023,83.65837321,1,0
2108,39,2,10.67338004,3.837401229,69.19819005,1,0
2116,28,5,22.22308064,2.2304683730000003,27.30951231,3,0
2118,5,8,18.9756447,2.538825215,41.79624277,1,0
2119,6,6,19.58156028,4.107644306,26.74102964,3,0
2122,5,9,23.84383954,1.5948424069999998,46.4512894,1,0
2124,4,7,28.10683761,4.114529915,30.04755043,1,0
2125,23,7,17.89679767,3.252547307,44.8937409,2,0
2128,22,7,27.15032468,2.794805195,77.0877193,1,0
2133,3,11,15.51825877,3.07496977,69.47432763,1,0
2135,20,4,0.215083799,5.509967396,66.93600391,1,0
2138,4,5,20.39972337,3.8593361000000006,24.27939142,3,0
2143,37,2,-2.528959811,3.061229314,69.73640662,1,0
2144,36,2,11.28291317,1.773622782,67.57667934,1,0
2148,30,4,4.983204134,4.308527132,62.09585492,1,0
2157,39,3,12.29562044,3.264841849,67.16501241,1,0
2164,19,5,7.841394659,4.357440476,67.128125,2,0
2168,5,7,13.66996078,2.592295597,85.28991263,1,0
2180,8,11,9.63960396,1.590759076,63.82838284,2,0
2188,14,3,2.448081633,2.455918367,72.75390947,2,0
2189,22,11,16.62960894,1.580307263,74.00837989,3,0
2195,4,5,21.93745583,4.303886926000001,23.98586572,1,0
2201,30,5,6.283295711,2.793453725,64.57034221,1,0
2202,32,7,28.39497354,2.141456954,61.41986755,3,0
2203,7,12,9.807034483,2.962206897,67.47316384,1,0
2205,7,5,21.47524752,2.327062706,59.30993279,3,0
2215,36,6,24.90489642,2.035832155,65.91425672,1,0
2223,2,5,11.39614325,5.981955922999999,67.44161677,1,0
2231,33,8,24.85702087,1.912943432,38.75263663,1,0
2232,20,4,-1.45745181,4.733850494,69.52971945,1,0
2235,20,4,1.751149719,1.988087935,64.58724302,1,0
2238,38,3,7.298783186,3.063606195,69.33444075,3,0
2242,2,3,9.635699797,2.009441624,68.37157359999999,3,0
2261,32,3,3.971766169,3.867661692,61.0,4,1
2268,23,7,18.93944444,3.097222222,48.31527778,1,0
2273,10,7,22.84100418,4.644885496000001,32.16666667,4,1
2286,32,2,1.428473177,2.548899587,58.068817200000005,1,0
2292,23,3,2.886855241,3.421131448,48.93812709,1,0
2300,5,7,12.59470135,3.766377649,85.24205915,1,0
2301,7,7,27.52968198,3.201420118,72.56804734,1,0
2302,22,11,14.20949721,1.196078431,69.00998573,1,0
2304,8,3,11.55987261,2.257324841,64.00984529,1,0
2308,30,4,4.320081549,2.82324159,69.1940874,1,0
2311,3,2,8.036919831,4.003691983,71.70644139,3,0
2314,22,3,15.40672348,3.413162879,75.5039019,1,0
2317,28,6,30.89197861,2.574064171,23.5802139,6,1
2326,39,7,25.34233207,6.279187817,56.04452926,2,0
2328,25,3,-1.240193237,4.242746615,69.10623782,1,0
2329,24,5,14.34874505,1.213143989,61.14758438,2,0
2346,36,5,18.22962273,2.8423847230000003,53.53752887,1,0
2348,14,10,17.86958106,1.719944598,66.70566038,2,0
2355,7,7,30.18133333,4.841397849,69.12903226,3,0
2356,2,12,11.90511727,3.51814301,66.09411765,3,0
2357,32,3,3.0307692310000003,2.817344554,65.03967447,1,0
2360,39,11,13.90042878,2.42553597,69.33114949,3,0
2362,19,9,19.02292264,2.249426934,73.09885387,1,0
2363,3,3,3.566479401,1.26,66.13381369,1,0
2368,28,8,24.99418605,3.651889535,32.74854651,1,0
2371,29,9,21.55917001,1.996519411,30.26372155,4,1
2378,39,7,28.07482014,1.331414868,69.60852713,1,0
2382,19,4,3.351694915,3.033050847,64.52711864,3,0
2385,14,10,17.28498254,0.88041958,62.89709443,3,0
