fire_id,km_class7,km_class15,km_class30,km_pca_class7,km_pca_class15,km_pca_class30,hc_class7,hc_class15,hc_class30,km_scaled_class7,km_scaled_class15,km_scaled_class30
29749,0,3,0,1,0,2,2,2,2,2,2,2
29760,1,2,2,2,1,0,0,1,0,0,1,0
29765,0,0,3,2,1,0,0,0,0,0,0,0
29768,0,3,0,2,1,0,0,0,0,0,0,0
29773,0,0,3,2,0,2,2,2,2,2,2,2
29778,2,3,2,2,1,0,0,0,0,0,0,0
29779,0,0,3,1,0,2,2,2,2,2,2,2
29780,2,0,3,1,0,2,2,2,2,2,2,2
29783,0,0,3,1,0,2,0,2,2,0,2,2
29787,0,3,0,2,1,0,0,0,0,0,0,0
29796,1,2,2,0,2,1,1,0,1,1,0,1
29800,2,2,2,2,1,0,2,0,0,2,0,0
29801,2,2,2,1,0,1,2,2,1,2,2,1
29808,1,1,1,0,2,1,1,1,1,1,1,1
29811,0,0,3,1,0,2,2,2,2,2,2,2
29817,0,3,0,2,1,0,0,0,0,0,0,0
29826,2,0,3,1,0,2,2,2,2,2,2,2
29828,0,0,3,2,1,0,0,0,0,0,0,0
29830,1,2,2,0,1,0,0,1,0,0,1,0
29839,0,0,3,1,0,2,2,2,2,2,2,2
29845,2,2,2,0,2,0,1,1,0,1,1,0
29849,0,0,3,2,1,0,0,2,0,0,2,0
29850,2,2,2,2,1,0,0,0,0,0,0,0
29852,0,0,3,2,1,0,0,0,0,0,0,0
29853,2,2,3,1,0,2,2,2,2,2,2,2
29859,0,3,0,2,1,0,0,0,0,0,0,0
29869,0,0,3,2,1,2,0,2,0,0,2,0
29872,1,1,1,0,2,1,1,1,1,1,1,1
29881,2,2,2,1,2,1,2,1,1,2,1,1
29887,0,3,0,2,1,0,0,0,0,0,0,0
29889,0,3,0,2,1,0,0,0,1,0,0,1
29897,2,0,3,1,1,0,2,0,0,2,0,0
29898,2,2,2,0,2,1,2,1,1,2,1,1
29912,0,3,0,2,1,0,0,0,0,0,0,0
29913,2,1,1,2,2,1,0,1,1,0,1,1
29917,2,2,3,1,0,2,2,2,2,2,2,2
29927,1,1,1,0,2,1,1,1,1,1,1,1
29928,0,3,0,2,1,0,0,0,0,0,0,0
29930,0,0,3,1,0,2,2,2,0,2,2,0
29931,2,0,3,1,0,2,2,2,2,2,2,2
29934,2,2,3,2,1,0,0,0,0,0,0,0
29937,0,3,0,2,1,0,0,0,0,0,0,0
29939,0,0,3,1,1,0,2,0,0,2,0,0
29941,2,2,2,0,2,0,2,1,1,2,1,1
29951,2,2,0,2,1,0,0,0,0,0,0,0
29957,2,0,3,1,0,2,2,2,2,2,2,2
29959,2,0,3,1,0,0,2,0,0,2,0,0
29963,0,0,3,1,0,2,0,2,2,0,2,2
29965,0,3,0,2,1,0,0,0,0,0,0,0
29968,0,3,0,2,1,0,0,0,0,0,0,0
29969,0,3,0,0,2,1,2,1,1,2,1,1
29977,0,3,3,2,1,0,0,0,0,0,0,0
29980,2,0,3,1,0,0,2,0,0,2,0,0
29986,2,2,3,1,1,0,2,0,0,2,0,0
29987,2,0,3,2,1,0,0,0,0,0,0,0
30015,2,3,0,2,1,0,0,0,0,0,0,0
30017,0,3,0,2,1,0,0,0,0,0,0,0
30019,2,2,0,1,2,2,2,1,1,2,1,1
30030,0,3,0,2,1,0,0,0,0,0,0,0
30034,2,2,2,2,1,0,0,0,0,0,0,0
30036,2,3,2,2,1,0,0,0,0,0,0,0
30037,0,0,3,2,1,2,0,0,0,0,0,0
30042,1,2,2,0,2,1,1,1,1,1,1,1
30047,0,0,3,2,0,2,0,0,2,0,0,2
30050,0,0,3,1,0,2,0,2,2,0,2,2
30054,2,0,3,2,0,2,2,2,2,2,2,2
30055,0,0,3,1,0,2,2,2,2,2,2,2
30062,0,0,3,2,1,0,0,2,0,0,2,0
30063,0,0,3,1,0,2,0,2,2,0,2,2
30065,0,0,3,1,0,2,2,2,2,2,2,2
30080,1,1,1,0,2,1,1,1,1,1,1,1
30081,0,3,0,2,1,0,0,0,0,0,0,0
30082,2,0,3,2,1,0,0,0,0,0,0,0
30083,0,3,0,2,1,0,0,0,0,0,0,0
30085,0,0,3,1,0,2,0,2,2,0,2,2
30087,1,1,1,0,2,1,1,1,1,1,1,1
30090,1,1,1,0,2,1,1,1,1,1,1,1
30101,0,0,3,1,0,2,0,2,0,0,2,0
30116,0,0,3,1,0,2,2,2,2,2,2,2
30125,0,3,3,2,1,0,2,0,0,2,0,0
30127,0,3,0,2,1,0,0,0,0,0,0,0
30128,1,1,1,0,2,1,1,1,1,1,1,1
30129,1,2,2,0,2,1,1,1,1,1,1,1
30131,0,3,0,2,1,0,0,0,0,0,0,0
30134,0,3,0,2,1,0,0,0,0,0,0,0
30136,2,0,3,1,0,2,2,2,0,2,2,0
30137,0,0,3,1,0,2,2,2,0,2,2,0
30145,2,0,3,2,1,0,0,0,0,0,0,0
30147,2,0,3,1,0,2,2,2,2,2,2,2
30153,0,0,3,1,0,2,2,2,0,2,2,0
30159,0,3,0,2,1,0,0,0,0,0,0,0
30162,2,2,2,2,1,0,0,0,1,0,0,1
30167,0,3,0,2,1,0,0,1,0,0,1,0
30177,2,0,3,2,0,2,0,2,0,0,2,0
30179,0,3,0,2,1,0,0,0,0,0,0,0
30182,0,0,3,2,1,0,0,0,0,0,0,0
30184,2,2,2,2,2,0,0,1,0,0,1,0
30186,0,3,0,2,1,0,0,0,0,0,0,0
30189,0,0,3,1,0,2,2,2,0,2,2,0
30192,0,3,0,2,1,0,0,0,0,0,0,0
30201,2,3,0,2,1,0,0,0,0,0,0,0
30205,0,0,3,2,1,2,0,2,2,0,2,2
30209,2,0,3,1,0,2,2,2,2,2,2,2
30219,0,0,3,1,0,2,2,2,2,2,2,2
30223,0,3,2,2,1,0,0,0,0,0,0,0
30224,2,0,3,1,0,2,2,2,2,2,2,2
30228,0,3,0,2,1,0,0,0,0,0,0,0
30233,1,1,1,0,2,1,1,1,1,1,1,1
30244,0,3,0,2,1,0,0,0,0,0,0,0
30245,0,0,3,1,0,2,2,2,2,2,2,2
30248,2,0,3,2,1,0,0,0,0,0,0,0
30251,0,0,3,2,1,0,0,0,0,0,0,0
30253,1,1,1,0,2,1,1,1,1,1,1,1
30256,0,0,3,1,0,2,2,2,2,2,2,2
30258,0,3,0,1,0,2,2,2,2,2,2,2
30265,2,3,0,2,1,0,0,0,0,0,0,0
30272,0,0,0,2,1,0,0,0,0,0,0,0
30281,1,1,1,0,2,1,1,1,1,1,1,1
30283,1,2,2,0,2,1,1,1,1,1,1,1
30298,1,2,2,2,1,1,0,1,0,0,1,0
30309,2,0,3,1,0,2,2,2,2,2,2,2
30311,2,2,2,0,1,0,0,0,0,0,0,0
30312,2,0,3,2,1,0,0,0,0,0,0,0
30314,0,0,3,1,0,2,0,2,0,0,2,0
30315,0,3,0,2,1,0,0,0,0,0,0,0
30316,0,3,0,2,1,0,0,0,0,0,0,0
30319,0,3,0,2,1,0,0,0,0,0,0,0
30321,0,3,0,2,1,0,0,0,0,0,0,0
30322,1,1,1,0,2,1,1,1,1,1,1,1
30323,0,0,3,1,0,2,2,2,2,2,2,2
30331,1,1,2,0,2,1,1,1,1,1,1,1
30337,0,3,3,1,0,2,2,2,2,2,2,2
30341,2,3,3,2,1,0,0,0,0,0,0,0
30343,0,3,0,2,1,0,0,0,0,0,0,0
30345,2,2,3,1,0,2,2,2,2,2,2,2
30351,0,0,3,1,0,2,2,2,2,2,2,2
30365,0,0,3,1,0,2,2,2,2,2,2,2
30372,2,3,0,1,2,1,2,2,1,2,2,1
30382,1,1,1,0,2,1,1,1,1,1,1,1
30388,2,2,2,1,1,2,2,0,0,2,0,0
30389,0,3,0,2,1,0,0,0,0,0,0,0
30390,2,2,2,1,0,2,2,2,2,2,2,2
30393,0,0,3,2,1,0,0,0,0,0,0,0
30394,2,2,2,0,1,0,0,1,1,0,1,1
30401,0,3,2,2,1,0,0,0,0,0,0,0
30402,1,1,2,0,2,1,1,1,1,1,1,1
30410,0,0,3,1,0,2,0,2,2,0,2,2
30413,2,0,3,1,1,0,2,0,0,2,0,0
30416,2,2,2,2,1,0,0,0,0,0,0,0
30420,0,0,3,1,0,2,2,2,2,2,2,2
30422,1,1,2,0,2,0,2,0,0,2,0,0
30429,0,0,3,1,0,2,2,2,0,2,2,0
30434,2,0,3,1,0,2,2,2,2,2,2,2
30442,0,3,0,2,1,0,0,0,0,0,0,0
30444,0,0,3,1,1,0,2,0,0,2,0,0
30453,2,0,3,1,0,2,2,2,0,2,2,0
30458,0,0,3,1,0,2,2,2,2,2,2,2
30462,2,2,0,2,1,0,0,0,0,0,0,0
30466,0,0,3,1,0,2,2,2,0,2,2,0
30474,1,2,2,0,1,0,1,1,0,1,1,0
30479,0,3,0,2,1,0,0,0,0,0,0,0
30486,2,0,3,1,0,2,2,2,2,2,2,2
30490,2,0,3,1,0,2,2,2,2,2,2,2
30495,2,0,3,1,0,2,2,2,2,2,2,2
30502,0,3,0,2,1,0,0,0,0,0,0,0
30506,0,0,3,1,0,2,0,2,2,0,2,2
30513,2,0,3,2,1,0,0,0,0,0,0,0
30518,2,0,3,1,0,2,2,2,2,2,2,2
30520,2,0,3,1,0,2,2,0,2,2,0,2
30521,0,2,3,1,0,2,2,2,2,2,2,2
30527,0,0,2,2,1,0,0,0,0,0,0,0
30528,0,2,3,1,0,2,2,2,2,2,2,2
30535,2,2,2,2,1,0,0,0,0,0,0,0
30538,1,2,2,2,1,0,0,0,0,0,0,0
30541,2,3,0,0,0,2,2,1,2,2,1,2
30542,0,3,0,2,1,0,0,0,0,0,0,0
30545,2,2,2,2,2,1,0,1,1,0,1,1
30554,0,0,3,1,0,2,0,2,2,0,2,2
30565,0,3,0,2,1,0,0,0,0,0,0,0
30574,2,0,3,1,0,2,2,2,2,2,2,2
30582,0,3,0,1,0,2,2,2,2,2,2,2
30587,0,3,0,2,1,0,0,0,0,0,0,0
30590,0,0,3,1,0,2,2,2,2,2,2,2
30591,0,3,0,2,1,0,0,0,0,0,0,0
30592,1,1,1,0,2,1,1,1,1,1,1,1
30602,1,2,0,0,2,1,1,1,1,1,1,1
30604,1,2,2,0,0,1,2,2,1,2,2,1
30618,2,2,0,2,1,0,0,0,0,0,0,0
30621,0,3,0,2,1,0,2,0,0,2,0,0
30622,0,0,3,2,1,0,0,0,0,0,0,0
30625,2,2,0,2,1,0,0,0,0,0,0,0
30628,0,0,3,1,0,0,0,2,0,0,2,0
30629,2,0,3,2,1,0,0,0,0,0,0,0
30631,0,0,3,1,0,2,2,2,2,2,2,2
30637,2,2,2,2,2,0,0,0,1,0,0,1
30645,0,0,3,2,1,0,2,0,0,2,0,0
30664,0,3,0,2,1,0,0,0,0,0,0,0
30668,2,3,0,2,1,0,0,0,0,0,0,0
30685,2,0,3,2,1,0,0,0,0,0,0,0
30686,2,2,2,0,2,1,1,1,1,1,1,1
30690,0,0,3,2,1,0,0,0,0,0,0,0
30692,0,0,3,1,0,0,2,2,0,2,2,0
30705,1,1,1,0,2,1,1,1,1,1,1,1
30706,2,0,3,2,1,0,0,0,0,0,0,0
30709,0,3,0,2,1,0,0,0,0,0,0,0
30713,2,2,3,2,1,0,0,0,0,0,0,0
30719,2,0,3,1,0,2,2,2,2,2,2,2
30725,0,3,0,2,1,0,0,0,0,0,0,0
30733,0,3,0,2,1,0,0,0,0,0,0,0
30737,2,2,2,2,2,0,0,1,0,0,1,0
30739,2,2,3,2,1,0,0,0,0,0,0,0
30741,0,0,3,1,0,2,2,2,2,2,2,2
30744,0,2,3,1,0,2,2,2,2,2,2,2
30751,0,3,3,2,1,0,0,0,0,0,0,0
30752,0,3,0,2,1,0,0,0,0,0,0,0
30757,2,0,3,1,0,0,2,0,0,2,0,0
30758,1,1,1,0,2,1,1,1,1,1,1,1
30765,0,3,0,2,1,0,0,0,0,0,0,0
30771,0,0,3,1,0,2,0,2,2,0,2,2
30776,1,2,2,2,1,0,0,0,0,0,0,0
30778,0,0,3,2,1,0,0,0,0,0,0,0
30780,1,1,1,0,2,1,1,1,1,1,1,1
30787,0,3,3,2,1,0,0,0,0,0,0,0
30789,0,3,0,2,1,0,2,0,0,2,0,0
30791,0,3,3,2,1,0,0,0,0,0,0,0
30797,2,0,3,2,1,0,0,0,0,0,0,0
30804,0,0,3,1,0,2,0,2,0,0,2,0
30807,0,3,0,2,1,0,0,0,0,0,0,0
30809,0,3,0,2,1,0,0,0,0,0,0,0
30810,0,3,0,2,1,0,0,0,0,0,0,0
30813,2,0,3,2,0,2,0,2,0,0,2,0
30822,2,2,2,2,1,0,0,0,0,0,0,0
30824,2,3,2,2,1,0,0,0,1,0,0,1
30826,2,0,3,1,0,2,2,2,2,2,2,2
30830,1,1,1,0,2,1,1,1,1,1,1,1
30836,2,2,2,0,2,1,1,1,1,1,1,1
30837,0,0,3,1,0,2,2,2,0,2,2,0
30840,2,3,0,0,1,0,1,0,0,1,0,0
30845,0,3,0,2,1,0,0,0,0,0,0,0
30866,1,1,1,0,2,1,1,1,1,1,1,1
30881,1,1,1,0,2,1,1,1,1,1,1,1
30888,1,1,1,0,2,1,0,1,1,0,1,1
30890,0,0,3,1,0,2,2,2,0,2,2,0
30910,2,2,2,0,2,1,2,1,1,2,1,1
30912,2,2,2,2,1,0,0,0,0,0,0,0
30916,0,0,3,2,1,0,0,0,0,0,0,0
30919,0,0,3,2,0,2,0,2,0,0,2,0
30920,1,1,1,0,2,1,1,1,1,1,1,1
30921,0,0,3,1,0,2,0,2,0,0,2,0
30928,2,1,1,0,2,1,2,1,1,2,1,1
30933,0,3,0,2,1,2,0,0,0,0,0,0
30935,1,2,2,0,2,2,1,1,2,1,1,2
30938,0,0,3,2,1,2,0,0,0,0,0,0
30939,1,1,1,0,2,1,1,1,1,1,1,1
30943,0,0,3,2,1,0,0,0,0,0,0,0
30954,2,3,0,2,1,0,0,0,0,0,0,0
30956,1,1,2,0,2,1,1,1,1,1,1,1
30958,0,0,3,1,0,2,0,2,2,0,2,2
30959,1,1,2,0,2,1,1,1,1,1,1,1
30966,0,3,0,2,1,0,0,0,0,0,0,0
30972,1,1,1,0,2,1,1,1,1,1,1,1
30975,2,0,0,1,0,2,2,0,2,2,0,2
30978,2,2,2,2,1,0,0,1,0,0,1,0
30982,2,2,2,2,1,0,0,0,0,0,0,0
30989,0,3,0,1,0,2,2,0,0,2,0,0
30994,2,2,2,1,0,2,2,2,2,2,2,2
31000,1,1,1,0,2,1,1,1,1,1,1,1
31001,0,0,3,2,1,0,0,0,0,0,0,0
31006,0,3,0,2,1,0,0,0,0,0,0,0
31013,2,0,3,2,1,0,0,0,0,0,0,0
31015,2,0,3,1,0,2,2,2,0,2,2,0
31019,0,3,0,2,0,2,2,0,1,2,0,1
31036,0,0,3,2,1,0,0,0,0,0,0,0
31040,0,0,3,1,0,2,0,2,2,0,2,2
31043,2,2,2,1,0,2,2,2,2,2,2,2
31046,2,0,3,1,0,2,2,2,2,2,2,2
31047,0,0,3,2,0,2,0,2,2,0,2,2
31051,0,3,0,2,1,0,0,0,0,0,0,0
31052,0,0,3,2,1,0,0,0,0,0,0,0
31056,0,0,3,1,0,2,2,2,2,2,2,2
31072,0,3,0,2,1,0,0,0,0,0,0,0
31073,2,2,2,0,2,1,0,1,1,0,1,1
31075,2,2,2,2,1,0,0,1,0,0,1,0
31080,0,0,3,2,1,0,0,0,0,0,0,0
31081,1,2,2,2,1,0,0,0,1,0,0,1
31082,2,0,3,2,1,0,0,0,0,0,0,0
31083,0,3,0,1,1,0,2,0,0,2,0,0
31084,0,3,0,2,1,0,0,0,0,0,0,0
31086,2,2,0,2,1,0,0,0,0,0,0,0
31092,0,0,3,2,1,0,0,2,0,0,2,0
31094,0,3,0,1,0,2,2,0,2,2,0,2
31095,2,2,2,2,1,0,0,0,0,0,0,0
31102,0,0,0,2,1,0,0,0,0,0,0,0
31103,0,3,0,2,1,0,0,0,1,0,0,1
31105,0,0,3,1,0,2,2,2,2,2,2,2
31117,2,0,3,2,1,0,2,0,0,2,0,0
31129,0,3,0,2,1,0,0,0,0,0,0,0
31131,2,0,3,1,0,2,2,2,2,2,2,2
31135,0,3,0,2,1,0,0,0,1,0,0,1
31143,0,3,0,1,0,1,2,2,1,2,2,1
31144,0,3,0,2,1,0,0,0,0,0,0,0
31145,0,3,0,2,1,0,0,0,0,0,0,0
31149,1,2,1,0,2,1,1,1,1,1,1,1
31156,1,1,1,0,2,1,1,1,1,1,1,1
31162,0,3,0,2,0,2,2,0,0,2,0,0
31166,0,3,0,2,1,0,0,0,0,0,0,0
31170,1,1,1,0,2,1,1,1,1,1,1,1
31172,0,0,0,2,1,0,0,0,0,0,0,0
31190,0,3,0,2,1,0,0,0,0,0,0,0
31197,0,3,3,2,1,0,0,0,0,0,0,0
31210,1,1,2,0,2,1,1,1,1,1,1,1
31211,1,1,2,0,2,1,1,1,1,1,1,1
31218,0,0,3,1,1,0,2,0,0,2,0,0
31224,0,0,3,2,0,0,0,2,0,0,2,0
31228,1,2,2,0,1,2,0,0,0,0,0,0
31231,0,3,0,1,0,2,2,2,1,2,2,1
31237,1,1,2,0,2,1,1,1,1,1,1,1
31238,1,1,1,0,2,1,1,1,1,1,1,1
31240,0,3,0,2,1,0,0,0,0,0,0,0
31248,2,2,2,2,2,1,0,1,1,0,1,1
31250,2,3,0,2,1,0,0,0,0,0,0,0
31264,0,3,0,2,1,0,0,0,0,0,0,0
31268,2,0,3,2,1,0,2,0,0,2,0,0
31270,0,2,3,2,1,0,0,0,0,0,0,0
31273,1,1,1,0,2,1,1,1,1,1,1,1
31276,2,2,3,1,0,2,2,2,2,2,2,2
31277,2,2,2,0,2,1,1,1,1,1,1,1
31280,2,3,0,2,1,0,0,0,0,0,0,0
31283,0,0,3,1,0,2,2,2,2,2,2,2
31286,0,0,3,1,0,2,2,2,2,2,2,2
31291,0,3,0,0,2,0,2,0,1,2,0,1
31293,1,1,1,0,2,1,2,1,1,2,1,1
31302,2,0,3,1,0,2,0,2,0,0,2,0
31305,0,0,3,1,0,2,2,2,2,2,2,2
31312,2,2,3,1,0,2,2,2,2,2,2,2
31318,0,3,0,2,1,0,0,0,0,0,0,0
31322,2,0,2,2,1,0,0,0,0,0,0,0
31326,1,1,1,0,2,1,1,1,1,1,1,1
31333,0,3,0,1,0,2,2,2,0,2,2,0
31342,2,0,3,1,0,2,2,2,2,2,2,2
31346,0,0,3,1,0,2,2,2,2,2,2,2
31350,0,0,3,2,1,0,0,0,0,0,0,0
31351,1,1,2,0,2,1,2,1,1,2,1,1
31352,0,0,3,1,0,2,2,2,2,2,2,2
31353,0,3,0,2,1,0,0,0,0,0,0,0
31356,2,0,3,1,0,0,2,0,0,2,0,0
31366,2,0,3,1,0,2,2,2,2,2,2,2
31383,0,0,3,1,0,2,2,0,2,2,0,2
31384,2,2,2,2,1,0,0,0,0,0,0,0
31386,0,0,3,1,0,2,2,2,0,2,2,0
31389,1,1,1,0,2,1,1,1,1,1,1,1
31392,2,0,3,2,1,0,0,0,0,0,0,0
31400,2,2,2,2,1,0,0,0,1,0,0,1
31403,2,2,2,0,1,1,1,0,1,1,0,1
31405,2,2,0,2,1,0,0,0,0,0,0,0
31411,0,0,3,2,0,2,0,2,2,0,2,2
31414,2,2,2,1,0,1,2,0,1,2,0,1
31428,1,1,1,0,2,1,1,1,1,1,1,1
31430,1,1,1,0,2,1,1,1,1,1,1,1
31437,2,0,3,1,0,2,2,2,2,2,2,2
31444,2,3,0,1,1,0,2,0,0,2,0,0
31450,0,0,3,1,0,2,2,2,2,2,2,2
31453,0,3,0,2,1,0,0,0,0,0,0,0
31456,0,3,0,2,1,0,0,0,0,0,0,0
31460,2,2,3,1,0,2,2,2,2,2,2,2
31461,0,0,3,2,1,0,2,0,0,2,0,0
31462,0,3,0,2,1,0,0,0,0,0,0,0
31468,0,0,3,2,1,2,0,0,0,0,0,0
31472,0,0,3,2,0,2,0,2,2,0,2,2
31477,0,0,3,1,0,2,2,2,2,2,2,2
31478,0,3,0,0,1,0,1,0,0,1,0,0
31480,2,2,3,1,0,2,2,2,2,2,2,2
31482,0,3,0,0,2,1,2,0,1,2,0,1
31483,0,3,0,2,1,0,0,0,0,0,0,0
31487,0,0,3,2,0,2,0,2,0,0,2,0
31488,0,3,0,2,1,0,0,0,0,0,0,0
31490,0,0,3,1,0,2,0,2,2,0,2,2
31492,2,0,3,1,0,2,2,0,0,2,0,0
31496,2,0,3,1,0,2,2,2,2,2,2,2
31498,2,0,3,2,1,2,2,0,0,2,0,0
31499,1,2,2,1,0,1,2,1,1,2,1,1
31516,1,1,1,0,2,1,1,1,1,1,1,1
31520,0,0,3,1,1,2,2,0,0,2,0,0
31523,0,3,0,2,1,0,0,0,1,0,0,1
31528,2,3,0,1,0,2,2,2,2,2,2,2
31542,0,0,3,1,0,2,0,2,2,0,2,2
31543,0,3,0,2,1,0,0,0,0,0,0,0
31545,2,2,2,2,1,0,0,0,0,0,0,0
31546,2,2,2,2,1,0,0,0,0,0,0,0
31547,0,0,3,2,1,0,0,0,0,0,0,0
31555,2,2,2,2,1,0,0,0,0,0,0,0
31560,2,2,3,1,0,2,2,2,2,2,2,2
31563,0,0,3,1,0,2,2,2,2,2,2,2
31564,2,2,2,2,1,0,0,0,0,0,0,0
31565,2,0,3,1,0,2,2,2,2,2,2,2
31570,2,0,3,2,0,2,0,2,2,0,2,2
31574,0,3,0,1,0,2,2,2,2,2,2,2
31582,2,2,2,1,0,2,2,2,2,2,2,2
31590,1,2,1,0,2,1,1,1,1,1,1,1
31593,0,0,3,1,0,2,2,2,2,2,2,2
31604,1,1,1,0,2,1,1,1,1,1,1,1
31605,1,2,2,0,2,1,1,1,1,1,1,1
31615,0,0,3,1,1,0,0,2,0,0,2,0
31618,0,0,3,1,0,2,2,2,2,2,2,2
31621,1,2,2,0,2,1,1,1,1,1,1,1
31628,1,1,1,0,2,1,1,1,1,1,1,1
31631,0,0,3,1,0,2,2,2,0,2,2,0
31632,1,1,1,0,2,1,1,1,1,1,1,1
31641,0,3,0,2,1,0,0,0,0,0,0,0
31648,2,3,0,2,1,0,0,0,1,0,0,1
31649,0,0,3,2,1,0,0,0,0,0,0,0
31659,0,3,0,2,1,0,0,0,0,0,0,0
31662,0,0,3,1,1,0,2,0,0,2,0,0
31668,2,2,1,0,2,1,1,1,1,1,1,1
31669,0,0,3,1,0,0,2,0,0,2,0,0
31675,0,3,0,2,1,0,0,0,0,0,0,0
31678,1,1,1,0,2,1,1,1,1,1,1,1
31686,0,0,3,1,0,2,2,2,2,2,2,2
31693,2,2,3,2,1,0,2,0,0,2,0,0
31696,1,1,2,0,2,1,1,1,1,1,1,1
31705,2,2,0,2,1,0,0,0,0,0,0,0
31709,0,3,0,2,1,0,0,0,0,0,0,0
31720,2,2,2,0,2,1,2,1,1,2,1,1
31722,0,3,0,2,1,0,0,0,0,0,0,0
31724,2,0,3,2,0,0,2,0,0,2,0,0
31737,1,2,2,0,2,1,1,1,1,1,1,1
31746,1,1,1,0,2,1,1,1,1,1,1,1
31752,2,0,3,1,0,0,2,2,0,2,2,0
31753,0,0,3,1,0,2,2,2,2,2,2,2
31760,2,0,3,2,1,0,0,0,0,0,0,0
31763,0,0,3,2,1,0,0,0,0,0,0,0
31774,2,2,2,0,2,1,2,1,1,2,1,1
31777,2,2,3,2,1,0,2,0,0,2,0,0
31779,2,2,0,2,1,0,0,0,0,0,0,0
31782,0,3,0,2,1,0,0,0,0,0,0,0
31791,0,3,0,2,1,0,0,0,0,0,0,0
31797,0,3,3,2,1,0,0,0,0,0,0,0
31798,0,0,3,2,1,0,0,0,0,0,0,0
31801,0,0,3,1,0,2,2,2,2,2,2,2
31803,0,3,0,2,1,0,0,0,0,0,0,0
31808,1,1,1,0,2,1,1,1,1,1,1,1
31816,2,0,3,2,1,0,0,0,0,0,0,0
31822,1,2,2,0,2,1,1,1,1,1,1,1
31824,2,0,3,1,0,2,2,2,2,2,2,2
31835,0,3,0,2,1,0,0,0,0,0,0,0
31848,0,3,0,2,1,0,0,0,0,0,0,0
31855,0,0,3,1,0,2,2,2,2,2,2,2
31857,2,2,2,2,1,0,0,1,0,0,1,0
31862,2,0,3,1,0,2,2,2,2,2,2,2
31866,0,0,3,2,1,0,0,2,0,0,2,0
31868,2,2,2,0,2,1,1,1,1,1,1,1
31873,0,0,3,1,0,2,2,2,2,2,2,2
31879,2,3,0,2,1,0,0,0,0,0,0,0
31885,0,3,0,2,1,0,0,0,0,0,0,0
31886,2,0,3,1,0,2,2,2,2,2,2,2
31888,0,3,0,2,1,0,2,0,0,2,0,0
31890,2,0,3,1,0,2,2,2,2,2,2,2
31891,0,3,0,2,1,0,0,0,0,0,0,0
31893,0,3,0,2,1,0,0,0,0,0,0,0
31895,1,2,2,0,2,1,1,1,1,1,1,1
31897,0,0,3,1,0,2,2,2,2,2,2,2
31901,2,0,3,1,1,2,2,0,0,2,0,0
31903,0,0,3,1,0,2,2,2,0,2,2,0
31910,0,0,3,2,1,0,0,0,0,0,0,0
31918,2,0,3,1,0,2,2,2,2,2,2,2
31927,2,0,3,1,1,0,2,0,0,2,0,0
31933,1,1,1,0,2,1,1,1,1,1,1,1
31934,2,0,3,1,0,2,2,2,2,2,2,2
31941,1,1,1,0,2,1,1,1,1,1,1,1
31945,1,2,2,0,2,1,1,1,1,1,1,1
31948,2,3,0,2,1,0,0,0,0,0,0,0
31964,0,3,0,2,1,0,0,0,0,0,0,0
31983,0,0,3,1,0,2,2,0,0,2,0,0
31986,2,0,3,1,0,2,2,2,2,2,2,2
31989,2,0,3,1,0,2,2,2,2,2,2,2
31993,0,3,0,2,1,0,0,0,0,0,0,0
32000,0,0,3,1,0,2,2,2,2,2,2,2
32002,1,1,2,0,2,1,1,1,1,1,1,1
32003,2,0,3,1,0,2,2,2,2,2,2,2
32007,0,3,0,2,1,0,0,0,0,0,0,0
32023,2,0,3,2,1,0,0,0,0,0,0,0
32024,0,0,3,2,0,2,0,2,2,0,2,2
32026,0,0,3,1,0,2,2,2,0,2,2,0
32027,1,1,2,0,2,1,1,1,1,1,1,1
32030,0,3,3,2,1,0,0,0,0,0,0,0
32034,2,2,2,1,0,2,2,2,1,2,2,1
32039,0,0,3,1,0,2,2,2,2,2,2,2
32041,2,0,3,1,0,2,2,0,0,2,0,0
32052,0,3,0,1,0,0,2,0,0,2,0,0
32057,0,0,0,2,1,0,0,0,0,0,0,0
32059,0,0,3,1,0,2,2,2,2,2,2,2
32060,2,2,2,0,2,1,1,1,1,1,1,1
32062,2,2,1,0,2,1,2,1,1,2,1,1
32064,2,3,2,2,1,0,0,0,0,0,0,0
32071,0,0,3,2,1,0,0,0,0,0,0,0
32077,2,0,3,1,0,2,2,2,2,2,2,2
32079,2,2,2,1,0,2,2,2,1,2,2,1
32081,0,3,0,2,1,0,0,0,0,0,0,0
32082,0,0,3,1,0,2,2,0,2,2,0,2
32085,2,0,3,1,0,2,2,2,2,2,2,2
32094,0,3,0,1,0,2,2,2,2,2,2,2
32099,0,3,0,2,1,0,0,0,0,0,0,0
32105,2,2,3,2,1,2,2,0,0,2,0,0
32114,2,2,2,0,0,2,2,1,1,2,1,1
32117,0,0,3,1,0,2,0,2,0,0,2,0
32120,0,3,0,1,1,0,0,2,0,0,2,0
32124,2,2,2,2,1,0,0,0,0,0,0,0
32131,0,3,0,2,1,0,0,0,0,0,0,0
32137,2,0,3,2,0,2,2,2,0,2,2,0
32138,2,0,2,2,1,0,0,0,0,0,0,0
32139,0,2,2,1,2,1,2,1,1,2,1,1
32157,0,2,0,2,1,0,0,0,0,0,0,0
32159,0,3,0,2,1,0,0,0,0,0,0,0
32161,1,1,1,0,2,1,1,1,1,1,1,1
32164,0,3,0,1,1,0,2,0,0,2,0,0
