fire_id,km_class7,km_class15,km_class30,km_pca_class7,km_pca_class15,km_pca_class30,hc_class7,hc_class15,hc_class30,km_scaled_class7,km_scaled_class15,km_scaled_class30
3,1,1,2,0,2,1,2,1,1,2,1,1
24,2,2,3,2,1,0,0,0,0,0,0,0
31,0,0,3,1,0,2,2,2,2,2,2,2
35,2,3,0,2,1,0,0,0,1,0,0,1
36,1,1,1,0,2,1,1,1,1,1,1,1
48,2,2,3,1,0,2,2,2,2,2,2,2
54,1,1,1,0,2,1,1,1,1,1,1,1
56,0,0,3,1,0,2,0,2,2,0,2,2
57,0,0,0,2,1,0,0,0,0,0,0,0
59,2,0,2,1,0,2,2,2,2,2,2,2
75,0,0,3,1,0,2,2,2,2,2,2,2
78,2,2,2,0,2,1,1,1,1,1,1,1
86,0,0,3,1,1,0,0,0,0,0,0,0
87,2,2,2,0,0,1,1,0,1,1,0,1
94,0,3,0,2,1,0,0,0,0,0,0,0
95,0,0,3,2,1,0,2,0,0,2,0,0
97,0,0,3,2,1,2,0,0,0,0,0,0
98,2,2,2,2,1,0,0,0,0,0,0,0
102,0,0,3,1,0,2,2,2,2,2,2,2
111,0,0,3,1,0,2,2,2,0,2,2,0
114,0,0,3,1,0,2,2,2,2,2,2,2
119,1,2,2,1,0,2,2,2,2,2,2,2
124,1,1,1,0,2,1,1,1,1,1,1,1
125,0,3,0,0,1,0,2,0,1,2,0,1
126,2,3,3,1,0,2,2,2,2,2,2,2
130,0,0,3,1,0,2,0,2,0,0,2,0
131,1,1,1,0,2,1,1,1,1,1,1,1
142,1,1,1,0,2,1,1,1,1,1,1,1
146,0,0,3,1,0,2,2,2,2,2,2,2
148,0,0,3,1,0,2,2,0,0,2,0,0
157,0,3,0,2,1,0,0,0,0,0,0,0
165,2,2,3,1,1,0,2,0,0,2,0,0
170,0,3,0,1,1,2,2,0,0,2,0,0
175,2,2,3,2,1,2,2,0,0,2,0,0
187,1,1,1,0,2,1,1,1,1,1,1,1
192,2,0,3,2,1,0,0,0,0,0,0,0
193,0,3,3,2,1,0,0,0,0,0,0,0
197,2,0,3,1,0,2,2,2,2,2,2,2
199,2,0,3,1,0,2,2,2,2,2,2,2
204,0,2,2,1,0,2,2,2,2,2,2,2
206,0,3,0,2,1,0,0,0,0,0,0,0
217,0,0,0,2,1,0,2,0,0,2,0,0
220,0,0,3,2,1,0,0,0,0,0,0,0
221,0,0,3,1,0,2,2,2,2,2,2,2
222,0,0,3,2,0,0,0,2,0,0,2,0
227,2,0,3,1,0,2,2,2,2,2,2,2
230,0,3,0,2,1,0,0,0,0,0,0,0
232,0,3,0,2,1,0,0,0,0,0,0,0
237,1,1,1,0,2,1,1,1,1,1,1,1
251,0,3,0,1,0,2,0,2,0,0,2,0
261,0,3,0,2,1,0,0,0,0,0,0,0
266,0,0,3,1,0,2,2,2,2,2,2,2
276,2,0,3,2,1,0,0,0,0,0,0,0
280,0,0,3,1,0,2,2,2,2,2,2,2
284,0,3,0,2,1,0,0,0,0,0,0,0
286,1,1,1,0,2,1,2,1,1,2,1,1
290,2,2,2,2,1,1,0,1,1,0,1,1
297,1,2,2,0,0,2,2,2,1,2,2,1
313,2,2,3,1,0,2,2,2,2,2,2,2
315,0,0,3,1,0,2,2,2,2,2,2,2
318,2,2,2,1,0,2,2,2,2,2,2,2
323,2,0,3,1,0,2,2,2,2,2,2,2
324,2,0,3,1,0,2,2,2,2,2,2,2
328,0,3,0,2,0,0,2,0,0,2,0,0
338,1,2,1,0,2,1,1,0,1,1,0,1
343,0,0,3,1,0,2,2,2,2,2,2,2
344,2,2,2,1,0,2,2,2,1,2,2,1
347,0,3,0,2,1,0,0,0,0,0,0,0
357,2,0,3,2,1,0,0,0,0,0,0,0
360,0,0,3,1,0,2,2,2,2,2,2,2
361,0,3,0,2,1,0,0,0,0,0,0,0
368,2,2,2,1,0,2,2,2,2,2,2,2
374,1,1,1,0,2,1,1,1,1,1,1,1
377,0,0,3,2,1,0,0,0,0,0,0,0
382,2,2,2,2,1,0,0,0,0,0,0,0
384,0,0,3,1,0,2,2,2,2,2,2,2
385,0,0,3,1,0,2,2,2,2,2,2,2
389,0,0,3,1,1,0,2,0,0,2,0,0
396,2,0,3,1,0,2,2,2,2,2,2,2
399,2,0,3,1,0,2,2,2,2,2,2,2
401,1,1,1,0,2,1,1,1,1,1,1,1
407,0,3,0,2,1,0,0,0,0,0,0,0
421,2,0,3,2,0,0,2,0,0,2,0,0
424,1,1,1,0,2,1,1,1,1,1,1,1
439,0,0,3,2,0,0,0,2,0,0,2,0
440,0,0,3,1,0,2,2,2,2,2,2,2
441,2,2,2,2,1,0,0,0,0,0,0,0
445,2,2,3,2,1,2,2,0,0,2,0,0
448,2,0,3,1,0,2,2,2,2,2,2,2
464,2,0,3,1,0,2,2,2,2,2,2,2
470,2,0,3,1,0,2,2,0,0,2,0,0
479,0,3,0,2,1,0,0,0,0,0,0,0
482,1,1,2,0,2,1,1,1,1,1,1,1
484,0,3,0,2,1,0,2,0,0,2,0,0
486,2,2,2,2,1,0,0,1,0,0,1,0
489,0,3,3,2,1,0,0,0,0,0,0,0
494,2,3,0,2,1,0,0,0,1,0,0,1
501,0,3,0,2,1,0,0,0,0,0,0,0
504,2,2,2,0,1,0,2,0,0,2,0,0
507,2,0,3,1,0,2,2,2,0,2,2,0
513,0,3,0,2,1,0,0,0,0,0,0,0
524,0,0,3,2,1,0,0,0,0,0,0,0
525,0,0,3,1,0,2,2,2,2,2,2,2
528,0,0,3,1,0,2,2,2,2,2,2,2
532,2,2,2,2,1,0,0,0,1,0,0,1
538,0,0,3,1,0,2,2,2,2,2,2,2
542,2,0,3,2,1,0,2,0,0,2,0,0
545,0,3,0,2,1,0,0,0,0,0,0,0
547,2,0,3,1,0,2,0,2,2,0,2,2
552,2,3,0,0,2,1,1,1,1,1,1,1
553,2,0,3,1,0,0,2,2,0,2,2,0
555,2,2,0,2,1,0,0,0,0,0,0,0
564,0,3,0,2,1,0,0,0,0,0,0,0
565,0,3,0,2,1,0,0,0,0,0,0,0
566,2,3,0,1,1,0,2,0,1,2,0,1
576,2,2,2,0,2,2,2,0,1,2,0,1
589,1,1,2,0,2,1,1,1,1,1,1,1
595,1,1,1,0,2,1,2,1,1,2,1,1
599,0,0,3,1,0,2,2,2,2,2,2,2
606,2,0,0,2,1,0,0,0,0,0,0,0
608,1,1,2,0,2,0,1,1,1,1,1,1
613,2,0,3,1,0,2,2,2,2,2,2,2
614,0,3,0,2,0,0,0,2,0,0,2,0
621,0,3,0,2,1,0,0,0,0,0,0,0
627,2,2,3,2,0,2,0,0,2,0,0,2
630,2,0,3,1,0,2,2,2,2,2,2,2
632,0,0,3,2,1,0,0,0,0,0,0,0
633,1,1,1,0,2,1,1,1,1,1,1,1
636,1,1,1,0,2,1,1,1,1,1,1,1
642,0,0,3,1,1,0,2,0,0,2,0,0
646,2,2,2,2,1,0,0,1,0,0,1,0
654,2,2,2,1,0,2,2,2,2,2,2,2
655,2,3,0,2,1,0,0,0,0,0,0,0
661,0,3,0,2,1,0,0,0,0,0,0,0
665,1,1,2,0,2,1,2,1,1,2,1,1
670,2,0,3,2,1,0,0,0,0,0,0,0
671,2,3,0,2,1,0,0,0,0,0,0,0
676,2,2,2,2,1,0,0,0,0,0,0,0
680,0,0,3,1,0,2,2,2,2,2,2,2
685,0,0,3,1,0,2,2,2,2,2,2,2
695,0,0,3,2,0,2,2,0,0,2,0,0
708,0,0,3,1,0,2,2,2,2,2,2,2
710,0,3,0,2,1,0,0,0,0,0,0,0
711,1,1,1,0,2,1,1,1,1,1,1,1
714,2,2,2,0,2,1,1,1,1,1,1,1
721,2,2,2,1,0,2,2,2,2,2,2,2
722,1,2,2,0,1,0,0,1,1,0,1,1
730,2,3,0,2,1,0,0,0,0,0,0,0
744,1,1,3,0,2,2,2,1,2,2,1,2
745,0,0,3,1,0,2,0,2,2,0,2,2
755,0,3,0,1,0,2,2,0,1,2,0,1
763,0,0,3,1,0,2,2,2,2,2,2,2
769,0,3,0,2,1,0,0,0,0,0,0,0
773,2,0,3,2,1,0,0,0,0,0,0,0
775,0,0,3,1,0,2,2,0,2,2,0,2
778,2,3,0,2,1,0,0,0,0,0,0,0
779,0,3,0,2,1,0,0,0,0,0,0,0
782,0,3,0,2,1,0,0,0,0,0,0,0
788,0,3,0,0,2,1,2,1,1,2,1,1
801,0,0,3,1,0,2,2,2,2,2,2,2
804,2,3,0,2,1,0,0,0,0,0,0,0
811,0,0,3,1,0,2,2,2,2,2,2,2
817,1,1,1,0,2,1,1,1,1,1,1,1
818,1,2,2,0,2,1,1,1,1,1,1,1
826,0,0,3,2,1,0,0,0,0,0,0,0
834,0,0,3,2,1,0,0,0,0,0,0,0
842,0,3,3,2,0,2,0,0,0,0,0,0
848,2,2,2,2,1,0,0,0,0,0,0,0
856,0,0,3,1,0,2,2,2,0,2,2,0
858,0,0,3,2,1,2,2,0,0,2,0,0
860,2,2,2,2,1,0,0,0,1,0,0,1
864,0,3,0,2,1,0,0,0,0,0,0,0
873,1,1,1,0,2,1,1,1,1,1,1,1
874,0,3,0,2,1,0,0,0,0,0,0,0
885,0,0,3,1,0,2,2,2,2,2,2,2
888,1,1,1,0,2,1,1,1,1,1,1,1
890,1,1,1,0,2,1,1,1,1,1,1,1
892,0,0,3,2,0,2,0,2,2,0,2,2
897,2,2,2,2,1,0,0,1,0,0,1,0
898,2,0,3,1,0,2,2,0,0,2,0,0
904,2,0,3,1,0,2,2,2,2,2,2,2
905,0,0,3,2,1,0,0,0,0,0,0,0
909,1,1,1,0,2,1,1,1,1,1,1,1
919,0,0,3,1,0,2,2,2,0,2,2,0
920,0,3,0,0,2,1,2,0,1,2,0,1
925,2,2,2,2,2,1,0,0,1,0,0,1
929,2,0,3,1,0,2,2,2,2,2,2,2
932,1,1,1,0,2,1,1,1,1,1,1,1
933,0,3,0,2,1,0,0,0,0,0,0,0
937,1,2,1,0,2,1,1,1,1,1,1,1
938,0,0,3,1,0,2,2,2,2,2,2,2
947,0,0,3,1,0,2,2,2,2,2,2,2
956,2,0,3,1,0,2,2,2,2,2,2,2
959,0,0,3,2,1,0,0,0,0,0,0,0
963,0,0,3,1,0,2,0,2,2,0,2,2
970,2,0,3,2,1,0,0,0,0,0,0,0
974,1,2,2,0,2,1,1,1,1,1,1,1
984,0,3,0,2,1,0,0,0,0,0,0,0
988,2,3,0,2,1,0,0,0,0,0,0,0
1002,0,0,3,1,0,2,0,2,2,0,2,2
1003,2,3,0,2,1,0,0,0,0,0,0,0
1010,0,3,0,1,0,2,2,2,2,2,2,2
1013,2,0,3,1,0,2,2,2,2,2,2,2
1014,2,0,3,1,0,2,2,2,2,2,2,2
1016,1,1,1,0,2,1,1,1,1,1,1,1
1018,1,1,2,0,2,1,1,1,1,1,1,1
1023,0,3,0,2,1,0,0,0,0,0,0,0
1031,0,0,3,1,0,2,2,2,2,2,2,2
1040,0,3,0,2,1,0,2,0,1,2,0,1
1041,2,2,2,0,2,1,0,1,1,0,1,1
1045,0,0,3,1,0,2,0,2,0,0,2,0
1062,0,0,3,1,0,2,2,2,2,2,2,2
1077,0,0,3,1,0,2,0,2,0,0,2,0
1079,0,0,3,1,0,2,2,2,2,2,2,2
1082,0,0,3,1,0,2,0,2,2,0,2,2
1083,1,2,1,0,2,1,1,1,1,1,1,1
1085,0,0,3,1,0,2,0,2,2,0,2,2
1086,0,0,3,2,1,0,0,0,0,0,0,0
1087,0,0,3,1,0,2,0,2,2,0,2,2
1089,2,2,0,0,1,0,1,1,0,1,1,0
1097,0,0,3,1,0,2,0,2,2,0,2,2
1099,2,2,2,0,2,1,2,1,1,2,1,1
1101,2,0,3,1,0,2,2,2,2,2,2,2
1103,0,3,0,2,1,0,0,0,0,0,0,0
1104,2,2,2,1,0,2,2,2,2,2,2,2
1105,2,0,3,1,0,2,2,2,2,2,2,2
1122,1,1,1,0,2,1,1,1,1,1,1,1
1136,0,3,0,0,1,0,2,0,1,2,0,1
1151,2,0,3,1,0,2,2,2,2,2,2,2
1152,0,0,3,2,1,0,0,0,0,0,0,0
1153,2,2,3,2,1,0,0,0,0,0,0,0
1182,1,1,1,0,2,1,1,1,1,1,1,1
1183,2,3,0,2,1,0,0,0,0,0,0,0
1199,0,2,2,2,1,1,0,0,1,0,0,1
1207,0,3,0,1,0,2,2,0,0,2,0,0
1210,2,2,2,1,2,1,2,1,1,2,1,1
1211,0,3,0,2,0,2,0,2,0,0,2,0
1212,2,2,2,1,0,2,2,0,2,2,0,2
1213,0,3,0,2,1,0,0,0,0,0,0,0
1214,2,2,2,0,0,2,0,0,2,0,0,2
1216,0,3,0,2,0,0,0,0,0,0,0,0
1224,0,3,0,2,1,0,0,0,0,0,0,0
1235,2,2,2,0,0,0,2,0,1,2,0,1
1236,0,0,3,1,1,0,2,0,0,2,0,0
1244,0,3,0,2,1,0,0,0,0,0,0,0
1245,0,3,0,2,1,0,0,0,0,0,0,0
1260,1,1,1,0,2,1,1,1,1,1,1,1
1268,0,3,0,2,1,0,0,0,0,0,0,0
1271,1,1,1,0,2,1,1,1,1,1,1,1
1276,0,3,0,2,1,0,0,0,0,0,0,0
1277,2,2,2,2,1,0,0,0,0,0,0,0
1280,0,3,0,2,1,0,0,0,0,0,0,0
1285,0,3,0,2,1,0,0,0,1,0,0,1
1291,0,3,0,2,1,0,0,0,0,0,0,0
1294,1,1,1,0,2,1,2,1,1,2,1,1
1297,0,3,0,2,1,0,0,0,0,0,0,0
1298,2,2,3,2,1,0,0,0,0,0,0,0
1301,0,0,3,1,0,2,2,2,0,2,2,0
1304,0,0,3,1,0,2,0,2,2,0,2,2
1309,2,2,2,2,1,0,0,0,0,0,0,0
1310,0,0,3,2,1,2,0,0,0,0,0,0
1311,0,0,3,1,0,2,2,2,2,2,2,2
1312,2,0,3,1,0,2,2,2,2,2,2,2
1323,2,2,2,1,0,1,2,2,1,2,2,1
1327,2,2,2,2,1,0,0,1,0,0,1,0
1328,1,2,2,0,2,1,2,1,2,2,1,2
1335,2,0,0,1,0,2,2,2,0,2,2,0
1336,2,2,2,0,2,1,1,1,1,1,1,1
1344,0,0,3,1,1,2,2,0,0,2,0,0
1348,0,3,0,1,0,2,2,0,0,2,0,0
1357,2,0,3,1,0,2,0,2,0,0,2,0
1366,0,3,0,2,1,0,0,0,0,0,0,0
1368,2,2,3,2,1,2,2,0,0,2,0,0
1369,1,1,1,0,2,1,1,1,1,1,1,1
1370,0,3,3,2,1,0,0,0,0,0,0,0
1375,1,2,2,0,2,1,1,1,1,1,1,1
1376,0,0,0,1,1,0,0,0,0,0,0,0
1386,0,0,3,2,1,0,0,0,0,0,0,0
1393,1,2,2,2,1,0,0,1,0,0,1,0
1396,0,0,3,1,0,2,0,2,2,0,2,2
1399,2,0,3,1,0,2,2,2,2,2,2,2
1407,2,3,0,0,2,1,0,0,1,0,0,1
1423,0,0,3,1,0,2,2,2,2,2,2,2
1430,1,2,1,0,2,1,1,1,1,1,1,1
1432,0,3,3,2,1,2,0,2,0,0,2,0
1436,0,3,0,2,1,0,0,0,0,0,0,0
1437,0,3,0,2,1,0,0,0,0,0,0,0
1443,2,3,0,2,1,0,0,0,0,0,0,0
1451,0,0,3,1,0,2,0,2,2,0,2,2
1454,1,2,2,0,2,1,1,1,1,1,1,1
1455,0,0,3,1,0,2,2,2,2,2,2,2
1459,0,3,0,2,1,0,0,0,0,0,0,0
1466,0,3,0,2,1,0,0,0,1,0,0,1
1474,2,2,1,0,2,1,2,1,1,2,1,1
1489,2,0,3,2,0,2,0,0,0,0,0,0
1490,2,0,3,1,0,2,2,2,2,2,2,2
1494,0,3,0,2,1,0,0,0,0,0,0,0
1496,2,0,3,1,0,2,2,2,2,2,2,2
1504,2,3,0,2,1,0,1,0,0,1,0,0
1509,0,0,3,1,0,2,2,0,2,2,0,2
1512,0,0,3,2,1,0,0,0,0,0,0,0
1518,2,2,2,2,1,0,0,0,0,0,0,0
1519,1,1,1,0,2,1,1,1,1,1,1,1
1522,0,3,0,2,1,0,0,0,0,0,0,0
1527,2,0,3,1,0,2,2,2,2,2,2,2
1528,0,3,0,2,1,0,0,0,0,0,0,0
1531,1,1,1,0,2,1,1,1,1,1,1,1
1536,2,2,2,2,1,0,0,0,1,0,0,1
1539,0,0,3,1,0,2,2,2,2,2,2,2
1542,1,1,2,0,2,1,2,1,1,2,1,1
1543,0,0,3,2,1,0,0,2,0,0,2,0
1545,0,0,2,2,0,2,2,0,2,2,0,2
1554,2,3,0,2,1,0,0,0,0,0,0,0
1564,1,1,1,0,2,1,1,1,0,1,1,0
1566,1,1,2,0,2,2,2,1,2,2,1,2
1568,0,3,0,2,1,0,0,0,0,0,0,0
1582,0,3,0,2,1,0,0,0,0,0,0,0
1585,0,3,0,2,1,0,0,0,0,0,0,0
1593,2,0,3,1,0,2,2,2,2,2,2,2
1596,0,0,3,2,1,0,0,0,0,0,0,0
1597,2,0,0,2,1,0,0,0,0,0,0,0
1608,0,3,0,1,1,0,2,0,0,2,0,0
1613,2,0,3,2,1,0,0,0,0,0,0,0
1620,0,0,3,1,0,2,2,2,2,2,2,2
1624,1,2,1,0,2,1,1,1,1,1,1,1
1627,2,0,3,1,0,2,2,2,2,2,2,2
1628,2,0,3,1,0,2,2,2,2,2,2,2
1629,2,2,2,2,1,0,0,1,1,0,1,1
1633,2,2,0,0,2,0,1,0,1,1,0,1
1634,1,1,2,0,2,1,1,1,1,1,1,1
1635,2,0,3,1,0,2,2,2,2,2,2,2
1639,2,2,2,0,2,1,2,1,1,2,1,1
1642,0,3,0,2,1,0,0,0,0,0,0,0
1643,2,1,1,0,2,1,0,1,1,0,1,1
1650,2,0,3,1,0,2,2,0,0,2,0,0
1664,0,3,0,2,1,0,0,0,1,0,0,1
1669,1,1,2,0,2,1,1,1,1,1,1,1
1673,0,0,3,2,1,0,0,0,0,0,0,0
1677,2,3,0,2,1,0,0,0,0,0,0,0
1688,2,2,2,2,0,2,2,2,2,2,2,2
1694,0,3,0,2,1,0,0,0,0,0,0,0
1707,1,1,1,0,2,1,1,1,1,1,1,1
1710,2,0,2,2,1,0,0,0,0,0,0,0
1711,0,0,3,2,1,0,0,0,0,0,0,0
1713,0,0,3,2,1,0,0,0,0,0,0,0
1714,0,0,3,1,0,2,2,2,2,2,2,2
1717,0,0,3,1,0,2,2,2,0,2,2,0
1718,1,1,1,0,2,1,1,1,1,1,1,1
1719,0,3,0,1,2,0,2,2,1,2,2,1
1731,2,0,3,1,1,0,2,0,0,2,0,0
1737,2,0,3,1,0,2,2,2,2,2,2,2
1754,2,2,2,1,2,2,2,1,2,2,1,2
1755,2,0,2,1,0,2,2,2,2,2,2,2
1761,0,0,3,1,1,0,0,0,0,0,0,0
1772,2,2,2,0,2,1,2,1,2,2,1,2
1776,0,0,3,2,0,2,2,2,0,2,2,0
1791,2,0,3,1,0,2,2,2,2,2,2,2
1792,0,0,3,2,1,0,0,0,0,0,0,0
1794,0,3,0,2,1,0,0,0,0,0,0,0
1795,0,3,0,1,0,2,2,1,2,2,1,2
1797,0,3,0,2,2,0,0,1,0,0,1,0
1801,2,0,3,1,0,2,2,2,2,2,2,2
1802,0,3,0,2,1,0,0,1,0,0,1,0
1818,1,1,1,0,2,1,1,1,1,1,1,1
1821,0,0,3,1,0,2,2,2,2,2,2,2
1834,2,2,3,1,0,2,2,2,2,2,2,2
1835,0,3,0,1,1,0,2,0,1,2,0,1
1837,2,2,2,0,2,1,2,1,1,2,1,1
1855,2,2,2,2,1,0,0,0,0,0,0,0
1856,2,3,0,2,1,0,0,0,0,0,0,0
1861,1,1,1,0,2,1,1,1,1,1,1,1
1864,0,3,0,2,1,0,0,0,0,0,0,0
1878,0,0,3,2,1,0,0,0,0,0,0,0
1881,0,3,0,2,1,0,0,0,0,0,0,0
1886,2,0,3,2,1,0,0,0,0,0,0,0
1898,0,0,3,2,1,0,0,2,0,0,2,0
1906,0,0,3,1,0,2,0,2,0,0,2,0
1909,0,0,3,1,0,2,2,2,2,2,2,2
1913,2,3,2,2,1,1,0,1,1,0,1,1
1920,0,3,0,2,0,2,2,0,0,2,0,0
1923,1,1,1,0,2,1,1,1,1,1,1,1
1924,2,2,0,0,1,0,1,1,0,1,1,0
1926,0,3,0,1,0,0,2,0,0,2,0,0
1932,0,3,0,2,1,0,0,0,0,0,0,0
1942,2,3,3,2,1,0,2,0,0,2,0,0
1945,2,0,3,1,0,2,2,2,2,2,2,2
1953,0,3,0,2,1,0,0,0,0,0,0,0
1955,2,0,3,1,0,2,2,2,2,2,2,2
1971,1,2,2,0,2,1,1,1,1,1,1,1
1977,2,2,0,0,2,0,2,1,1,2,1,1
1985,0,0,3,1,0,2,0,2,2,0,2,2
1988,0,3,0,2,1,0,0,0,0,0,0,0
1989,0,0,3,2,1,0,2,0,0,2,0,0
1997,0,0,3,1,0,2,2,2,2,2,2,2
1999,2,2,0,2,1,0,0,1,0,0,1,0
2000,2,1,2,0,2,1,1,1,1,1,1,1
2002,2,0,3,1,1,0,2,0,0,2,0,0
2005,2,2,2,1,0,2,2,2,2,2,2,2
2012,2,2,1,2,2,1,0,1,1,0,1,1
2015,0,0,3,1,0,2,0,2,2,0,2,2
2019,0,0,3,1,0,2,2,2,2,2,2,2
2023,2,2,3,2,1,2,0,0,2,0,0,2
2026,0,0,3,1,0,2,0,2,2,0,2,2
2027,1,2,2,2,2,1,0,0,1,0,0,1
2032,1,3,3,0,1,0,1,0,0,1,0,0
2041,0,3,0,2,1,0,0,0,0,0,0,0
2043,2,0,3,1,0,2,2,2,2,2,2,2
2056,2,0,3,1,0,2,2,2,0,2,2,0
2059,2,2,3,1,0,2,2,2,2,2,2,2
2062,1,1,1,0,2,1,1,1,1,1,1,1
2066,0,0,3,1,0,2,2,2,2,2,2,2
2070,0,0,3,1,0,0,2,0,0,2,0,0
2084,0,0,3,2,1,0,0,0,0,0,0,0
2089,1,2,2,0,1,0,2,0,1,2,0,1
2100,0,0,3,1,0,2,0,2,2,0,2,2
2101,0,0,3,1,0,0,0,2,0,0,2,0
2108,0,3,3,1,0,2,2,2,2,2,2,2
2116,1,1,1,0,2,1,0,1,1,0,1,1
2118,2,2,2,2,1,1,0,0,1,0,0,1
2119,1,1,1,0,2,1,1,1,1,1,1,1
2122,1,2,2,2,1,0,0,0,0,0,0,0
2124,2,1,1,0,2,1,1,1,1,1,1,1
2125,2,2,2,0,2,1,1,0,1,1,0,1
2128,0,3,0,2,1,0,0,0,0,0,0,0
2133,0,0,0,2,1,0,0,0,0,0,0,0
2135,2,0,3,1,0,2,2,2,2,2,2,2
2138,1,1,1,0,2,1,1,1,1,1,1,1
2143,0,0,3,1,0,2,0,2,2,0,2,2
2144,0,0,3,1,1,0,2,0,0,2,0,0
2148,0,0,3,1,0,2,2,2,2,2,2,2
2157,2,0,3,1,1,2,2,0,0,2,0,0
2164,0,0,3,1,0,2,2,2,2,2,2,2
2168,0,3,0,2,1,0,0,2,0,0,2,0
2180,0,0,3,2,1,0,0,0,0,0,0,0
2188,0,0,3,1,0,2,0,2,0,0,2,0
2189,0,3,0,2,1,0,0,0,0,0,0,0
2195,1,1,1,0,2,1,1,1,1,1,1,1
2201,0,0,3,2,1,2,2,0,0,2,0,0
2202,0,3,0,2,1,0,0,0,0,0,0,0
2203,0,0,3,1,0,2,2,2,0,2,2,0
2205,2,2,0,2,1,0,0,0,0,0,0,0
2215,0,3,0,2,1,0,0,0,0,0,0,0
2223,0,3,3,1,0,2,2,2,2,2,2,2
2231,2,2,1,2,1,1,0,1,1,0,1,1
2232,2,0,3,1,0,2,2,2,2,2,2,2
2235,2,0,3,2,1,2,2,0,0,2,0,0
2238,0,0,3,1,0,2,0,2,2,0,2,2
2242,0,0,3,2,1,0,0,0,0,0,0,0
2261,2,2,3,1,0,2,2,2,2,2,2,2
2268,1,2,2,0,2,1,1,1,1,1,1,1
2273,1,1,1,0,2,1,1,1,1,1,1,1
2286,0,0,3,2,0,2,0,2,2,0,2,2
2292,2,0,2,1,0,2,2,2,2,2,2,2
2300,0,3,0,1,0,2,0,2,2,0,2,2
2301,0,3,0,2,1,0,0,0,0,0,0,0
2302,0,3,0,2,1,0,0,0,0,0,0,0
2304,0,0,3,2,1,0,0,0,0,0,0,0
2308,2,0,3,1,0,2,2,2,2,2,2,2
2311,0,0,3,1,0,2,2,2,2,2,2,2
2314,0,3,0,2,1,2,0,0,0,0,0,0
2317,1,1,1,0,2,1,1,1,1,1,1,1
2326,2,2,2,0,2,1,2,1,1,2,1,1
2328,0,0,3,1,0,2,2,2,2,2,2,2
2329,0,0,3,2,1,0,0,0,0,0,0,0
2346,2,2,2,2,1,0,0,0,1,0,0,1
2348,0,3,0,2,1,0,0,0,0,0,0,0
2355,0,3,0,0,2,1,2,1,1,2,1,1
2356,2,0,3,1,0,2,2,2,2,2,2,2
2357,2,0,3,2,0,2,2,2,2,2,2,2
2360,0,0,3,2,0,0,0,0,0,0,0,0
2362,0,3,0,2,1,0,0,0,0,0,0,0
2363,0,0,3,2,1,0,0,0,0,0,0,0
2368,1,1,1,0,2,1,1,1,1,1,1,1
2371,1,1,1,0,2,1,1,1,1,1,1,1
2378,0,3,0,2,1,0,0,0,0,0,0,0
2382,0,0,3,1,0,2,2,2,2,2,2,2
2385,0,3,0,2,1,0,0,0,0,0,0,0
2397,1,1,1,0,2,1,1,1,1,1,1,1
2398,0,0,3,1,0,2,2,2,2,2,2,2
2405,0,3,0,2,1,0,0,0,0,0,0,0
2407,2,2,2,2,1,0,0,1,1,0,1,1
2415,0,0,0,1,0,2,2,2,0,2,2,0
2416,0,3,0,1,0,2,2,2,2,2,2,2
2420,0,0,3,2,1,0,0,0,0,0,0,0
2421,0,3,0,2,1,0,0,0,0,0,0,0
2428,0,0,3,1,0,2,2,2,2,2,2,2
2435,1,1,2,0,2,1,1,1,1,1,1,1
2436,1,1,2,0,2,1,1,1,1,1,1,1
2440,0,3,0,1,0,2,2,2,0,2,2,0
2443,2,0,3,1,0,2,2,2,2,2,2,2
2445,0,3,0,2,1,0,0,0,0,0,0,0
2453,2,0,3,1,0,2,2,2,2,2,2,2
2456,0,0,3,1,0,2,0,2,2,0,2,2
2468,0,0,3,1,1,0,2,0,0,2,0,0
2469,0,0,3,1,1,0,2,0,0,2,0,0
2471,0,0,2,2,1,0,0,0,1,0,0,1
2473,0,0,3,1,0,2,2,2,2,2,2,2
2474,1,2,1,0,2,1,1,1,1,1,1,1
2477,0,3,0,1,1,0,2,0,0,2,0,0
2478,0,0,2,1,1,0,2,0,0,2,0,0
2488,2,2,3,1,0,2,2,2,0,2,2,0
2492,0,2,2,1,2,1,2,1,1,2,1,1
2497,2,0,3,2,0,2,2,2,2,2,2,2
2499,1,1,1,0,2,1,1,1,1,1,1,1
2500,0,0,3,2,1,0,0,0,0,0,0,0
2501,2,2,2,2,1,0,0,0,0,0,0,0
2513,2,0,3,2,1,0,0,0,0,0,0,0
2516,2,0,3,1,0,2,2,2,2,2,2,2
2521,0,3,0,2,1,0,0,0,0,0,0,0
2525,2,2,2,0,2,0,2,0,1,2,0,1
2527,1,1,2,0,2,0,1,0,1,1,0,1
2533,2,2,2,0,0,1,1,2,1,1,2,1
2534,2,2,2,0,2,2,2,1,2,2,1,2
2547,0,0,3,2,0,2,0,2,0,0,2,0
2553,2,0,3,1,0,2,2,2,2,2,2,2
2560,2,0,3,1,0,2,2,2,2,2,2,2
2569,2,0,3,2,1,0,0,0,0,0,0,0
2570,2,0,3,2,0,0,2,2,0,2,2,0
2571,1,1,2,0,2,1,1,1,1,1,1,1
2572,0,0,3,1,0,2,2,2,2,2,2,2
2578,0,3,0,2,1,0,0,0,0,0,0,0
2579,1,2,2,0,2,1,1,1,1,1,1,1
