,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,year
5763,0.6,Debris Burning,45.91555556,-91.035,WI,Apr,0,2012
5764,152.0,Utilities,38.1430972,-81.69453507,WV,Apr,3,1999
5768,14.1,Arson,35.6544,-109.2003,AZ,May,2,2013
5769,3.1,Debris Burning,45.34778,-88.14109,WI,Apr,0,2013
5770,5.0,Arson,36.17027778,-94.75388889,OK,Jul,0,2012
5773,3.0,Debris Burning,37.79,-97.46,KS,Feb,0,2015
5777,2.85,Debris Burning,32.304,-83.1867,GA,Dec,0,1993
5781,2.59,Debris Burning,32.83757571,-83.24662059999999,GA,Feb,0,2011
5799,10.0,Lightning,40.67805556,-123.36305559999998,CA,Aug,3,2013
5810,2.0,Debris Burning,42.281000000000006,-97.31098,NE,Apr,0,2014
5816,1.0,Debris Burning,36.677890000000005,-83.70026,KY,Sep,0,2007
5819,1.89,Debris Burning,31.1724,-82.0377,GA,Feb,0,2002
5820,18.0,Utilities,35.85833333,-82.03194444,NC,Mar,1,2013
5826,11.47,Debris Burning,31.6018,-84.9391,GA,Jan,0,2002
5827,1.0,Utilities,35.6238,-119.7404,CA,Jun,0,2000
5828,1.0,Debris Burning,33.0467,-111.8857,AZ,Jul,0,1993
5831,8.0,Arson,47.9889,-99.0087,ND,Apr,0,1996
5832,2109.0,Utilities,42.66612,-115.57565,ID,Aug,1,1999
5850,54.0,Debris Burning,33.64283,-81.500298,SC,Mar,0,2013
5851,2.0,Debris Burning,34.65196888,-88.28780012,MS,Jan,0,2014
5859,1.1,Lightning,32.90885,-116.88223899999998,CA,Sep,0,1998
5860,1.0,Arson,33.09403472,-85.06388166,GA,Oct,0,2011
5861,15.0,Utilities,40.83745,-101.7269,NE,Mar,0,2015
5866,1.0,Utilities,42.95904,-115.52945,ID,Jun,0,2001
5867,5.0,Debris Burning,33.161858,-92.247037,AR,Sep,0,2015
5873,10.43,Arson,34.3272,-84.9649,GA,Dec,1,1995
5875,7.0,Accidental,43.1542,-102.3528,SD,Oct,0,2006
5881,1.0,Debris Burning,35.41945,-82.80456666,NC,May,0,2014
5882,0.6,Debris Burning,34.5326,-83.9499,GA,Jan,0,2001
5890,5.0,Arson,37.52666667,-92.13333333,MO,Mar,0,1997
5892,3.0,Arson,41.1566,-74.0539,NY,Apr,54,2014
5893,1.15,Debris Burning,33.38361389,-82.30070833,GA,Jan,0,2014
5915,1.56,Debris Burning,31.0875,-84.7343,GA,Feb,0,2002
5920,1.0,Debris Burning,35.9169,-81.60233333,NC,Nov,0,2013
5923,59.0,Lightning,45.2062,-113.6745,ID,Jul,80,2007
5925,1.5,Lightning,34.15194444,-108.5025,NM,Jul,0,2002
5928,2.0,Lightning,30.263611,-89.955833,LA,Jul,0,2001
5930,1.0,Debris Burning,31.61137135,-89.45393709,MS,Sep,0,1995
5940,2.0,Lightning,40.2072,-108.337,CO,Sep,4,2002
5944,1.1,Debris Burning,43.64772,-84.45864,MI,Apr,0,2002
5945,1.0,Arson,26.2308,-81.7021,FL,Jun,0,2011
5947,2.0,Arson,35.0516667,-88.5583333,TN,Nov,0,2005
5953,14.1,Lightning,43.24414,-116.15713999999998,ID,Aug,0,2007
5956,2.5,Debris Burning,46.98333364,-67.81666657,ME,May,0,1993
5961,2.0,Arson,33.94279,-93.22009,AR,Jun,0,2014
5963,10.0,Arson,37.32481262,-80.95111527,WV,Nov,0,2001
5966,2.5,Debris Burning,44.674,-97.495,SD,May,0,2013
5971,414.0,Arson,44.8011,-101.9527,SD,Sep,0,2012
5974,1.0,Arson,34.51988971,-89.18278919,MS,Mar,0,1993
5976,1.5,Lightning,32.4317,-104.3508,NM,Apr,0,2009
5977,490.0,Lightning,41.591,-118.2627,NV,Sep,1,1995
5981,1.8,Arson,31.8407,-81.5925,GA,Dec,0,1995
5982,44.8,Debris Burning,34.6186,-84.926,GA,Mar,0,1994
5984,1.0,Accidental,37.04463,-87.92336,KY,Mar,0,2009
5989,2.0,Debris Burning,34.27882,-92.49648,AR,Aug,0,2015
5991,0.9,Accidental,44.0083,-107.897103,WY,Jul,0,2014
6001,80.0,Debris Burning,36.7214,-96.0783,OK,Mar,0,2006
6009,237.0,Utilities,43.17758,-115.84269,ID,May,1,2013
6012,16.0,Lightning,44.0058,-105.1292,WY,Aug,2,2015
6013,2.7,Lightning,30.6924,-82.0596,GA,Jul,0,1998
6022,6.0,Debris Burning,41.91206,-77.06578,PA,Apr,0,2015
6029,1.0,Lightning,43.51333333,-103.9433333,SD,Jul,0,2000
6034,1.0,Debris Burning,34.72002182,-88.70037008,MS,May,0,1992
6036,2.0,Utilities,47.31666667,-91.88333333,MN,Apr,0,1994
6040,4.0,Debris Burning,39.20373299,-80.41222925,WV,Mar,0,1999
6043,1.2,Accidental,43.0092,-102.5569,SD,Jul,0,2012
6055,5.0,Accidental,45.318000000000005,-107.3812,MT,Apr,0,1996
6060,3.0,Arson,38.0666,-120.451,CA,Jul,0,1994
6065,35.0,Lightning,41.1181,-114.7964,NV,Jul,1,2006
6071,2.0,Debris Burning,37.50472222,-88.5875,IL,Feb,0,2004
6075,1.2,Accidental,42.8994,-108.7981,WY,Jul,0,2015
6078,0.81,Debris Burning,41.07749107,-73.94226604,NY,Apr,0,2003
6080,0.8,Arson,33.3503,-110.4567,AZ,Jul,0,2005
6096,10.0,Arson,36.933,-96.7055,OK,Jan,0,2006
6098,10.0,Arson,36.95444444,-92.1125,MO,Mar,0,2009
6104,326.0,Lightning,38.61722222,-111.6252778,UT,Jul,28,2003
6111,436.8,Lightning,40.9666,-118.0843,NV,Aug,3,2000
6117,20.0,Debris Burning,48.65361111,-114.9130556,MT,Apr,0,2013
6119,2.0,Debris Burning,31.7957,-95.5217,TX,Feb,0,2015
6121,1.0,Arson,47.99,-99.061,ND,Aug,0,2013
6125,3.3,Lightning,43.785,-120.7139,OR,Jul,2,2009
6126,2.0,Debris Burning,35.28635,-88.538383,TN,Oct,0,2011
6130,1.02,Debris Burning,31.1903,-84.5752,GA,Jan,0,2001
6131,2.0,Lightning,47.665,-120.5083333,WA,Aug,1,1993
6135,0.67,Utilities,42.20475909,-75.38197690000001,NY,Apr,0,2009
6136,102.1,Debris Burning,31.40023889,-81.92547222,GA,Feb,0,2013
6137,74.0,Utilities,32.4828,-103.1247,NM,May,0,2011
6140,1.0,Arson,35.02527778,-111.4625,AZ,May,3,2013
6141,95.0,Lightning,33.525,-111.1833333,AZ,Jul,2,2002
6143,2.0,Lightning,41.43611111,-121.7255556,CA,Jul,0,2008
6144,5.0,Utilities,33.179199,-81.12175,SC,May,0,2011
6151,95.0,Debris Burning,38.14158913,-81.65424904,WV,Mar,0,1995
6159,5.0,Arson,46.42753,-120.36587,WA,Jun,1,2012
6180,3.0,Debris Burning,33.0325333,-96.1112833,TX,Feb,0,2012
6186,1.0,Debris Burning,38.150487,-91.300421,MO,Oct,0,2015
6187,1.0,Utilities,41.009997,-111.701684,UT,Jul,2,2011
6188,1.0,Accidental,35.83333333,-77.48833333,NC,May,0,2010
6189,1.0,Arson,35.83891666,-81.47545,NC,Sep,1,2010
6195,5.0,Accidental,31.326502,-88.065619,AL,Jan,0,2003
6197,4.0,Debris Burning,34.28709,-93.1555,AR,Jun,0,2012
6199,5.0,Arson,33.89666667,-116.7783333,CA,Jun,0,1996
6205,0.64,Debris Burning,32.0472,-83.9551,GA,Mar,0,2002
6208,6.35,Debris Burning,32.24567778,-84.36843611,GA,Apr,0,2015
6211,3.0,Accidental,37.73252106,-83.04263306,KY,Mar,0,2013
6215,2.0,Debris Burning,33.87388889,-85.23694444,GA,Nov,0,2012
6217,2.77,Arson,32.46204167,-84.50299722,GA,Jul,0,2015
6222,5.0,Debris Burning,31.85165369,-89.7014185,MS,Oct,0,2013
6240,1.0,Debris Burning,33.77315169,-88.77248997,MS,Oct,0,1995
6241,20.0,Debris Burning,37.8485,-93.7228,MO,Jan,0,2014
6247,1.0,Lightning,27.4556,-80.8229,FL,May,0,2015
6249,1.0,Lightning,41.56777778,-122.03555559999998,CA,Aug,1,1999
6256,1.0,Arson,33.56861111,-95.08527778,TX,Mar,0,2011
6261,2.2,Lightning,37.20944444,-106.8136111,CO,Aug,2,2009
6262,1.0,Debris Burning,33.961669,-86.385037,AL,Nov,0,2003
6263,5.0,Debris Burning,35.614794,-106.73519,NM,Mar,3,2012
6268,325.0,Utilities,34.7278,-95.7292,OK,Jul,0,2006
6278,6.11,Arson,32.2013,-83.5104,GA,Apr,0,1997
6279,0.96,Debris Burning,34.8758,-85.199,GA,Feb,0,2002
6286,1.0,Accidental,37.25544,-83.20612,KY,Mar,0,2009
6292,1.0,Arson,31.06675826,-89.61866297,MS,Dec,0,1992
6295,3.0,Arson,34.8258,-95.0555,OK,Jan,0,2006
6298,6.0,Lightning,46.78,-115.13,ID,Aug,2,1992
6300,80.0,Arson,35.07223334,-95.3831,OK,May,0,2010
6302,14.16,Arson,34.1384,-83.9099,GA,Feb,0,2002
6309,2389.0,Lightning,46.2369,-119.4819,WA,Jul,2,2007
6311,2.0,Debris Burning,38.76427977,-81.70057365,WV,Apr,0,2014
6318,0.57,Arson,34.79,-84.9274,GA,Feb,0,1994
6319,4.0,Debris Burning,37.14582,-82.78299999999999,KY,Apr,0,2008
6321,1.0,Debris Burning,40.01525879,-96.11148834,NE,Apr,0,2011
6328,85.0,Debris Burning,33.88662,-92.93861,AR,Oct,0,2015
6330,12.0,Debris Burning,42.1186,-96.3142,NE,Apr,0,2006
6336,1.0,Debris Burning,47.8779,-117.9655,WA,May,1,2006
6338,1.0,Arson,35.7631,-94.6136,OK,Mar,0,2005
6340,1.0,Lightning,42.6499,-115.6176,ID,Jun,0,1992
6342,6.3,Debris Burning,40.5675,-115.6267,NV,Aug,0,2012
6345,6.0,Lightning,45.18916667,-114.8552778,ID,Aug,2,1996
6346,0.92,Debris Burning,31.3275,-84.9163,GA,Aug,0,2001
6347,5.0,Arson,30.917324,-88.250976,AL,Mar,0,2004
6349,1.0,Debris Burning,38.18439,-82.68479,KY,Mar,0,2008
6352,5.5,Debris Burning,35.972783,-89.31955,TN,Sep,0,2010
6353,5.0,Arson,41.0793,-123.687,CA,Aug,0,2007
6362,20.0,Debris Burning,35.9083,-83.784083,TN,Apr,0,2011
6365,210.0,Utilities,37.73715671,-81.75926321,WV,Nov,1,2015
6367,3.0,Accidental,30.70035,-93.78556667,TX,Mar,0,2011
6369,1.0,Debris Burning,32.03201056,-89.84909457,MS,Feb,0,1998
6371,1498.0,Utilities,33.2168,-105.5172,NM,Jun,9,2008
6374,5.0,Arson,34.97969315,-88.44496202,MS,Dec,0,1993
6376,6.2,Lightning,26.3465,-81.5534,FL,May,1,2011
6383,10.0,Arson,32.801564,-86.55322,AL,Feb,0,2004
6384,0.75,Arson,48.09425169,-93.93746674,MN,Apr,0,2012
6387,15.0,Accidental,47.8686,-94.9997,MN,Apr,0,2015
6389,82.7,Lightning,33.465,-85.86888889,AL,Aug,4,2002
6398,1.5,Debris Burning,44.86666533,-70.36666997,ME,May,0,1992
6400,1.5,Arson,30.4867,-82.0208,GA,Nov,0,1997
6405,0.53,Arson,31.9614,-83.794,GA,Jan,0,1992
6417,8.6,Debris Burning,34.3733,-97.5886,OK,Aug,0,2008
6418,3.0,Arson,33.00156185,-89.7715242,MS,Mar,0,2012
6419,3.0,Arson,35.11123333,-94.93926665,OK,Nov,0,2009
6429,2.15,Debris Burning,32.287,-83.4492,GA,Feb,0,2000
6433,34.0,Lightning,36.9516,-113.8075,AZ,Aug,4,1999
6445,1.0,Debris Burning,34.90002,-106.68218,NM,Mar,3,2011
6448,6238.2,Lightning,63.5347,-152.1973,AK,Jun,50,2001
6459,15.0,Debris Burning,47.3999,-118.5344,WA,Mar,0,1994
6460,10.0,Arson,36.58915,-82.973867,TN,Apr,0,2015
6461,3.0,Lightning,33.6525,-109.0,NM,Aug,1,2004
6464,5.0,Debris Burning,42.02115,-103.0364,NE,Jul,0,2014
6466,12.0,Arson,32.88404428,-89.67703334,MS,Mar,0,1995
6467,30.0,Lightning,41.54666667,-117.585,NV,Aug,1,1996
6471,14.0,Arson,45.65586045,-88.29263949,WI,Nov,0,1994
6476,1.0,Accidental,47.975,-102.5767,ND,Jul,0,2011
6478,1.0,Accidental,47.9792,-99.0325,ND,Jul,0,2008
6485,15.0,Accidental,34.98290233,-89.32709563,MS,Jan,0,2014
6493,25.0,Accidental,34.65,-80.25,SC,Mar,1,2003
6498,1.25,Lightning,33.96055556,-109.0877778,AZ,Jul,1,2007
6516,3.0,Lightning,36.42972222,-106.24944440000002,NM,May,1,2003
6517,18.0,Debris Burning,34.73511155,-89.15055154,MS,Mar,0,2014
6518,2.0,Debris Burning,44.3625,-85.78333333,MI,Mar,0,1999
6519,1.46,Accidental,32.5615,-84.1573,GA,Mar,0,2002
6520,34.0,Accidental,30.08328333,-95.20475,TX,Aug,0,2011
6524,2.5,Lightning,35.62138889,-105.80055559999998,NM,Jun,1,2001
6525,1.5,Debris Burning,46.6942926,-95.78630462,MN,May,0,2013
6528,0.71,Debris Burning,32.3213,-83.5501,GA,Sep,0,1997
6530,20.0,Arson,35.77730001,-95.08758334,OK,Mar,0,2011
6532,1.5,Lightning,46.49666667,-112.1366667,MT,Aug,1,2003
6550,5.0,Arson,32.98397205,-89.13912275,MS,Mar,0,1992
6554,11.0,Debris Burning,34.040628000000005,-86.945413,AL,Jun,0,2006
6563,16.8,Lightning,25.85798,-81.11265,FL,Aug,0,1993
6564,1.0,Arson,35.21558333,-82.36336666,NC,Nov,0,2014
6572,10.0,Debris Burning,37.62237,-83.88542,KY,Apr,1,2010
6574,3.0,Debris Burning,35.675533,-84.9947,TN,Nov,1,2007
6581,3.0,Debris Burning,30.6236,-86.9354,FL,Feb,0,2011
6588,0.58,Debris Burning,32.5269,-83.2853,GA,Mar,0,1993
6589,12.0,Lightning,45.86166667,-114.805,ID,Aug,9,1992
6591,1.0,Arson,40.561783,-122.25265,CA,Oct,0,2013
6592,5.0,Lightning,37.24361111,-106.9419444,CO,Sep,1,2012
6594,40.0,Arson,35.6883,-94.5183,OK,Mar,0,2005
6597,40.0,Debris Burning,37.29666,-112.91598,UT,Oct,3,1992
6599,15.0,Arson,31.8578,-81.2702,GA,Mar,0,1996
6601,1.5,Accidental,33.883213,-81.25798,SC,Oct,0,2011
6606,2.0,Debris Burning,31.17704444,-84.524625,GA,Dec,0,2012
6613,29.53,Lightning,31.10275,-84.2244,GA,Jul,0,2014
6616,2.0,Arson,31.66083,-87.52365400000001,AL,Feb,0,2007
6617,1500.0,Lightning,40.428,-118.1793,NV,Aug,4,2001
6622,4.5,Debris Burning,32.109105,-85.69533299999999,AL,Nov,0,2007
6626,50.0,Debris Burning,32.66062629,-89.27136876,MS,Mar,0,2014
6628,1.0,Arson,31.16875961,-89.61318784,MS,Jan,0,1998
6636,1.0,Lightning,35.405,-111.6222222,AZ,Jun,0,2004
6640,7505.0,Accidental,43.2797,-102.8018,SD,Aug,0,2002
6641,0.8,Accidental,44.1033,-99.3876,SD,Jul,0,1996
6642,1.0,Accidental,33.3167,-110.4573,AZ,Apr,0,1997
6644,1.0,Arson,37.63034986,-81.24026403,WV,Mar,0,1999
6650,5.0,Debris Burning,30.77173,-88.335673,AL,Feb,0,2006
6651,15.0,Accidental,35.610671999999994,-106.006403,NM,Jul,0,2009
6653,1.0,Arson,43.13225475,-77.06323056,NY,Apr,0,2003
6654,30.0,Lightning,40.5422,-115.8236,NV,Jul,2,2007
6655,3.14,Debris Burning,33.61415927,-82.40352883,GA,Jan,0,2011
6659,180.0,Debris Burning,47.9916,-95.5086,MN,Apr,0,1999
6660,1.5,Debris Burning,35.9167,-110.6507,AZ,Jun,0,1999
6669,18.0,Lightning,47.16777778,-114.9022222,MT,Aug,4,2000
6671,6.16,Debris Burning,31.5667,-82.1567,GA,Mar,0,1992
6672,1400.0,Lightning,33.4501,-104.2005,NM,Jun,0,1993
6678,1.0,Utilities,32.8375,-94.62416667,TX,Oct,0,2011
6682,25.0,Arson,33.95683333,-94.87466666,OK,Aug,1,2011
6685,5.0,Arson,31.35916592,-89.97001441,MS,Feb,0,1993
6688,6.86,Debris Burning,31.0189,-84.4943,GA,Feb,0,1992
6694,7.0,Utilities,37.74694444,-119.9916667,CA,Jun,0,2001
6698,40.0,Debris Burning,38.316,-83.20700000000001,KY,Sep,0,2002
6700,3.0,Lightning,42.55166667,-121.575,OR,Jul,0,1994
6701,1.0,Arson,48.8417,-99.8962,ND,May,0,2006
6702,0.74,Debris Burning,32.2356,-83.5102,GA,Mar,0,1993
6704,1.5,Arson,43.1889,-102.3357,SD,Apr,0,2005
6707,18.0,Arson,34.8254,-79.2182,NC,Apr,0,2010
6709,30.0,Utilities,26.2438,-81.4134,FL,Mar,0,2001
6710,1.0,Debris Burning,31.52233836,-88.51585874,MS,Jul,0,2015
6714,1.0,Lightning,41.50722222,-120.9766667,CA,Jul,1,2003
6720,1.0,Arson,35.248217,-87.78145,TN,Jun,0,2010
6721,45.0,Debris Burning,30.5934,-83.3359,FL,Jan,0,2012
6724,75.0,Debris Burning,45.79656239,-93.8704312,MN,Nov,0,2015
6726,4.1,Lightning,35.04061,-108.77846,NM,Jul,0,2009
6729,1.1,Arson,36.07833333,-92.36333333,AR,Jul,0,1993
6735,3.0,Debris Burning,35.76918,-94.84275,OK,Mar,1,2015
6738,2.0,Debris Burning,46.8499,-92.5002,MN,Apr,0,1997
6739,16.94,Utilities,32.4072,-84.1572,GA,Jun,0,1993
6744,100.0,Debris Burning,30.68545379,-88.46055838,MS,Mar,0,1996
6746,2.0,Lightning,44.71027778,-104.3633333,WY,Jul,1,2003
6747,1.0,Utilities,36.88856,-87.72565999999999,KY,Aug,0,2007
6748,1420.0,Utilities,48.3394,-119.4231,WA,Jul,5,2008
6757,10857.0,Lightning,39.73488,-121.7361,CA,Aug,13,1999
6761,5.0,Lightning,47.31777778,-113.5083333,MT,Aug,84,2015
6762,2.5,Debris Burning,33.349998,-80.666664,SC,Sep,0,2015
6766,1.0,Lightning,37.1222,-108.4062,CO,Aug,2,1993
6767,29.71,Debris Burning,32.99805556,-81.75194444,GA,Feb,0,2013
6768,15.0,Arson,35.56069,-92.01299,AR,Mar,0,2014
6771,3.3,Arson,35.4892,-83.3403,NC,Apr,2,2010
6772,1.0,Utilities,44.28449183,-84.90339985,MI,Jul,2,1992
6776,0.7,Arson,38.61805556,-82.69944444,OH,Mar,0,2012
6790,1.0,Utilities,30.43333333,-88.41666667,MS,Sep,0,2005
6793,5.0,Accidental,44.0767,-99.6346,SD,Oct,0,1998
6795,3.0,Accidental,42.4522,-114.5628,ID,Jul,0,2008
6798,14.75,Utilities,29.13,-81.84222222,FL,Mar,11,2011
6803,78.0,Debris Burning,32.981640000000006,-80.453293,SC,Apr,0,2011
6807,3.0,Lightning,38.4636,-112.8744,UT,Aug,1,1998
6815,250.0,Lightning,41.09333333,-122.62166670000002,CA,Sep,5,1994
6817,1.5,Arson,44.2302,-75.6041,NY,Apr,0,2015
6832,3.0,Arson,46.9661,-95.3917,MN,May,0,2002
6834,2.5,Accidental,40.38023,-95.87399,NE,Sep,0,2012
6846,0.8,Debris Burning,38.294494,-77.470072,VA,Feb,0,2009
6854,10.0,Debris Burning,33.620705,-80.85368299999999,SC,Jan,0,2015
6856,0.75,Lightning,35.644722200000004,-106.591944,NM,Jul,15,2010
6861,1.0,Arson,44.84058287,-74.79889711,NY,Apr,0,2006
6872,15.0,Utilities,34.15,-112.134,AZ,Jul,0,1994
6873,1.45,Debris Burning,31.0533,-84.9136,GA,Jul,0,1996
6877,1.5,Debris Burning,42.95676564,-73.82864286,NY,May,0,2007
6884,15.0,Arson,31.92041024,-89.47651913,MS,Oct,0,1993
6885,15.0,Arson,38.73,-95.4,KS,Jan,0,2015
6892,50.0,Arson,45.6308,-100.5892,SD,Jun,1,2010
6893,0.59,Debris Burning,32.15233412,-84.38081184,GA,Mar,0,2012
6898,80.0,Arson,35.31888889,-95.41583333,OK,Mar,0,2012
6899,1.8,Debris Burning,30.8989,-84.4339,GA,Feb,0,2000
6901,6.0,Debris Burning,38.56805556,-120.2847222,CA,Nov,5,2002
6909,2.5,Arson,33.3003,-110.4182,AZ,Jun,0,2001
6910,1.0,Debris Burning,44.0772,-99.6168,SD,Apr,0,1993
6911,1.0,Accidental,43.0139,-102.5491,SD,Sep,0,2001
6918,1.8,Debris Burning,31.4636,-81.4553,GA,Mar,0,1993
6920,7.84,Debris Burning,32.0978,-81.2472,GA,Mar,0,1993
6924,10.0,Lightning,41.793072,-113.169167,UT,Jul,1,2011
6935,1.0,Utilities,43.39488,-116.00707,ID,May,0,2012
6937,1.0,Debris Burning,31.96367686,-89.00677882,MS,Oct,0,1992
6942,3.0,Utilities,45.7241,-107.5537,MT,Mar,0,2013
6944,1.54,Arson,42.4550031,-73.50167432,NY,Apr,0,2005
6949,43.0,Lightning,33.77416667,-108.4266667,NM,Jul,1,2008
6951,5.0,Utilities,37.68844,-83.09858,KY,Nov,0,2011
6956,9.2,Accidental,32.51498347,-84.93468153,GA,Sep,0,2011
6963,3.0,Debris Burning,33.81005138,-88.30686553,MS,Feb,0,1992
6965,2.0,Accidental,35.28694444,-83.02388889,NC,Apr,0,2012
6970,66.7,Lightning,29.985,-93.64611111,LA,Jun,7,2006
6983,30.0,Lightning,40.6167,-117.8283,NV,Jul,2,2006
6984,10.0,Arson,31.505,-88.81833333,MS,Mar,0,1997
6991,5.0,Arson,27.9301,-80.7186,FL,May,0,2014
6993,0.8,Lightning,39.08833333,-105.39166670000002,CO,Aug,1,1996
6994,1.0,Accidental,38.55086,-82.9178,KY,Feb,0,2002
7010,0.61,Arson,33.8471,-84.2195,GA,Mar,0,1994
7017,7.6,Debris Burning,31.399784000000004,-87.725212,AL,Dec,0,2006
7020,25.0,Utilities,33.78799998,-94.67716668,OK,Oct,0,2010
7021,6.0,Arson,34.425,-93.67333333,AR,Sep,0,2000
7025,5.5,Lightning,48.17966,-118.2214,WA,Jun,2,2014
7041,15.0,Lightning,32.0864,-103.3724,NM,Jun,0,2011
7044,1.4,Debris Burning,36.80861111,-92.06027778,MO,Mar,0,2003
7045,1.0,Accidental,44.78805556,-93.405,MN,Mar,0,2010
7051,3.0,Debris Burning,37.95469129999999,-81.93697055,WV,Nov,0,2005
7054,1.0,Arson,30.8414,-86.9056,FL,Feb,0,2015
7055,1.0,Accidental,41.10048096,-74.0193248,NY,May,0,2004
7056,5.0,Lightning,42.46444444,-110.8611111,WY,Sep,2,1994
7060,186.0,Lightning,44.2844,-119.4433,OR,Oct,81,2011
7064,400.0,Lightning,45.24138889,-114.8683333,ID,Aug,22,2007
7067,1.73,Lightning,31.0523,-81.7189,GA,May,0,2000
7069,1.0,Arson,33.12961177,-89.35516601,MS,Mar,0,1992
7071,2.5,Accidental,47.875,-95.1097,MN,May,0,2014
7074,4.0,Utilities,37.77083333,-89.435,IL,Apr,0,2004
7075,0.83,Arson,42.87295749,-73.76460534,NY,Oct,0,2001
7096,30.0,Debris Burning,33.36444444,-94.63972222,TX,Feb,0,2009
7099,20.0,Debris Burning,33.306058,-86.283268,AL,Mar,0,2004
7106,2.0,Lightning,44.80472222,-118.2180556,OR,Jul,0,2000
7108,7.0,Utilities,37.62583333,-121.1777778,CA,Sep,0,2013
7112,10.0,Arson,31.72055713,-89.56778907,MS,Jun,0,2012
7122,1.0,Lightning,35.935,-106.2866667,NM,May,2,1993
7129,2.0,Debris Burning,33.068497,-86.121523,AL,Apr,0,2006
7135,2.0,Utilities,38.00823614,-81.09393135,WV,Nov,0,2015
7137,23.0,Utilities,34.68666667,-118.78555559999998,CA,May,0,2009
7141,6.0,Arson,31.532498,-86.82934399999999,AL,Mar,0,2005
7150,1.0,Utilities,36.3753,-96.4808,OK,Mar,1,2008
7160,1.5,Arson,34.35898471,-85.14948117,GA,May,0,2011
7162,4.1,Lightning,30.6092,-81.6498,FL,May,0,2012
7166,4.0,Accidental,33.76666667,-108.8666667,NM,Mar,1,1999
7170,5.0,Accidental,37.51999,-83.2395,KY,Mar,0,2007
7177,1.0,Utilities,44.71666731,-69.41666445,ME,May,0,1992
7178,2.11,Accidental,34.90758745,-85.12455817,GA,Aug,0,2002
7180,3.7,Lightning,33.74218,-103.11503,NM,Aug,0,2012
7181,5.0,Debris Burning,47.3833,-95.517,MN,Apr,0,1999
7183,3.0,Debris Burning,31.89151386,-89.14807262,MS,Aug,0,1994
7186,2.04,Debris Burning,31.8236,-81.6932,GA,Jan,0,1994
7187,58.0,Lightning,37.0203,-113.7236,UT,Jun,0,2005
7189,6.0,Arson,35.50442,-92.17888,AR,Feb,0,2011
7192,1.0,Debris Burning,32.449089,-80.768814,SC,May,0,2011
7193,1.0,Accidental,41.34556,-75.81416999999999,PA,Nov,0,2012
7194,6.0,Lightning,43.2546,-114.2242,ID,Aug,0,2004
7198,75.0,Arson,35.02486667,-95.2209,OK,Sep,1,2011
7211,2.0,Debris Burning,35.98472222,-99.91833333,OK,Apr,0,2009
7212,285.0,Arson,32.9212838,-89.69449846,MS,Mar,0,1992
7220,1.54,Debris Burning,32.8185,-83.9541,GA,Apr,0,2000
7224,105.0,Arson,37.81833333,-83.69666667,KY,Apr,1,1996
7228,0.93,Arson,31.88152778,-82.58788889,GA,Dec,0,2014
7229,7.0,Debris Burning,32.90757984,-90.00412047,MS,Apr,0,1996
7239,1.0,Arson,39.03,-95.56,KS,Mar,0,2015
7243,4.0,Lightning,29.329,-81.3693,FL,Jun,0,2014
7244,9.0,Arson,31.81069329,-89.83792244,MS,Mar,0,1997
7254,35.0,Debris Burning,32.599827000000005,-86.187667,AL,Oct,0,2005
7255,12.0,Arson,33.81130498,-89.48270262,MS,Dec,0,1995
7260,10.0,Arson,31.88147397,-88.90502177,MS,May,0,1996
7286,4.0,Lightning,37.1247,-113.0339,UT,Jul,1,2006
7288,20.0,Debris Burning,33.313068,-81.415604,SC,Jan,0,2013
7295,0.75,Arson,42.90932149,-73.83233958,NY,Apr,0,2001
7297,0.97,Debris Burning,33.2127,-83.6673,GA,Mar,0,2001
7301,10.21,Accidental,33.2125,-83.2366,GA,Sep,0,1997
7307,1.5,Lightning,36.40412,-118.72724,CA,Aug,4,1995
7310,2.0,Debris Burning,42.40629406,-75.46125122,NY,Mar,0,2007
7311,30.0,Debris Burning,34.608169000000004,-87.749557,AL,Jul,0,2006
7315,0.79,Debris Burning,34.36597778,-83.229375,GA,Oct,0,2012
7316,1.5,Lightning,44.10138889,-103.5869444,SD,Jul,1,2006
7318,25.0,Utilities,32.23105556,-95.83325,TX,Jul,0,2009
7321,1.0,Utilities,40.92045597,-72.72383649,NY,Jun,0,2002
7324,8.5,Lightning,45.59416667,-104.2225,MT,Aug,2,2005
7328,3.5,Arson,36.16775,-85.686017,TN,Nov,0,2012
7333,6.0,Debris Burning,34.56173785,-88.36021744,MS,Aug,0,1999
7342,4.5,Lightning,38.48527778,-119.6125,CA,Jul,6,2002
7354,3.0,Arson,35.91188,-93.09193,AR,Nov,0,2014
7361,2.0,Arson,34.17090367,-88.48002166,MS,Mar,0,1995
7365,1.0,Arson,44.57763594,-95.0175785,MN,Jul,0,2014
7372,1.0,Debris Burning,43.0258,-108.7865,WY,Feb,0,1996
7377,5.0,Arson,35.0557,-90.72712,AR,Apr,0,2014
7382,1.5,Utilities,46.645,-121.1383333,WA,May,0,1997
7386,1.93,Arson,32.0463,-81.2882,GA,Aug,0,1993
7393,900.0,Accidental,34.53166667,-111.8683333,AZ,Aug,2,1995
7400,4.75,Lightning,43.65916667,-119.5719444,OR,Jul,4,2007
7404,1.5,Debris Burning,30.84075,-95.34786117,TX,Jul,0,2013
7422,20.0,Arson,34.54231669,-94.79023336,OK,Mar,0,2010
