state,discovery_month,fire_cause,Temp_pre_7,Wind_pre_7,Hum_pre_7,putout_time,fire_size_bin,fire_size_bin_no
MS,Mar,Arson,15.36615385,3.169230769,62.13846154,0,Mini,3
WI,Apr,Debris Burning,2.380310881,4.813989637,57.24736842,0,Teacup,1
MS,Sep,Arson,19.22670455,1.996022727,70.01714286,0,Teacup,1
GA,Oct,Utilities,15.88076923,1.814102564,49.49358974,0,Toy,2
AR,Jun,Arson,27.06931818,1.278977273,68.19886364,0,Mini,3
OR,Aug,Lightning,21.28742515,2.917964072,46.22754491,0,Mini,3
ND,Apr,Debris Burning,4.658730159,5.24333996,63.29622266,0,Teacup,1
ND,Apr,Arson,6.963302752000001,5.571559633,66.12,0,Medium,4
WA,Aug,Lightning,27.73511905,3.738922156,24.81437126,34,Large,5
TN,Feb,Debris Burning,3.325268817,3.21344086,62.41397849,0,Teacup,1
TX,Oct,Debris Burning,23.95586481,3.045725646,73.42105263,0,Teacup,1
AL,Mar,Debris Burning,8.573134328,4.064676617,67.09693878,0,Teacup,1
CA,Sep,Arson,25.66666667,2.358169935,37.86492375,0,Teacup,1
TX,Sep,Lightning,26.42430279,3.900996016,53.44023904,1,Teacup,1
MS,Feb,Accidental,8.159760956,2.64251497,61.49500998,0,Teacup,1
MS,Feb,Arson,7.374375,4.670625,55.1572327,0,Mini,3
CA,Jul,Arson,28.56309524,3.817261905,54.33928571,0,Teacup,1
TN,Mar,Arson,4.375298805,1.311952191,72.94646681,0,Mini,3
ID,Sep,Lightning,12.6,3.1475,65.55,0,Toy,2
ID,Aug,Utilities,17.03773585,2.28490566,48.96226415,0,Teacup,1
GA,Aug,Lightning,28.108,1.693,67.20620843,0,Medium,4
CA,Sep,Utilities,27.20281124,2.9664658630000003,27.006024100000005,0,Teacup,1
AZ,Jun,Arson,28.63953488,4.537209302,20.49418605,0,Toy,2
MS,Feb,Arson,15.22168675,3.237575758,65.7133758,0,Medium,4
GA,Jan,Debris Burning,15.3943662,2.050704225,68.67142857,0,Teacup,1
AZ,Jul,Lightning,34.00581395,4.095930233,16.34302326,1,Teacup,1
GA,Oct,Accidental,16.85483871,1.6316129030000002,52.64516129,0,Teacup,1
ID,Jun,Utilities,15.13463035,4.898054475,50.69918699,0,Teacup,1
NY,Mar,Debris Burning,1.3221590909999998,5.680681817999999,47.17045455,0,Teacup,1
AL,Jun,Utilities,28.16500994,2.382306163,55.18290258,0,Teacup,1
TX,Dec,Arson,1.535,5.627853881,68.15789474,4,Teacup,1
GA,Jun,Debris Burning,25.55992509,2.9827715360000004,74.71535581,0,Teacup,1
GA,Apr,Utilities,17.71803279,3.898360656,67.16393443,0,Mini,3
MS,Mar,Debris Burning,17.29939394,4.163636363999999,74.33742331,0,Teacup,1
NC,Mar,Arson,5.572580645,1.821370968,63.77959184,0,Teacup,1
OH,Nov,Debris Burning,14.19414414,3.397297297,79.51904762,0,Teacup,1
FL,Dec,Arson,20.06111111,3.095061728,68.64150943,1,Toy,2
AL,Feb,Accidental,12.09734848,2.4806818180000003,74.69767442,0,Mini,3
AR,Feb,Arson,10.87857143,3.328571429,68.67857143,1,Teacup,1
GA,Apr,Arson,21.12922465,2.502186879,60.98807157,0,Teacup,1
OK,Mar,Arson,5.377092511,5.181938326,67.00460829,1,Medium,4
KY,Mar,Debris Burning,8.00623053,2.656386293,75.19915254,0,Medium,4
AL,Dec,Arson,11.80671378,2.516961131,77.64315353,0,Mini,3
ID,Sep,Lightning,18.35853659,3.851219512,43.875,2,Teacup,1
MS,Mar,Arson,14.712,3.4472,63.84745763,0,Teacup,1
FL,Mar,Arson,16.21495327,2.725700935,73.60563379999999,0,Teacup,1
GA,May,Debris Burning,22.24351297,1.507185629,67.24646465,0,Teacup,1
NM,Aug,Lightning,23.03162393,4.41965812,46.21367521,19,Mini,3
NE,Jul,Utilities,22.6759519,3.853106212,74.07014028,0,Toy,2
GA,Apr,Accidental,15.52738095,4.351785714,54.64285714,1,Teacup,1
AL,Mar,Arson,16.00732759,5.637931034,61.05603448,0,Toy,2
NM,Jul,Lightning,26.68198381,3.3878542510000003,34.5242915,0,Teacup,1
ID,Aug,Lightning,23.59216867,0.88373494,58.07228916,3,Teacup,1
CA,May,Utilities,25.34358974,2.989005236,42.93717277,0,Toy,2
OK,Nov,Utilities,12.35414634,2.301463415,76.90769231,7,Large,5
NE,Oct,Utilities,12.95638767,4.358590308,66.9035533,0,Medium,4
FL,Nov,Utilities,10.04150943,0.53490566,69.9223301,0,Toy,2
WA,Aug,Lightning,23.92307692,0.915384615,46.11538462,2,Teacup,1
WA,Sep,Arson,16.41434263,3.125298805,59.98406375,12,Toy,2
MN,Apr,Utilities,5.840236686,4.914201183,82.20869565,0,Teacup,1
MS,Mar,Debris Burning,12.93106796,2.7199029130000003,75.29850746,0,Teacup,1
FL,May,Utilities,24.75985663,2.249640288,75.38628159,0,Teacup,1
GA,Mar,Debris Burning,13.19166667,3.655357143,51.05988024,0,Teacup,1
GA,Mar,Accidental,12.50535714,3.830952381,60.1835443,0,Teacup,1
GA,Sep,Debris Burning,23.78968254,3.025,70.0,0,Teacup,1
WY,Jul,Lightning,26.40163934,4.881147541,43.23770492,0,Teacup,1
VA,Nov,Arson,12.65833333,1.660119048,61.53503185,2,Toy,2
NY,Mar,Debris Burning,0.56959707,1.849450549,74.52747253,0,Teacup,1
TX,Mar,Debris Burning,25.59497487,5.803517587999999,66.88442211,0,Toy,2
FL,Aug,Lightning,29.76530612,3.755102041,74.38372093,0,Teacup,1
SC,Nov,Debris Burning,8.368421052999999,0.70465587,61.91097923,0,Toy,2
MS,Mar,Arson,8.313253012,3.876506024,49.57831325,0,Teacup,1
AZ,Jun,Lightning,28.36019417,4.2417475730000005,14.46078431,0,Medium,4
WI,May,Debris Burning,12.63453815,2.367670683,59.62449799,0,Medium,4
FL,Sep,Debris Burning,26.50157068,1.116230366,73.04371585,0,Toy,2
GA,Jul,Arson,27.15496689,1.239072848,66.08609272,0,Teacup,1
NY,Apr,Debris Burning,6.2455089820000005,2.367664671,50.79393939,0,Teacup,1
ID,Jun,Lightning,18.44418605,2.198837209,58.3372093,1,Medium,4
MT,Sep,Lightning,17.225,1.07,57.075,3,Medium,4
TX,Jul,Utilities,26.50257937,1.9625,64.73214286,0,Toy,2
MS,Oct,Debris Burning,20.60568182,2.782954545,64.56818182,0,Teacup,1
KS,Feb,Debris Burning,-1.248639456,6.950175439,74.28421053,0,Teacup,1
GA,May,Arson,21.12121212,1.183636364,71.40740741,0,Teacup,1
OR,Sep,Accidental,19.13254438,4.195266272,50.9408284,1,Teacup,1
GA,Feb,Debris Burning,14.63976834,1.555984556,74.14516129,0,Teacup,1
VA,Apr,Debris Burning,14.68869565,2.264782609,56.79130435,0,Toy,2
NY,May,Arson,11.66752577,3.668041237,46.06185567,0,Teacup,1
NC,Nov,Debris Burning,10.18035714,2.839189189,53.63963964,0,Teacup,1
MS,Mar,Debris Burning,3.004320988,3.636024845,62.675,0,Mini,3
GA,Feb,Utilities,10.23619048,2.772727273,63.09090909,0,Teacup,1
VA,Oct,Arson,16.83030303,3.3451219510000003,51.23170732,0,Teacup,1
SC,Apr,Arson,16.14147465,3.405529954,66.33953488,0,Toy,2
SC,Jul,Arson,25.58250497,1.423260437,70.43044619,0,Teacup,1
GA,Apr,Utilities,19.1525,2.982,70.89041096,0,Mini,3
MS,Apr,Debris Burning,11.70802469,3.4825,67.7124183,0,Teacup,1
ID,Aug,Lightning,22.02039474,0.456578947,61.76315789,55,Mini,3
MI,Sep,Debris Burning,11.68831169,2.802164502,65.9037037,0,Teacup,1
GA,Apr,Arson,20.36046512,4.859302326,55.36585366,0,Mini,3
MT,Mar,Debris Burning,4.763095238,5.464880952000001,56.1547619,0,Medium,4
AK,Jun,Lightning,16.442999999999998,2.29,64.60416667,132,XL,6
MO,Feb,Debris Burning,5.718875502,4.248393574,65.37601626,0,Medium,4
GA,Feb,Accidental,7.635036496000001,2.614355231,55.06185567,0,Teacup,1
AK,Jul,Lightning,15.60784314,3.591836735,68.79591837,18,Mini,3
MS,Mar,Accidental,11.549375,3.385,73.31410256,0,Teacup,1
MN,Apr,Accidental,10.87272727,4.853643725,42.80324544,0,Teacup,1
GA,Nov,Debris Burning,10.66032609,3.716847826,59.66304348,0,Mini,3
NY,Mar,Arson,4.480232558,1.943604651,65.125,0,Teacup,1
CA,Sep,Arson,24.77678571,1.1857142859999998,47.26785714,0,Teacup,1
GA,Jul,Arson,26.94705882,1.005882353,67.70588235,0,Teacup,1
UT,Jun,Lightning,20.16555556,3.052222222,23.11666667,4,Medium,4
MT,Aug,Lightning,18.55141243,2.674576271,44.06779661,31,Medium,4
OK,Feb,Utilities,13.50901804,7.411422846000001,65.84210526,0,Teacup,1
CO,Jul,Lightning,20.61860465,2.918139535,65.86320755,2,Teacup,1
MS,Mar,Debris Burning,15.26347305,2.962275449,61.41290323,0,Mini,3
MS,Mar,Arson,15.84273128,3.233039648,73.13777778,7,Mini,3
GA,Mar,Debris Burning,12.64128257,2.029859719,72.58176101,0,Teacup,1
CA,Aug,Arson,28.80516899,2.497813121,36.35785288,0,Teacup,1
MS,Feb,Arson,9.542857143,3.402380952,66.25595238,0,Medium,4
MS,Jun,Debris Burning,28.02261905,4.052380952,69.60119048,0,Teacup,1
GA,Mar,Arson,15.08229426,2.013466334,63.87579618,0,Toy,2
WI,Apr,Arson,3.704819277,3.603012048,73.70186335,0,Teacup,1
CA,Jul,Arson,17.61057692,5.397572816,74.9223301,0,Teacup,1
KS,Feb,Debris Burning,-3.742666667,4.040444443999999,68.04888889,0,Teacup,1
NV,Aug,Lightning,21.68463074,3.0238,29.086,0,Teacup,1
GA,Nov,Accidental,-5.164516129,5.4909677420000005,81.27272727,0,Teacup,1
MT,Apr,Arson,5.998477157000001,6.034871795,43.74871795,0,Teacup,1
MN,May,Utilities,14.88690476,1.838888889,59.57429719,0,Toy,2
ND,Apr,Arson,14.22093023,4.888372093,49.67058824,1,Toy,2
MS,Sep,Arson,24.26038647,1.760386473,73.76875,0,Teacup,1
OK,Feb,Debris Burning,9.509883721,3.624418605,59.6627907,0,Teacup,1
GA,Jul,Utilities,27.42402597,3.331818182,67.93288591,0,Mini,3
NC,Feb,Arson,7.638495575,3.862389381,70.32075472,0,Teacup,1
AL,Mar,Arson,10.73488372,3.015697674,43.97674419,0,Teacup,1
GA,Feb,Debris Burning,7.619730942,2.844843049,78.36516854,0,Toy,2
WY,Apr,Debris Burning,11.0408284,3.1946745560000003,41.66863905,0,Toy,2
MT,Jul,Lightning,18.65357143,4.808333333,39.06547619,1,Teacup,1
MS,Feb,Arson,6.45047619,2.964761905,65.45098039,0,Mini,3
NY,May,Lightning,15.43715847,3.3196721310000004,59.17816092,0,Teacup,1
NM,May,Utilities,20.40643275,4.571929825,25.68235294,0,Medium,4
TN,Mar,Debris Burning,10.16064982,3.984115523,78.06521739,0,Teacup,1
AZ,May,Arson,23.35420945,2.256673511,26.22997947,0,Teacup,1
OK,Sep,Arson,23.82307692,0.965384615,70.93125,0,Teacup,1
KY,Apr,Debris Burning,14.89134809,0.888080808,61.31372549,1,Mini,3
MS,Jan,Accidental,8.105633803,2.595774648,69.87142857,0,Teacup,1
AK,May,Accidental,11.62676768,2.164141414,57.76020408,0,Teacup,1
WA,Feb,Debris Burning,0.7536585370000001,2.921782178,58.55940594,0,Teacup,1
OR,Jun,Arson,17.57202381,2.7011904760000003,48.36309524,1,Toy,2
FL,May,Lightning,26.50691244,3.895852535,67.87557604,0,Teacup,1
MO,Mar,Arson,12.03834197,4.60880829,56.75647668,0,Medium,4
GA,Dec,Debris Burning,11.23213531,1.5465116280000002,77.22222222,0,Teacup,1
GA,Feb,Debris Burning,9.720496894,3.438509317,61.2248062,0,Teacup,1
FL,Mar,Arson,21.771875,2.202242152,73.62666667,0,Teacup,1
AL,Mar,Arson,17.10401786,3.3607142860000003,71.13888889,1,Medium,4
MS,Apr,Debris Burning,13.07529412,4.132941176,65.24705882,0,Teacup,1
MS,Nov,Debris Burning,9.395454545,1.395049505,65.96039604,0,Teacup,1
ID,Oct,Arson,12.41516966,2.2331337330000003,56.499002,1,Medium,4
OK,Mar,Arson,8.487394958,2.936134454,40.73319328,0,Mini,3
MN,Apr,Accidental,5.084337349,3.629518072,60.3373494,0,Teacup,1
GA,Mar,Arson,11.3547619,3.729166667,65.30357143,0,Toy,2
GA,Mar,Debris Burning,18.46730769,3.592307692,63.93413174,0,Teacup,1
GA,Feb,Debris Burning,10.59477124,1.4444444440000002,56.60264901,0,Teacup,1
WI,Jul,Accidental,19.54973822,3.493193717,69.74444444,0,Teacup,1
NM,Sep,Lightning,18.24765343,2.509125475,55.24686192,1,Teacup,1
OK,Feb,Arson,14.41666667,5.5267676770000005,72.8680203,0,Large,5
MS,Apr,Debris Burning,18.24761905,4.147619048,59.54216867,0,Mini,3
MS,Mar,Utilities,9.044642857,4.176190476,72.75316456,0,Mini,3
FL,Apr,Debris Burning,19.05797101,3.736956522,65.65079365,0,Teacup,1
MS,Mar,Arson,17.54939024,2.680487805,74.98780488,0,Teacup,1
KY,Oct,Debris Burning,18.85921788,1.481564246,60.75418994,0,Toy,2
SD,Aug,Accidental,25.05389222,4.083832335,56.76646707,0,Medium,4
WV,Apr,Utilities,9.681547619,2.926984127,60.58474576,0,Mini,3
MI,Apr,Accidental,6.033797217,3.287250996,70.96805897,0,Teacup,1
MS,Apr,Debris Burning,17.33333333,3.613939394,63.86624204,0,Teacup,1
MT,Apr,Debris Burning,1.893867925,3.632701422,63.43877551,1,Teacup,1
NY,Nov,Arson,3.546808511,4.243829787,63.15744681,0,Teacup,1
OR,Aug,Accidental,22.44502924,3.916374269,45.59649123,0,Medium,4
MN,May,Debris Burning,13.78915663,4.0819277110000005,54.60897436,0,Medium,4
ID,Jun,Utilities,13.67142857,5.286746988,57.09036145,0,Medium,4
GA,Apr,Debris Burning,15.71912351,2.417131474,66.97752809,1,Mini,3
AZ,May,Arson,23.43314917,3.381767956,37.19889503,1,Toy,2
GA,Mar,Debris Burning,7.1111111110000005,1.985777778,59.64965197,0,Teacup,1
AL,Oct,Debris Burning,9.21686747,2.13253012,72.84848485,0,Teacup,1
FL,Jun,Lightning,26.25306122,1.316734694,75.14725275,0,Toy,2
ID,Sep,Utilities,20.66666667,2.012121212,50.93333333,0,Toy,2
GA,Nov,Debris Burning,17.20224949,1.73006135,71.97619048,0,Teacup,1
AK,Jun,Lightning,19.01707317,1.895731707,49.71341463,59,XL,6
CA,Aug,Utilities,27.16232877,2.990410959,39.54794521,0,Medium,4
WV,Apr,Utilities,6.148663102,2.917647059,58.00574713,0,Toy,2
ID,Jul,Lightning,22.358,2.3995,43.04,8,Teacup,1
MS,Dec,Debris Burning,10.02139535,2.364319249,74.15625,0,Mini,3
TX,Jun,Lightning,29.60738636,3.019318182,53.10227273,0,Medium,4
MN,Apr,Accidental,-2.7128514060000004,4.350905433,61.73673469,0,Teacup,1
MS,Jul,Accidental,24.19308943,0.559552846,74.67447307,0,Teacup,1
GA,May,Utilities,22.59894737,2.750526316,67.82183908,0,Teacup,1
MN,Apr,Accidental,9.970178926,3.534791252,58.04970179,0,Teacup,1
AZ,Oct,Accidental,27.61204013,2.481939799,15.72909699,1,Toy,2
MS,Apr,Arson,18.6797546,2.33190184,69.8404908,0,Mini,3
MO,Mar,Utilities,-2.206412826,2.410752688,65.09913793,0,Medium,4
OK,Aug,Arson,31.71800434,2.1390455530000003,46.01864802,0,Mini,3
NM,Jun,Arson,16.79487179,2.11025641,26.38461538,1,Teacup,1
SD,Mar,Utilities,5.28816568,7.049704142,59.71856287,0,Teacup,1
NV,Jul,Lightning,25.06734694,3.856701031,40.17525773,1,Teacup,1
MT,Jul,Utilities,25.0,2.35,55.9375,0,Teacup,1
GA,May,Accidental,22.40040404,1.4971717169999998,69.79128440000001,0,Teacup,1
GA,Feb,Debris Burning,4.245771144,2.656,56.18090452,0,Teacup,1
NV,Jul,Accidental,19.76023392,2.49122807,28.36842105,0,Toy,2
NY,Mar,Arson,3.399275362,3.327272727,73.23478261,0,Teacup,1
NC,Feb,Arson,11.5649789,2.220253165,62.65258216,0,Mini,3
FL,Apr,Lightning,22.2605364,1.083846154,71.45559846,0,Teacup,1
MS,Mar,Arson,11.46923077,2.541025641,63.61538462,0,Toy,2
WV,May,Debris Burning,14.39340426,1.674468085,72.5,0,Teacup,1
MT,Mar,Accidental,4.664705882,2.788235294,54.0,0,Teacup,1
AL,Dec,Arson,7.351041667,1.898429319,65.49171271,0,Mini,3
MO,May,Arson,19.0,2.4397540980000003,75.47252747,0,Teacup,1
MS,Apr,Debris Burning,22.24891304,4.105434783,59.90217391,0,Teacup,1
VA,Feb,Arson,4.619631902,4.019018405,67.79354839,0,Teacup,1
AZ,Jun,Lightning,33.53195266,4.482840237,18.78106509,4,Mini,3
IN,Jul,Utilities,21.0239521,2.271856287,75.84137931,0,Teacup,1
OR,Oct,Accidental,11.55581395,2.35497076,54.68235294,0,Toy,2
MN,Apr,Arson,8.089641433999999,2.9856573710000003,59.33263158,0,Teacup,1
GA,Feb,Debris Burning,4.959693878,2.084615385,57.47422679999999,0,Teacup,1
GA,Jan,Debris Burning,7.371031746,3.101587302,66.98390805,0,Teacup,1
SC,Mar,Debris Burning,18.86767896,1.331263858,61.42345277,6,Medium,4
MS,May,Arson,18.78333333,3.292424242,53.78787879,0,Teacup,1
NE,Jun,Utilities,20.34196891,5.637823834,54.38121547,0,Teacup,1
MS,Apr,Arson,17.55027933,3.983798883,64.98876404,0,Teacup,1
MN,Apr,Accidental,1.52116041,6.014334471000001,68.66552901,0,Teacup,1
ND,May,Arson,12.14948454,7.173195876,61.69430052,0,Teacup,1
GA,May,Arson,25.15319149,3.105957447,75.74129353,0,Teacup,1
OR,Jun,Lightning,16.23306773,2.49501992,45.64342629,6,Medium,4
AR,Jun,Utilities,28.50688073,1.199770642,62.84813084,0,Medium,4
AZ,Jul,Lightning,18.23463687,3.28699187,55.64227642,1,Teacup,1
KY,Apr,Arson,16.09255533,5.097183099,52.69014085,1,Medium,4
AL,Jun,Arson,24.53614458,2.131927711,56.28313253,0,Teacup,1
TN,Dec,Accidental,0.375135135,3.045945946,66.54054054,0,Teacup,1
NV,Aug,Lightning,24.04010695,2.801069519,26.70053476,1,Mini,3
TX,Jun,Lightning,30.94129979,5.683228512,40.57651992,0,Mini,3
SD,Jun,Accidental,21.0887574,3.875147929,54.17159763,0,Teacup,1
GA,May,Debris Burning,18.60883978,3.080110497,65.31460674,0,Teacup,1
SD,Aug,Utilities,22.48768473,3.013300493,57.23737374,0,Toy,2
FL,Aug,Lightning,26.87615063,2.718828452,81.99115044,1,Medium,4
OK,Feb,Arson,14.21031746,5.139562624,59.83499006,0,Medium,4
SD,Jun,Debris Burning,21.44219653,4.046242775,48.54913295,0,Teacup,1
MI,Apr,Accidental,5.646706587000001,3.060479042,68.26347305,0,Toy,2
GA,Jul,Lightning,27.55054348,2.379234973,74.17575758,0,Teacup,1
NY,Jul,Lightning,24.59503817,2.43129771,73.74045802,0,Teacup,1
MS,Feb,Debris Burning,17.65909091,2.228409091,78.10227273,0,Mini,3
OK,Jan,Utilities,9.273684211,3.955789474,47.66315789,0,Mini,3
NE,Mar,Debris Burning,3.489919355,3.787903226,64.86895161,0,Teacup,1
MS,Feb,Arson,13.9873494,2.3518072290000003,80.45783133,0,Mini,3
SD,Jun,Lightning,18.98461538,3.328461538,48.54615385,2,Mini,3
NY,Apr,Lightning,10.47590361,4.409638554,53.85276074,0,Teacup,1
KY,Nov,Debris Burning,7.848351647999999,1.475274725,66.44505495,0,Medium,4
WA,Jul,Lightning,22.25691057,3.0593495930000003,60.51497006,17,Toy,2
NC,Mar,Debris Burning,10.47947598,1.549779736,66.92,0,Teacup,1
WV,Oct,Arson,10.31017699,1.230088496,68.17714286,0,Teacup,1
NM,Jul,Lightning,29.00231214,4.205202312,31.42774566,1,XL,6
AR,Dec,Arson,8.306097561,1.308536585,53.91463415,1,Mini,3
WV,Nov,Arson,8.035714286000001,2.537142857,62.01587302,0,Teacup,1
ND,Apr,Arson,-1.735059761,5.2156,57.604,0,Teacup,1
GA,Mar,Accidental,14.90731707,1.61402439,58.69512195,0,Teacup,1
GA,Apr,Utilities,12.99823789,3.221145374,70.85436893,0,Teacup,1
ID,Jun,Lightning,18.612,2.351422764,51.59414226,1,Teacup,1
WV,Oct,Utilities,16.01639344,1.817948718,66.21126761,0,Toy,2
AR,Mar,Arson,13.56150794,4.06361829,45.618,0,Mini,3
ID,Jul,Lightning,19.02588235,1.872941176,44.20588235,3,Teacup,1
NY,Jun,Arson,15.28833333,2.985416667,75.26382979,0,Teacup,1
MI,May,Debris Burning,8.539007092,3.634751773,59.07092199,0,Teacup,1
CA,Jul,Lightning,31.47389558,2.684538153,42.23694779,8,Teacup,1
AR,Feb,Arson,9.830601093,5.453005463999999,55.89071038,0,Mini,3
GA,Apr,Debris Burning,14.700598800000002,2.491616766,53.20125786,0,Teacup,1
MT,May,Lightning,13.85380117,4.3690058480000005,46.51461988,1,Mini,3
NY,Apr,Lightning,6.431838565,4.499099099,66.80180179999999,140,Teacup,1
MS,Oct,Utilities,17.25297619,4.471428571000001,52.27380952,0,Teacup,1
ID,Sep,Lightning,17.31071429,0.641071429,60.96428571,65,Mini,3
GA,Feb,Debris Burning,5.68125,1.1625,72.9375,0,Teacup,1
TX,Mar,Utilities,9.371282051,5.334358974,51.88205128,2,Medium,4
GA,Apr,Arson,14.85178571,2.9857142860000003,49.91666667,0,Teacup,1
GA,Dec,Debris Burning,10.30364372,2.633603239,85.58291457,0,Teacup,1
OK,Mar,Accidental,8.206823027999999,2.5336188440000003,52.75055679,0,Teacup,1
FL,Apr,Debris Burning,21.53968254,1.910912698,69.16176471,0,Medium,4
CA,Jun,Arson,18.75846154,3.363076923,46.10869565,1,Medium,4
MT,Aug,Debris Burning,21.40963855,3.5156626510000004,27.831325300000003,2,Medium,4
GA,Jun,Debris Burning,26.80120482,4.681818182,63.16969697,0,Teacup,1
SC,Feb,Debris Burning,15.74380165,2.264049587,59.53305785,0,Teacup,1
NM,Jun,Arson,22.46397188,4.365079365,25.81621622,0,Mini,3
IL,Apr,Arson,15.13684211,4.916489362,75.87861272,0,Mini,3
NY,Apr,Arson,10.1265,3.674874372,58.73869347,0,Teacup,1
IL,Jun,Arson,24.30019881,1.333200795,74.57671958,0,Medium,4
TN,Feb,Arson,6.318452381,2.697619048,51.29761905,0,Teacup,1
GA,May,Debris Burning,21.44871795,3.505479452,54.2,0,Teacup,1
FL,Jul,Lightning,26.82793522,1.041902834,76.73648649,0,Toy,2
WI,Apr,Debris Burning,5.2536,3.4852,43.784,0,Teacup,1
FL,Dec,Debris Burning,9.426262626,4.123232323,59.97474747,0,Toy,2
PA,Feb,Arson,3.1059006210000004,1.7763975159999998,71.828125,0,Mini,3
OR,Aug,Lightning,21.30223464,1.635195531,45.93854749,1,Large,5
OR,Aug,Lightning,20.56607143,2.638095238,37.41071429,5,Toy,2
NM,Jun,Lightning,27.92878338,3.607715134,24.54599407,0,Teacup,1
GA,Dec,Debris Burning,-1.502985075,3.376119403,88.4,0,Teacup,1
SC,Apr,Utilities,15.48015873,1.648214286,70.34586466,0,Teacup,1
AZ,Oct,Lightning,15.00397614,4.131411531,40.93439364,0,Teacup,1
AZ,Jul,Lightning,27.89345238,4.169047619,78.60119048,1,Teacup,1
NC,Nov,Debris Burning,9.406490872,1.051926978,69.76470588,0,Teacup,1
WV,Mar,Debris Burning,5.720361991,3.015384615,64.34841629,0,Teacup,1
CO,Sep,Lightning,17.86084906,3.981603774,63.51,0,Medium,4
GA,Jun,Accidental,27.20892857,2.964880952,69.21556886,0,Teacup,1
ID,Aug,Utilities,26.00578512,3.958677686,22.23966942,1,Medium,4
MS,Sep,Arson,23.84269663,2.581920904,58.49152542,0,Teacup,1
AR,Sep,Lightning,19.17330677,1.17877095,64.25846154,0,Teacup,1
FL,Mar,Debris Burning,21.96402116,3.983068783,74.85185185,0,Mini,3
MS,Nov,Utilities,15.700598800000002,0.728915663,73.59876543,0,Teacup,1
GA,Feb,Debris Burning,10.63459459,2.265405405,60.49162011,0,Toy,2
OK,Mar,Arson,9.391534392,5.539153439,57.40740741,0,Mini,3
SD,Mar,Debris Burning,6.801081081,4.785405405,59.57837838,0,Teacup,1
GA,Jul,Debris Burning,23.12103175,0.5140873020000001,71.95214106,0,Teacup,1
MS,Jul,Arson,25.27581967,2.496721311,86.38983051,0,Teacup,1
GA,Sep,Debris Burning,24.20675944,0.704373757,54.64568765,2,Mini,3
GA,Dec,Arson,0.862676056,1.886524823,62.40425532,0,Toy,2
AZ,Jun,Lightning,32.42650602,3.533935743,15.38353414,0,Mini,3
OR,Aug,Lightning,22.21179487,3.120634921,34.8994709,45,Medium,4
TX,Mar,Arson,15.91567164,5.704580152999999,64.85496183,0,Teacup,1
SC,Apr,Arson,19.01084599,2.257049892,66.47246377,0,Teacup,1
GA,Mar,Accidental,17.0,3.161627907,68.05263158,0,Mini,3
TX,Apr,Utilities,17.84208417,3.231663327,77.38677355,0,Toy,2
AL,Nov,Arson,15.81284916,2.567816092,79.31972789,4,Mini,3
GA,Aug,Debris Burning,29.48809524,2.3168650790000003,71.13972056,0,Teacup,1
ND,Oct,Arson,6.241139241,5.474050632999999,57.29746835,0,Teacup,1
AL,Nov,Arson,7.354705882,4.362352941,52.83125,0,Teacup,1
WY,Sep,Debris Burning,15.57383721,2.60872093,46.81976744,9,Large,5
NM,Jun,Accidental,18.57037037,3.2833333330000003,47.62962963,0,Teacup,1
GA,Apr,Debris Burning,21.93650794,1.886904762,66.8209607,0,Teacup,1
TN,May,Accidental,23.055666,2.6086,74.21095335,0,Toy,2
IL,Mar,Arson,16.93061224,4.20915493,54.0915493,1,Medium,4
MS,Mar,Debris Burning,13.36586345,3.234538153,75.95951417,0,Teacup,1
FL,Oct,Utilities,20.43089431,2.484552846,78.40343348,0,Teacup,1
MT,Jul,Lightning,21.8968254,2.302579365,42.11904762,4,Large,5
SC,Jan,Arson,11.59926471,2.812132353,65.27862595,0,Teacup,1
TX,Aug,Utilities,32.05168986,1.79860835,34.08151093,29,Large,5
GA,Mar,Utilities,13.62678571,4.156547619,44.52694611,0,Teacup,1
SC,Feb,Debris Burning,15.43863179,1.927364185,68.30752688,0,Teacup,1
NM,Apr,Debris Burning,7.246987952,3.814553015,48.86752137,0,Toy,2
MT,Jul,Lightning,19.88247423,2.142268041,48.42487047,102,Large,5
MS,May,Debris Burning,20.12936345,2.254115226,67.32510288,0,Teacup,1
GA,Mar,Debris Burning,18.86230159,2.25952381,76.43146067,0,Teacup,1
MT,Aug,Lightning,21.60714286,3.746428571,33.5952381,1,Toy,2
TX,Apr,Accidental,19.46448413,2.917063492,71.42682927,0,Teacup,1
WA,Aug,Lightning,24.17430168,2.922905028,46.40223464,30,Medium,4
NC,Mar,Arson,13.57968127,2.056374502,58.75896414,0,Teacup,1
MT,Apr,Debris Burning,9.732642487,4.652331606000001,61.68062827,0,Teacup,1
NE,May,Utilities,11.54876847,5.191133005,52.62068966,0,Mini,3
TX,Aug,Debris Burning,30.79761905,2.746428571,59.89516129,0,Mini,3
SD,Sep,Utilities,22.57142857,3.7,79.78358209,0,Mini,3
FL,Oct,Debris Burning,22.04449541,1.591284404,77.78712871,0,Teacup,1
OK,Jun,Arson,32.49534884,8.890697674,35.25581395,0,Teacup,1
ND,May,Debris Burning,4.287581699,6.398039216,59.26666667,0,Teacup,1
TX,Mar,Utilities,17.960199,4.237313433,63.85572139,1,Teacup,1
MS,Oct,Debris Burning,16.61904762,1.820238095,71.71428571,0,Teacup,1
WI,Apr,Accidental,5.670238095,1.994047619,37.60714286,0,Teacup,1
